"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","CONCEN_OF_SEA_ICE","IND_FOR_PRECIP"
"4602718","2021-09-14T22:00:00","28.67","-123.26",,,"1","4","2","5",,,"11",,,,,,,,,"10158",,,"8",,,,,"9","206",,,,,,,,,,,,,"237","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-14T22:00:00","22.24","-127.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","234",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-14T22:00:00","20.80","-128.53",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,,"237","8","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"KS1043","2021-09-14T22:00:00","29.30","-122.90",,,"1","4","0","0","4","1","1","0","350","4","57",,,,,"10158","7","10","0","183","1","157","144","3","206",,,,"A",,,,,,,"11","6","237","92","992","114","5","1","2","2","111111","11AAA111118A71",,,"3",,,"4"
"4602715","2021-09-14T23:00:00","27.82","-122.51",,,"1","4","2","5",,,"11",,,,,,,,,"10155",,,"8",,,,,"9","210",,,,,,,,,,,,,"237","72","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-14T23:00:00","28.67","-123.26",,,"1","4","2","5",,,"11",,,,,,,,,"10156",,,"8",,,,,"9","206",,,,,,,,,,,,,"237","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-14T23:00:00","22.24","-127.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","234",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-14T23:00:00","20.80","-128.53",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,,"237","8","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"KS1043","2021-09-14T23:00:00","29.30","-122.90",,,"1","4","0","0","4","1","1","0","340","4","62",,,,,"10155","7","15","0","181","1","155","143","3","205",,,,"A",,,,,,,"11","5","237","92","992","114","5","1","2","2","111111","11AAA111118A71",,,"3",,,"4"
"4602710","2021-09-15T00:00:00","22.08","-120.98",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","255",,,,,,,,,,,,,"237","20","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-15T00:00:00","27.82","-122.51",,,"1","4","2","5",,,"11",,,,,,,,,"10157",,,"8",,,,,"9","210",,,,,,,,,,,,,"237","72","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-15T00:00:00","22.24","-127.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-15T00:00:00","20.81","-128.54",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,,"237","8","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"KS1043","2021-09-15T00:00:00","29.30","-122.90",,,"1","4","0","0","5","1","1","0","350","4","62",,,,,"10154","7","13","0","182","1","156","144","3","204",,,,"A",,,,,,,"11","5","237","92","992","114","5","1","2","2","111111","11AAA111118A71",,,"3",,,"4"
"4602718","2021-09-15T00:03:00","28.66","-123.26",,,"1","4","2","5",,,"11",,,,,,,,,"10156",,,"8",,,,,"9","206",,,,,,,,,,,,,"237","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602715","2021-09-15T01:00:00","27.81","-122.51",,,"1","4","2","5",,,"11",,,,,,,,,"10155",,,"8",,,,,"9","210",,,,,,,,,,,,,"237","72","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-15T01:00:00","28.66","-123.26",,,"1","4","2","5",,,"11",,,,,,,,,"10157",,,"8",,,,,"9","206",,,,,,,,,,,,,"237","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-15T01:00:00","22.24","-127.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-15T01:00:00","20.81","-128.54",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"237","8","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"KS1043","2021-09-15T01:00:00","29.20","-122.90",,,"1","4","0","0","4","1","1","0","340","4","62",,,,,"10152","7","9","0","182","1","158","147","3","203",,,,"A",,,,,,,"11","5","237","92","992","114","5","1","2","2","111111","11AAA111118A71",,,"3",,,"4"
"4602715","2021-09-15T02:00:00","27.81","-122.52",,,"1","4","2","5",,,"11",,,,,,,,,"10157",,,"8",,,,,"9","210",,,,,,,,,,,,,"237","72","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-15T02:00:00","28.66","-123.26",,,"1","4","2","5",,,"11",,,,,,,,,"10161",,,"8",,,,,"9","206",,,,,,,,,,,,,"237","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-15T02:00:00","22.24","-127.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-15T02:00:00","20.81","-128.55",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"237","8","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"KS1043","2021-09-15T02:00:00","29.20","-122.90",,,"1","4","0","0","5","1","1","0","350","4","67",,,,,"10154","7","3","0","181","1","155","142","3","204",,,,"A",,,,,,,"11","5","237","92","992","114","5","1","2","2","111111","11AAA111118A71",,,"3",,,"4"
"4602710","2021-09-15T03:00:00","22.07","-120.98",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,,"237","20","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-15T03:00:00","27.80","-122.52",,,"1","4","2","5",,,"11",,,,,,,,,"10163",,,"8",,,,,"9","209",,,,,,,,,,,,,"237","72","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-15T03:00:00","28.66","-123.26",,,"1","4","2","5",,,"11",,,,,,,,,"10166",,,"8",,,,,"9","206",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-15T03:00:00","22.24","-127.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-15T03:00:00","20.82","-128.55",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"KS1043","2021-09-15T03:00:00","29.20","-122.90",,,"1","4","0","0","4","1","1","0","340","4","57",,,,,"10158","2","3","0","181","1","155","143","3","205",,,,"A",,,,,,,"10","5","237","92","992","114","5","1","2","1","111111","11AAA111118A71",,,"3",,,"4"
"4602718","2021-09-15T04:00:00","28.66","-123.26",,,"1","4","2","5",,,"11",,,,,,,,,"10169",,,"8",,,,,"9","206",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-15T04:00:00","22.24","-127.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-15T04:00:00","20.82","-128.56",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"KS1043","2021-09-15T04:00:00","29.20","-122.90",,,"1","4","0","0","5","1","1","0","340","4","46",,,,,"10163","2","9","0","180","1","153","139","3","206",,,,"A",,,,,,,"11","5","237","92","992","114","5","1","2","1","111111","11AAA111118A71",,,"3",,,"4"
"4602715","2021-09-15T04:03:00","27.80","-122.52",,,"1","4","2","5",,,"11",,,,,,,,,"10166",,,"8",,,,,"9","209",,,,,,,,,,,,,"237","72","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602715","2021-09-15T05:00:00","27.80","-122.52",,,"1","4","2","5",,,"11",,,,,,,,,"10167",,,"8",,,,,"9","209",,,,,,,,,,,,,"237","72","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-15T05:00:00","28.66","-123.26",,,"1","4","2","5",,,"11",,,,,,,,,"10171",,,"8",,,,,"9","206",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-15T05:00:00","22.24","-127.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-15T05:00:00","20.82","-128.56",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"KS1043","2021-09-15T05:00:00","29.10","-123.00",,,"1","4","0","0","4","1","1","0","360","4","41",,,,,"10166","2","13","0","182","1","156","143","3","206",,,,"A",,,,,,,"16","5","237","93","992","114","5","1","2","1","111111","11AAA111118A71",,,"3",,,"4"
"4602710","2021-09-15T06:00:00","22.06","-120.98",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,,"237","20","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-15T06:00:00","27.79","-122.52",,,"1","4","2","5",,,"11",,,,,,,,,"10171",,,"8",,,,,"9","209",,,,,,,,,,,,,"237","72","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-15T06:00:00","22.24","-127.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-15T06:00:00","20.83","-128.56",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"KS1043","2021-09-15T06:00:00","29.10","-123.00",,,"1","4","0","0","5","1","1","0","330","4","31",,,,,"10167","2","11","0","183","1","157","145","3","206",,,,"A",,,,,,,"11","5","237","93","992","114","5","1","2","1","111111","11AAA111118A71",,,"3",,,"4"
"4602718","2021-09-15T06:02:00","28.66","-123.25",,,"1","4","2","5",,,"11",,,,,,,,,"10171",,,"8",,,,,"9","206",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602715","2021-09-15T07:00:00","27.78","-122.51",,,"1","4","2","5",,,"11",,,,,,,,,"10166",,,"8",,,,,"9","209",,,,,,,,,,,,,"237","72","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-15T07:00:00","28.66","-123.25",,,"1","4","2","5",,,"11",,,,,,,,,"10168",,,"8",,,,,"9","206",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-15T07:00:00","22.24","-127.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-15T07:00:00","20.83","-128.57",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"KS1043","2021-09-15T07:00:00","29.10","-123.00",,,"1","4","0","0","4","1","1","0","350","4","51",,,,,"10165","2","5","0","181","1","153","139","3","206",,,,"A",,,,,,,"11","5","237","93","992","114","5","1","2","1","111111","11AAA111118A71",,,"3",,,"4"
"4602718","2021-09-15T08:00:00","28.65","-123.25",,,"1","4","2","5",,,"11",,,,,,,,,"10167",,,"8",,,,,"9","206",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-15T08:00:00","22.24","-127.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-15T08:00:00","20.83","-128.57",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"KS1043","2021-09-15T08:00:00","29.10","-123.00",,,"1","4","0","0","5","1","1","0","300","4","31",,,,,"10163","8","2","0","180","1","153","140","3","206",,,,"A",,,,,,,"10","5","237","93","992","114","5","1","2","1","111111","11AAA111118A71",,,"3",,,"4"
"4602715","2021-09-15T08:02:00","27.78","-122.51",,,"1","4","2","5",,,"11",,,,,,,,,"10166",,,"8",,,,,"9","209",,,,,,,,,,,,,"237","72","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602710","2021-09-15T09:00:00","22.05","-120.98",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,,"237","20","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-15T09:00:00","27.77","-122.51",,,"1","4","2","5",,,"11",,,,,,,,,"10164",,,"8",,,,,"9","209",,,,,,,,,,,,,"237","72","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-15T09:00:00","28.65","-123.24",,,"1","4","2","5",,,"11",,,,,,,,,"10164",,,"8",,,,,"9","205",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-15T09:00:00","22.24","-127.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-15T09:00:00","20.84","-128.57",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"KS1043","2021-09-15T09:00:00","29.10","-123.00",,,"1","4","0","0","4","1","1","0","350","4","41",,,,,"10162","7","4","0","181","1","154","141","3","206",,,,"A",,,,,,,"11","5","237","93","992","114","5","1","2","1","111111","11AAA111118A71",,,"3",,,"4"
"4602715","2021-09-15T10:00:00","27.76","-122.51",,,"1","4","2","5",,,"11",,,,,,,,,"10160",,,"8",,,,,"9","209",,,,,,,,,,,,,"237","72","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-15T10:00:00","28.65","-123.24",,,"1","4","2","5",,,"11",,,,,,,,,"10163",,,"8",,,,,"9","206",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-15T10:00:00","22.24","-127.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-15T10:00:00","20.84","-128.58",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"KS1043","2021-09-15T10:00:00","29.00","-123.00",,,"1","4","0","0","1","1","1","0","310","4","41",,,,,"10160","7","6","0","182","1","155","143","3","206",,,,"A",,,,,,,"10","5","237","93","992","114","5","1","2","1","111111","11AAA111118A71",,,"3",,,"4"
"4602715","2021-09-15T11:00:00","27.75","-122.52",,,"1","4","2","5",,,"11",,,,,,,,,"10158",,,"8",,,,,"9","209",,,,,,,,,,,,,"237","72","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-15T11:00:00","28.65","-123.24",,,"1","4","2","5",,,"11",,,,,,,,,"10158",,,"8",,,,,"9","205",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-15T11:00:00","22.24","-127.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-15T11:00:00","20.85","-128.59",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"KS1043","2021-09-15T11:00:00","29.00","-122.90",,,"1","4","0","0","3","1","1","0","310","4","31",,,,,"10156","7","5","0","181","1","156","144","3","206",,,,"A",,,,,,,"16","5","237","92","992","114","5","1","2","1","111111","11AAA111118A71",,,"3",,,"4"
"4602710","2021-09-15T12:00:00","22.05","-120.97",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,,"237","20","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-15T12:00:00","27.75","-122.52",,,"1","4","2","5",,,"11",,,,,,,,,"10157",,,"8",,,,,"9","209",,,,,,,,,,,,,"237","72","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-15T12:00:00","28.64","-123.23",,,"1","4","2","5",,,"11",,,,,,,,,"10158",,,"8",,,,,"9","205",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-15T12:00:00","22.24","-127.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-15T12:00:00","20.86","-128.59",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"KS1043","2021-09-15T12:00:00","29.00","-122.90",,,"1","4","0","0","4","1","1","0","330","4","31",,,,,"10154","7","8","0","179","1","153","140","3","206",,,,"A",,,,,,,"10","5","237","92","992","114","5","1","2","1","111111","11AAA111118A71",,,"3",,,"4"
"4602718","2021-09-15T13:00:00","28.64","-123.23",,,"1","4","2","5",,,"11",,,,,,,,,"10160",,,"8",,,,,"9","205",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-15T13:00:00","22.24","-127.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-15T13:00:00","20.86","-128.59",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"KS1043","2021-09-15T13:00:00","29.00","-122.90",,,"1","4","0","0","4","1","1","0","350","4","41",,,,,"10155","5","6","0","180","1","152","138","3","206",,,,"A",,,,,,,"11","5","237","92","992","114","5","1","2","1","111111","11AAA111118A71",,,"3",,,"4"
"4602715","2021-09-15T13:01:00","27.74","-122.52",,,"1","4","2","5",,,"11",,,,,,,,,"10159",,,"8",,,,,"9","209",,,,,,,,,,,,,"237","72","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602715","2021-09-15T14:00:00","27.73","-122.53",,,"1","4","2","5",,,"11",,,,,,,,,"10163",,,"8",,,,,"9","209",,,,,,,,,,,,,"237","72","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-15T14:00:00","28.64","-123.23",,,"1","4","2","5",,,"11",,,,,,,,,"10162",,,"8",,,,,"9","205",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-15T14:00:00","22.24","-127.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-15T14:00:00","20.87","-128.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"KS1043","2021-09-15T14:00:00","29.00","-122.90",,,"1","4","0","0","4","1","1","0","320","4","57",,,,,"10159","5","2","0","183","1","157","144","3","206",,,,"A",,,,,,,"16","5","237","92","992","114","5","1","2","1","111111","11AAA111118A71",,,"3",,,"4"
"4602710","2021-09-15T15:00:00","22.04","-120.98",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,,"237","20","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-15T15:00:00","27.73","-122.53",,,"1","4","2","5",,,"11",,,,,,,,,"10168",,,"8",,,,,"9","209",,,,,,,,,,,,,"237","72","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-15T15:00:00","28.64","-123.23",,,"1","4","2","5",,,"11",,,,,,,,,"10166",,,"8",,,,,"9","205",,,,,,,,,,,,,"237","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-15T15:00:00","22.24","-127.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-15T15:00:00","20.88","-128.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"237","8","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"KS1043","2021-09-15T15:00:00","28.90","-122.90",,,"1","4","0","0","4","1","1","0","310","4","51",,,,,"10162","3","3","0","181","1","153","139","3","206",,,,"A",,,,,,,"11","5","237","82","992","114","5","1","2","2","111111","11AAA111118A71",,,"3",,,"4"
"4602715","2021-09-15T16:00:00","27.72","-122.54",,,"1","4","2","5",,,"11",,,,,,,,,"10169",,,"8",,,,,"9","209",,,,,,,,,,,,,"237","72","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-15T16:00:00","22.24","-127.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-15T16:00:00","20.88","-128.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"237","8","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"KS1043","2021-09-15T16:00:00","28.90","-122.90",,,"1","4","0","0","4","1","1","0","340","4","41",,,,,"10164","2","11","0","183","1","154","140","3","207",,,,"A",,,,,,,"11","4","237","82","992","114","5","1","2","2","111111","11AAA111118A71",,,"3",,,"4"
"4602718","2021-09-15T16:04:00","28.63","-123.24",,,"1","4","2","5",,,"11",,,,,,,,,"10168",,,"8",,,,,"9","205",,,,,,,,,,,,,"237","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602715","2021-09-15T17:00:00","27.72","-122.54",,,"1","4","2","5",,,"11",,,,,,,,,"10172",,,"8",,,,,"9","209",,,,,,,,,,,,,"237","72","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-15T17:00:00","22.24","-127.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-15T17:00:00","20.89","-128.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"237","8","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"KS1043","2021-09-15T17:00:00","28.90","-122.90",,,"1","4","0","0","4","1","1","0","320","4","41",,,,,"10166","2","8","0","186","1","157","143","3","207",,,,"A",,,,,,,"11","4","237","82","992","114","5","1","2","2","111111","11AAA111118A71",,,"3",,,"4"
"4602718","2021-09-15T17:01:00","28.64","-123.24",,,"1","4","2","5",,,"11",,,,,,,,,"10173",,,"8",,,,,"9","205",,,,,,,,,,,,,"237","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
