"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","ICE_ACCR_ON_SHIP","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"4102533","2021-09-19T08:00:00","28.99","-79.55",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,,"242","89","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4401556","2021-09-19T08:00:00","21.20","-73.02",,,"1","3","2","5",,,"11",,,,,,,,,"10133",,,,,,,,,,,,,,,,,,,,,,"242","13","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"4401562","2021-09-19T08:00:00","28.82","-72.34",,,"1","4","2","5",,,"11",,,,,,,,,"10156",,,"8",,,,,"9","288",,,,,,,,,,,,,"242","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"6202646","2021-09-19T08:00:00","21.17","-73.03",,,"1","3","2","5",,,"11",,,,,,,,,"10132",,,,,,,,,,,,,,,,,,,,,,"242","13","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"6203636","2021-09-19T08:00:00","23.18","-75.08",,,"1","3","2","5",,,"11",,,,,,,,,"10143",,,,,,,,,,,,,,,,,,,,,,"242","35","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"C6DF6","2021-09-19T08:00:00","25.70","-77.20",,,"1","5","2","5","2","4","1",,,,,,,,,"10157","5","11","8","278",,"259","252",,,,,"A",,"A","A",,,,,,,"242","57","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"C6FA2","2021-09-19T08:00:00","25.30","-79.80",,,"1","5","2","5","4","4","1",,,,,,,,,"10150","6","10","8","273",,"252","244",,,,,"A",,"A","A",,,,,,,"242","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"C6FM8","2021-09-19T08:00:00","25.90","-78.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10156","7","9",,,,,,,,,,"A",,"A","A",,,,,,,"242","58","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1",,"5",,,,,,,,,,,,,
"C6FN5","2021-09-19T08:00:00","25.60","-77.00",,,"1","5","2","5","6","3","1",,,,,,,,,"10153","8","11","8","280",,"261","254",,,,,"A",,"A","A",,,,,,,"242","57","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"C6SJ5","2021-09-19T08:00:00","24.80","-78.10",,,"1","4","0","0","0","0","1","0",,"4",,,,,,"10083","7",,"0","281",,,"238",,"304",,,,"A",,,,,,,,,"242","48","992","114","5","1","2","1","11FF11","11AAA11A118AA7",,,"1",,,,,,,,,,,,"4"
"H3GR","2021-09-19T08:00:00","25.80","-78.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10161","8","8","8","277",,"249","239",,,,,"A",,"A","A",,,,,,,"242","58","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"KPDL","2021-09-19T08:00:00","23.70","-72.40",,,"1","5","2","5","3","5","1",,,,,,,,,"10127","6","9","8","281",,"252","241",,,,,"A",,"A","A",,,,,,,"242","32","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"SPGF1","2021-09-19T08:00:00","26.70","-78.99",,,"1","4","2","5",,,"5","0","230","4","21",,,,,"10159","7","11",,"287",,,,,,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F1111F","11AAA11AAAAAA1","31",,"6",,,,,,,,,,,,"4"
"WMCU","2021-09-19T08:00:00","25.50","-79.90",,,"1","6","2","5","1","5","1",,"300","4","62","1","98","2","0","10158","5","6","8","283",,"258","249","1","290","2","2","1","4","A","A",,"3","3",,,,"242","59","798","172","5","1","2","1","111111","111111111111A1",,"5",,"0",,,,,,,,,,,
"WTOI","2021-09-19T08:00:00","24.10","-72.90",,,"1","5","2","5","7","5","1",,,,,,,,,"10146","8","7","8","270",,"240","228",,,,,"A",,"A","A",,,,,,,"242","42","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"4100010","2021-09-19T08:10:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","95",,"23",,,,,"10156",,,"8","279",,,"248","9","295",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-19T08:10:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","349",,"21",,,,,"10152",,,"8","276",,,"232","9","293",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-19T08:20:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","76",,"26",,,,,"10156",,,"8","279",,,"247","9","295",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-19T08:20:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","337",,"21",,,,,"10153",,,"8","277",,,"232","9","293",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-19T08:30:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","72",,"21",,,,,"10156",,,"8","279",,,"247","9","295",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-19T08:30:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","343",,"22",,,,,"10153",,,"8","276",,,"231","9","293",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-19T08:40:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","78",,"20",,,,,"10155",,,"8","280",,,"251","9","295",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-19T08:40:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","347",,"16",,,,,"10154",,,"8","277",,,"233","9","292",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-19T08:50:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","74",,"21",,,,,"10156",,,"8","279",,,"253","9","295",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-19T08:50:00","27.50","-71.50",,,"1","4",,"0",,,"11","0","340","1","20",,,,,"10154",,,,"276",,,"232","1","292",,,,,,,,"6","2","11","6","2","242","71","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,,,,,"4"
"1301578","2021-09-19T09:00:00","26.28","-71.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,,"242","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1701631","2021-09-19T09:00:00","24.66","-72.72",,,"1","4","2","5",,,"11",,,,,,,,,"10159",,,"8",,,,,"9","299",,,,,,,,,,,,,"242","42","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"1701634","2021-09-19T09:00:00","29.11","-71.89",,,"1","4","2","5",,,"11",,,,,,,,,"10162",,,"8",,,,,"9","289",,,,,,,,,,,,,"242","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"3EBL5","2021-09-19T09:00:00","26.20","-78.90",,,"1","5","2","5","3","3","1",,,,,,,,,"10145","6","11","8","280",,"254","245",,,,,"A",,"A","A",,,,,,,"242","68","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"3FOC5","2021-09-19T09:00:00","26.40","-79.00",,,"1","5","2","5","4","1","1",,,,,,,,,"10186","6","9","8","275",,"241","227",,,,,"A",,"A","A",,,,,,,"242","69","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"4100010","2021-09-19T09:00:00","28.90","-78.50",,,"1","4",,"0",,,"11","0","70","1","20",,,,,"10156","6","10",,"279",,,"254","1","295",,,,,,,,,,,,,"242","88","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,,,"4"
"4100047","2021-09-19T09:00:00","27.50","-71.50",,,"1","4",,"0",,,"11","0","350","1","20",,,,,"10155","6","5",,"276",,,"232","1","292",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,,,"4"
"4101558","2021-09-19T09:00:00","23.66","-75.29",,,"1","3","2","5",,,"11",,,,,,,,,"10152",,,,,,,,,,,,,,,,,,,,,,"242","35","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"4101669","2021-09-19T09:00:00","21.45","-71.13",,,"1","3","2","5",,,"11",,,,,,,,,"10101",,,,,,,,,,,,,,,,,,,,,,"242","11","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"4102527","2021-09-19T09:00:00","28.85","-75.56",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"242","85","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4401556","2021-09-19T09:00:00","21.20","-73.02",,,"1","3","2","5",,,"11",,,,,,,,,"10136",,,,,,,,,,,,,,,,,,,,,,"242","13","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"4401562","2021-09-19T09:00:00","28.83","-72.34",,,"1","4","2","5",,,"11",,,,,,,,,"10156",,,"8",,,,,"9","288",,,,,,,,,,,,,"242","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"6202646","2021-09-19T09:00:00","21.17","-73.03",,,"1","3","2","5",,,"11",,,,,,,,,"10133",,,,,,,,,,,,,,,,,,,,,,"242","13","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"6203636","2021-09-19T09:00:00","23.18","-75.08",,,"1","3","2","5",,,"11",,,,,,,,,"10147",,,,,,,,,,,,,,,,,,,,,,"242","35","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"9V5244","2021-09-19T09:00:00","26.00","-76.50",,,"1","6","2","5","1","4","1",,"50","3","21","1","98","2","0","10157",,,"8","280",,"252","240","1","318","1","1","2","4","A","A",,,,,,,"242","66","798","172","5","1","2","1","111111","11111111111AAA",,"5",,"0",,,,,,,,,,,
"C6DF6","2021-09-19T09:00:00","25.70","-76.90",,,"1","5","2","5","2","4","1",,,,,,,,,"10157","5","8","8","276",,"258","251",,,,,"A",,"A","A",,,,,,,"242","56","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"C6FA2","2021-09-19T09:00:00","25.10","-79.90",,,"1","5","2","5","4","4","1",,,,,,,,,"10149","6","9","8","273",,"253","246",,,,,"A",,"A","A",,,,,,,"242","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"C6FM8","2021-09-19T09:00:00","25.90","-78.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10156","7","7",,,,,,,,,,"A",,"A","A",,,,,,,"242","58","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1",,"5",,,,,,,,,,,,,
"C6FN5","2021-09-19T09:00:00","25.40","-77.10",,,"1","5","2","5","5","3","1",,,,,,,,,"10152","5","10","8","282",,"266","260",,,,,"A",,"A","A",,,,,,,"242","57","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"H3GR","2021-09-19T09:00:00","25.80","-78.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10161",,,"8","277",,"251","241",,,,,"A",,"A","A",,,,,,,"242","58","798","172","5","1","2","1","F1FF11","1AAAA1111A8AAA",,"5",,,,,,,,,,,,,
"J8QY2","2021-09-19T09:00:00","22.70","-73.70",,,"1","6","2","5","4","3","1",,"90","4","62","1","97",,"2","10138",,,"8","282",,"272","269","1","260",,,"A",,"A","A",,"4","2",,,,"242","23","798","172","5","1","2","1","211111","111A11111181AA",,"5",,"2",,,,,,,,,,,
"KPDL","2021-09-19T09:00:00","23.50","-72.10",,,"1","5","2","5","3","5","1",,,,,,,,,"10128","5","5","8","279",,"252","242",,,,,"A",,"A","A",,,,,,,"242","32","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"SPGF1","2021-09-19T09:00:00","26.70","-78.99",,,"1","4","2","5",,,"5","0","230","4","31",,,,,"10158","6","9",,"287",,,,,,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F1111F","11AAA11AAAAAA1","31",,"6",,,,,,,,,,,,"4"
"WMCU","2021-09-19T09:00:00","25.90","-79.80",,,"1","5","2","5","8","6","1",,,,,,,,,"10155","6","7","8","283",,"259","250",,,,,"A",,"A","A",,,,,,,"242","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WTOI","2021-09-19T09:00:00","24.40","-73.20",,,"1","5","2","5","7","5","1",,,,,,,,,"10150","3","1","8","271",,"239","226",,,,,"A",,"A","A",,,,,,,"242","43","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"4102532","2021-09-19T09:01:00","29.82","-79.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"242","99","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4100010","2021-09-19T09:10:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","85",,"23",,,,,"10157",,,"8","278",,,"250","9","294",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-19T09:10:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","14",,"19",,,,,"10154",,,"8","276",,,"231","9","292",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-19T09:20:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","72",,"22",,,,,"10157",,,"8","279",,,"252","9","294",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-19T09:20:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","13",,"20",,,,,"10154",,,"8","276",,,"231","9","292",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-19T09:30:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","56",,"19",,,,,"10157",,,"8","278",,,"250","9","294",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-19T09:30:00","27.46","-71.47",,,"1","5","2","5",,,"11",,"360",,"18",,,,,"10154",,,"8","276",,,"233","9","292",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"WDJ4838","2021-09-19T09:32:00","23.46","-72.25",,,"1","5","2","5","9",,"1","5","253",,"67",,,,,"10110",,,"8","240",,,,,,,,,,,,,,,,,,"242","32","798","172","5","0",,"1","F4311F","11AAA11AAAAAAA",,"5",,,,,,,,,,,,,
"KPDL","2021-09-19T09:33:00","23.44","-72.01",,,"1","5","2","5","9",,"1","5","89",,"51",,,,,"10150",,,,,,,,,,,,,,,,,,,,,,"242","32","798","172","5","0",,"1","FF111F","11AAA1AAAAAAAA",,"5",,,,,,,,,,,,,
"4100010","2021-09-19T09:40:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","72",,"19",,,,,"10158",,,"8","279",,,"252","9","294",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-19T09:40:00","27.46","-71.47",,,"1","5","2","5",,,"11",,"350",,"20",,,,,"10155",,,"8","276",,,"233","9","292",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-19T09:50:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","71",,"19",,,,,"10159",,,"8","278",,,"250","9","294",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-19T09:50:00","27.50","-71.50",,,"1","4",,"0",,,"11","0","10","1","20",,,,,"10156",,,,"275",,,"231","1","292",,,,,,,,"8","1","9","8","1","242","71","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,,,,,"4"
"4102528","2021-09-19T09:58:00","25.11","-72.48",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"242","52","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,
"4102530","2021-09-19T09:59:00","27.45","-75.06",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"242","75","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,
"1301578","2021-09-19T10:00:00","26.28","-71.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,,"242","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1701631","2021-09-19T10:00:00","24.66","-72.71",,,"1","4","2","5",,,"11",,,,,,,,,"10163",,,"8",,,,,"9","299",,,,,,,,,,,,,"242","42","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"1701634","2021-09-19T10:00:00","29.11","-71.88",,,"1","4","2","5",,,"11",,,,,,,,,"10164",,,"8",,,,,"9","288",,,,,,,,,,,,,"242","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"3EBL5","2021-09-19T10:00:00","26.10","-78.70",,,"1","5","2","5","3","3","1",,,,,,,,,"10149","3","1","8","280",,"257","248",,,,,"A",,"A","A",,,,,,,"242","68","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"3FOC5","2021-09-19T10:00:00","26.30","-79.00",,,"1","5","2","5","4","1","1",,,,,,,,,"10187","5","2","8","274",,"246","235",,,,,"A",,"A","A",,,,,,,"242","69","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"4100010","2021-09-19T10:00:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","56",,"20",,,,,"10160",,,"8","279",,,"251","9","294",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-19T10:00:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","9",,"18",,,,,"10157",,,"8","275",,,"231","9","292",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4101558","2021-09-19T10:00:00","23.66","-75.29",,,"1","3","2","5",,,"11",,,,,,,,,"10156",,,,,,,,,,,,,,,,,,,,,,"242","35","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"4101669","2021-09-19T10:00:00","21.45","-71.13",,,"1","3","2","5",,,"11",,,,,,,,,"10106",,,,,,,,,,,,,,,,,,,,,,"242","11","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"4401556","2021-09-19T10:00:00","21.20","-73.02",,,"1","3","2","5",,,"11",,,,,,,,,"10141",,,,,,,,,,,,,,,,,,,,,,"242","13","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"4401562","2021-09-19T10:00:00","28.83","-72.33",,,"1","4","2","5",,,"11",,,,,,,,,"10159",,,"8",,,,,"9","288",,,,,,,,,,,,,"242","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"6202646","2021-09-19T10:00:00","21.17","-73.03",,,"1","3","2","5",,,"11",,,,,,,,,"10142",,,,,,,,,,,,,,,,,,,,,,"242","13","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"6203636","2021-09-19T10:00:00","23.18","-75.08",,,"1","3","2","5",,,"11",,,,,,,,,"10150",,,,,,,,,,,,,,,,,,,,,,"242","35","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"9HA4455","2021-09-19T10:00:00","25.20","-79.40",,,"1","4","0","0","1","2","1","0","360","4","26",,"97","18","0","10180","4","0","0","270","0","250","243","1","280",,,,"A",,,,,,"0",,,"242","59","992","114","5","1","2","1","111111","11111111118A31",,,"1","0","0",,,,,,,,,,"4"
"C6FM8","2021-09-19T10:00:00","25.90","-78.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10158","7","1",,,,,,,,,,"A",,"A","A",,,,,,,"242","58","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1",,"5",,,,,,,,,,,,,
"C6FN5","2021-09-19T10:00:00","25.30","-77.20",,,"1","5","2","5","5","3","1",,,,,,,,,"10156","5","2","8","282",,"266","260",,,,,"A",,"A","A",,,,,,,"242","57","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"C6FV9","2021-09-19T10:00:00","25.80","-77.90",,,"1","6","2","5","6","1","1",,"40","4","26","1","98","2",,"10144","3","2","8","280",,,,"1","310",,,"A",,"A","A",,,,,,,"242","57","798","172","5","1","2","1","11111F","1111A11AA18AA1",,"5",,,,,,,,,,,,,
"H3GR","2021-09-19T10:00:00","25.80","-78.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10163",,,"8","275",,"250","240",,,,,"A",,"A","A",,,,,,,"242","58","798","172","5","1","2","1","F1FF11","1AAAA1111A8AAA",,"5",,,,,,,,,,,,,
"J8QY2","2021-09-19T10:00:00","22.50","-73.60",,,"1","6","2","5","3","2","1",,"90","4","62","1","97",,"2","10142",,,"8","279",,"263","258","1","260",,,"A",,"A","A",,"4","2",,,,"242","23","798","172","5","1","2","1","211111","111A11111181AA",,"5",,"2",,,,,,,,,,,
"KPDL","2021-09-19T10:00:00","23.30","-71.80",,,"1","5","2","5","3","5","1",,,,,,,,,"10132","3","4","8","280",,"250","238",,,,,"A",,"A","A",,,,,,,"242","31","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"SPGF1","2021-09-19T10:00:00","26.70","-78.99",,,"1","4","2","5",,,"5","0","250","4","21",,,,,"10161","5","0",,"286",,,,,,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F1111F","11AAA11AAAAAA1","31",,"6",,,,,,,,,,,,"4"
"WTOI","2021-09-19T10:00:00","24.60","-73.50",,,"1","5","2","5","7","5","1",,,,,,,,,"10155","3","9","8","272",,"239","226",,,,,"A",,"A","A",,,,,,,"242","43","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"4100010","2021-09-19T10:10:00","28.88","-78.48",,,"1","5","2","5",,,"11",,"60",,"22",,,,,"10162",,,"8","279",,,"251","9","294",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-19T10:10:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","12",,"16",,,,,"10158",,,"8","276",,,"232","9","291",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"WDJ4838","2021-09-19T10:10:00","23.31","-72.07",,,"1","5","2","5","9",,"1","5","186",,"41",,,,,"10130",,,,,,,,,,,,,,,,,,,,,,"242","32","798","172","5","0",,"1","FF111F","11AAA1AAAAAAAA",,"5",,,,,,,,,,,,,
"4100010","2021-09-19T10:20:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","75",,"25",,,,,"10161",,,"8","279",,,"251","9","294",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-19T10:20:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","346",,"19",,,,,"10159",,,"8","275",,,"232","9","291",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-19T10:30:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","108",,"34",,,,,"10161",,,"8","279",,,"251","9","294",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-19T10:30:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","355",,"22",,,,,"10160",,,"8","276",,,"234","9","291",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"WDJ4838","2021-09-19T10:38:00","23.20","-71.94",,,"1","5","2","5","9",,"1","5","214",,"46",,,,,"10130",,,"8","269",,,,,,,,,,,,,,,,,,"242","31","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,,,,,,
"4100010","2021-09-19T10:40:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","106",,"27",,,,,"10161",,,"8","278",,,"247","9","294",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
