"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","IND_FOR_PRECIP"
"OWZW2","2021-09-14T00:00:00","24.50","36.20",,,"1","6","2","5","7","4","1",,"270","4","72","1","97","0",,"10060",,,"8","300",,,"188","1","303",,,,,,,,,"2",,,,"217","46","798","172","5","0",,"1","111111","1111A11A11A3AA","5",,,,,,,,
"V7TM6","2021-09-14T00:00:00","22.30","37.40",,,"1","6","2","5","3","4","1",,"300",,"72","1","98",,"0","10040","4","0","8","280","0","252","240","1","307","2","2","1","4","0","1","30","5","1","35","4","1","217","27","798","172","5","0",,"1","111111","111A1111111111","5",,"0",,,,,,
"WMDK","2021-09-14T00:00:00","25.40","35.80",,,"1","5","2","5","7","4","1",,,,,,,,,"10052","8","16","8","281",,"248","235",,,,,"A",,"A","A",,,,,,,"217","55","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA4999","2021-09-14T01:00:00","26.80","34.50",,,"1","5","2","5","3","4","1",,,,,,,,,"10072","7","6",,,,,,,,,,"A",,"A","A",,,,,,,"217","64","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,,
"EUMDE06","2021-09-14T01:00:00","29.81","32.56",,,"1","5","2","5","0","0","1",,,,,,,,,"10105","7","3","8","259",,,"220",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUMDE43","2021-09-14T01:00:00","24.86","36.09",,,"1","5","2","5","7","5","1","5","275",,"27",,,,,"10053","7","6","8","298",,,"245",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"OVXO2","2021-09-14T01:00:00","24.80","36.00",,,"1","6","2","5","7","4","1",,"250","4","51","1","98","2","0","10074","5","9","8","276",,"256","249","3","300","0","0","0","9","0","0",,"3","1","32","6","3","217","46","798","172","5","0",,"1","111111","11111111111111","5",,"0",,,,,,
"WMDK","2021-09-14T01:00:00","25.70","35.60",,,"1","5","2","5","7","4","1",,,,,,,,,"10043","8","20","8","292",,"247","229",,,,,"A",,"A","A",,,,,,,"217","55","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA4999","2021-09-14T02:00:00","26.60","34.70",,,"1","6","2","5","3","4","1",,"320","4","129","1","97","2",,"10071","7","1","8","280",,"250","237","1","280","2","2","A","1","A","5",,"4","2","29","4","1","217","64","798","172","5","1","2","1","111111","1111A111111111","5",,,,,,,,
"EUMDE06","2021-09-14T02:00:00","29.81","32.56",,,"1","5","2","5","1","0","1",,,,,,,,,"10105","2","2","8","256",,,"216",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUMDE43","2021-09-14T02:00:00","25.14","35.90",,,"1","5","2","5","7","4","1","5","295",,"35",,,,,"10052","7","6","8","306",,,"230",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"WMDK","2021-09-14T02:00:00","25.90","35.40",,,"1","5","2","5","7","4","1",,,,,,,,,"10051","5","8","8","295",,"254","239",,,,,"A",,"A","A",,,,,,,"217","55","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA4999","2021-09-14T03:00:00","26.30","34.90",,,"1","5","2","5","3","4","1",,,,,,,,,"10071","2","0",,,,,,,,,,"A",,"A","A",,,,,,,"217","64","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA7","5",,,,,,,,
"EUMDE06","2021-09-14T03:00:00","29.87","32.55",,,"1","5","2","5","8","3","1","5","55",,"50",,,,,"10105","2","3","8","249",,,"220",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F12111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE43","2021-09-14T03:00:00","25.42","35.71",,,"1","5","2","5","7","4","1",,"310",,"98",,,,,"10045","7","9","8","309",,,"227",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"WMDK","2021-09-14T03:00:00","26.20","35.20",,,"1","5","2","5","7","4","1",,,,,,,,,"10059","3","9","8","287",,"252","239",,,,,"A",,"A","A",,,,,,,"217","65","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA4999","2021-09-14T04:00:00","26.00","35.10",,,"1","5","2","5","3","4","1",,,,,,,,,"10071","7","1",,,,,,,,,,"A",,"A","A",,,,,,,"217","65","798","172","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,,
"9V2004","2021-09-14T04:00:00","27.00","34.40",,,"1","6","2","5","7","3","1",,"340","4","118","1","97","2","0","10096",,,"8","280",,,"252","1","285","0","0","0","9","0","0",,"5","6","7","6","2","217","74","798","172","5","0",,"2","111111","1111111A11111A","5",,"0",,,,,,
"EUMDE06","2021-09-14T04:00:00","29.98","32.59",,,"1","5","2","5","0","2","1",,"60",,"31",,,,,"10108","2","3","8","232",,,"212",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE43","2021-09-14T04:00:00","25.69","35.53",,,"1","5","2","5","7","4","1","5","335",,"50",,,,,"10057","2","4","8","305",,,"231",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"OVXO2","2021-09-14T04:00:00","25.60","35.40",,,"1","6","2","5","7","4","1",,"340","4","98","1","97","5","1","10070","1","5","8","290",,"240","220","3","290",,,,,,,,,"3","38",,,"217","55","798","172","5","0",,"2","111111","1111111111A371","5",,"1","38",,,,,
"WMDK","2021-09-14T04:00:00","26.50","35.00",,,"1","5","2","5","7","4","1",,,,,,,,,"10070","3","27","8","287",,"253","241",,,,,"A",,"A","A",,,,,,,"217","65","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA4999","2021-09-14T05:00:00","25.70","35.30",,,"1","5","2","5","3","4","1",,,,,,,,,"10072","2","1",,,,,,,,,,"A",,"A","A",,,,,,,"217","55","798","172","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,,
"EUMDE43","2021-09-14T05:00:00","25.96","35.35",,,"1","5","2","5","7","4","1","5","335",,"54",,,,,"10067","2","14","8","294",,,"244",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"WLZ9WHS","2021-09-14T05:00:00","26.00","36.30",,,"1","4","0","0","8","3","1","0","350","3","21",,"98","2",,"10076","3","13","0","290","0","270","262",,"316",,,"0","A","0","0",,"3","0","14","6","2","217","66","992","114","5","1","2","2","311111","1111A111118111",,"1",,,,,,,"4"
"9HA4999","2021-09-14T06:00:00","25.50","35.60",,,"1","5","2","5","3","4","1",,,,,,,,,"10078","2","7",,,,,,,,,,"A",,"A","A",,,,,,,"217","55","798","172","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,,
"DGZR2","2021-09-14T06:00:00","26.10","35.20",,,"1","6","2","5","3","4","1",,"310","4","108","1","97","2","0","10087","3","7","8","296",,,"245","1","270","2",,"1","4","0","1",,"4","2","32","5","3","217","65","798","172","5","1","2","2","111111","1111111A111111","5",,"0",,,,,,
"EUMDE43","2021-09-14T06:00:00","26.22","35.16",,,"1","5","2","5","7","4","1",,"310",,"99",,,,,"10074","2","29","8","291",,,"243",,,,,,,,,,,,,,,"217","65","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"V7TM6","2021-09-14T06:00:00","20.80","38.20",,,"1","6","2","5","3","4","1",,"330",,"41","1","98",,"1","10020","4","0","8","300","0","280","273","1","309","5","0","0","9","0","8","33","5","1","33","4","1","217","8","798","172","5","0",,"2","111111","111A1111111111","5",,"1",,,,,,
"WMDK","2021-09-14T06:00:00","27.00","34.60",,,"1","5","2","5","7","4","1",,,,,,,,,"10084","1","26","8","332",,"280","263",,,,,"A",,"A","A",,,,,,,"217","74","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA4902","2021-09-14T07:00:00","22.30","38.70",,,"1","6","2","5","7","2","1",,"320","4","36",,,,,"10120","4","0","8","310",,"280","271","7","280",,,"5",,"A","A",,,"2",,,,"217","28","798","172","5","1","2","2","111111","11AAA1111183A1","5",,,,,,,,
"9HA4999","2021-09-14T07:00:00","25.20","35.80",,,"1","6","2","5","3","4","1",,"320","4","123","1","97","1","1","10078","2","7","8","310",,"270","254","1","290","0","0","0","9","0","0",,"4","1","2","5","1","217","55","798","172","5","1","2","2","111111","14111111111411","5",,"1",,,,,,
"EUMDE43","2021-09-14T07:00:00","26.47","34.96",,,"1","5","2","5","7","4","1",,"310",,"101",,,,,"10082","2","25","8","285",,,"245",,,,,,,,,,,,,,,"217","64","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"WMDK","2021-09-14T07:00:00","27.20","34.40",,,"1","5","2","5","7","4","1",,,,,,,,,"10092","3","23","8","310",,"268","254",,,,,"A",,"A","A",,,,,,,"217","74","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA4999","2021-09-14T08:00:00","25.20","36.00",,,"1","5","2","5","3","4","1",,,,,,,,,"10078","2","5",,,,,,,,,,"A",,"A","A",,,,,,,"217","56","798","172","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,,
"EUMDE43","2021-09-14T08:00:00","26.72","34.77",,,"1","5","2","5","7","4","1","5","315",,"111",,,,,"10085","2","18","8","285",,,"237",,,,,,,,,,,,,,,"217","64","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"OVXO2","2021-09-14T08:00:00","26.70","34.70",,,"1","6","2","5","7","4","1",,"340","4","93",,,"5","0","10112",,,"8","285",,"250","237","3","280","0","0","0","9","0","0",,"4","3","34","4","1","217","64","798","172","5","0",,"2","111111","11A1111111111A","5",,"0",,,,,,
"OWZW2","2021-09-14T08:00:00","26.70","34.70",,,"1","6","2","5","7","4","1",,"330","4","139","1","97",,,"10080",,,"8","340",,,,"1","280",,,,,,,,,,,,,"217","64","798","172","5","0",,"2","15111F","111AA11AA1AAAA","5",,,,,,,,
"WMDK","2021-09-14T08:00:00","27.40","34.10",,,"1","5","2","5","7","4","1",,,,,,,,,"10100","3","24","8","313",,"264","247",,,,,"A",,"A","A",,,,,,,"217","74","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA4999","2021-09-14T09:00:00","25.20","36.00",,,"1","5","2","5","3","2","1",,,,,,,,,"10078","7","0",,,,,,,,,,"A",,"A","A",,,,,,,"217","56","798","172","5","1","2","2","FFFF1F","1AAAA1AAAA8AA7","5",,,,,,,,
"9V2004","2021-09-14T09:00:00","27.70","33.80",,,"1","6","2","5","7","3","1",,"320","4","108","1","97","1","0","10151","7","20","8","300",,,"211","1","270","1","1","1","5","A","A",,"3","1",,,,"217","73","798","172","5","0",,"2","111111","1111111A1111A1","5",,"0",,,,,,
"EUMDE43","2021-09-14T09:00:00","26.98","34.60",,,"1","5","2","5","7","4","1",,"320",,"96",,,,,"10089","2","14","8","284",,,"234",,,,,,,,,,,,,,,"217","64","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"9HA4999","2021-09-14T10:00:00","25.00","36.10",,,"1","5","2","5","3","2","1",,,,,,,,,"10076","7","2",,,,,,,,,,"A",,"A","A",,,,,,,"217","56","798","172","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,,
"EUMDE43","2021-09-14T10:00:00","27.25","34.40",,,"1","5","2","5","7","4","1","5","305",,"62",,,,,"10093","2","10","8","286",,,"226",,,,,,,,,,,,,,,"217","74","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"WMDK","2021-09-14T10:00:00","27.90","33.60",,,"1","5","2","5","7","4","1",,,,,,,,,"10090","8","1","8","304",,"250","229",,,,,"A",,"A","A",,,,,,,"217","73","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA4999","2021-09-14T11:00:00","24.70","36.20",,,"1","5","2","5","4","3","1",,,,,,,,,"10070","7","6",,,,,,,,,,"A",,"A","A",,,,,,,"217","46","798","172","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,,
"EUMDE43","2021-09-14T11:00:00","27.48","34.17",,,"1","5","2","5","7","4","1","5","295",,"65",,,,,"10084","4","0","8","301",,,"201",,,,,,,,,,,,,,,"217","74","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"WMDK","2021-09-14T11:00:00","28.10","33.40",,,"1","5","2","5","7","4","1",,,,,,,,,"10091","5","10","8","301",,"245","223",,,,,"A",,"A","A",,,,,,,"217","83","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA4999","2021-09-14T12:00:00","24.40","36.30",,,"1","5","2","5","4","4","1",,,,,,,,,"10067","7","11",,,,,,,,,,"A",,"A","A",,,,,,,"217","46","798","172","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,,
"DGZR2","2021-09-14T12:00:00","24.80","36.20",,,"1","4","0","0","3","3","1","0","320","4","87",,"97","2","1","10071","6",,"0","316",,,"234","1","290","4","3","2","3","2","6",,"6","4","0",,,"217","46","992","114","5","1","2","2","111111","1111111A111137",,"1","1","0",,,,,"4"
"EUMDE43","2021-09-14T12:00:00","27.68","33.94",,,"1","5","2","5","7","4","1",,"300",,"76",,,,,"10079","7","9","8","317",,,"170",,,,,,,,,,,,,,,"217","73","798","172","5","0",,"2","F11112","11AAA11A1AAAA1","5",,,,,,,,
"OWZW2","2021-09-14T12:00:00","27.60","33.90",,,"1","6","2","5","7","4","1",,"320","4","93","1","96","10",,"10080",,,"8","320",,,"163","1","271","0","0","0","9","0","0",,"5","4",,,,"217","73","798","172","5","0",,"2","111112","1111A11A1111AA","5",,,,,,,,
"9HA4999","2021-09-14T13:00:00","24.10","36.50",,,"1","5","2","5","3","4","1",,,,,,,,,"10064","7","13",,,,,,,,,,"A",,"A","A",,,,,,,"217","46","798","172","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,,
"EUMDE43","2021-09-14T13:00:00","27.89","33.70",,,"1","5","2","5","7","4","1",,,,,,,,,"10075","7","17","8","307",,,"195",,,,,,,,,,,,,,,"217","73","798","172","5","0",,"2","F1FF11","17AAA11A1AAAA1","5",,,,,,,,
"EUMDE43","2021-09-14T14:00:00","28.09","33.45",,,"1","5","2","5","7","4","1",,"300",,"38",,,,,"10079","7","5","8","302",,,"203",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"WMDK","2021-09-14T14:00:00","28.90","32.90",,,"1","5","2","5","7","4","1",,,,,,,,,"10086","8","4","8","286",,"239","219",,,,,"A",,"A","A",,,,,,,"217","82","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA4999","2021-09-14T15:00:00","23.50","36.80",,,"1","5","2","5","3","4","1",,,,,,,,,"10064","7","3",,,,,,,,,,"A",,"A","A",,,,,,,"217","36","798","172","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,,
"EUMDE43","2021-09-14T15:00:00","28.31","33.26",,,"1","5","2","5","7","4","1","5","305",,"53",,,,,"10080","2","1","8","302",,,"200",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"WMDK","2021-09-14T15:00:00","29.20","32.70",,,"1","5","2","5","7","4","1",,,,,,,,,"10088","5","3","8","293",,"246","228",,,,,"A",,"A","A",,,,,,,"217","92","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA4999","2021-09-14T16:00:00","23.20","37.00",,,"1","5","2","5","3","4","1",,,,,,,,,"10064","2","0",,,,,,,,,,"A",,"A","A",,,,,,,"217","37","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA7","5",,,,,,,,
"9V2004","2021-09-14T16:00:00","28.90","32.80",,,"1","6","2","5","7","3","1",,"320","4","51","1","98","2","0","10092",,,"8","300",,,"211","1","275","0","0","0","9","0","0",,"2","1","36",,,"217","82","798","172","5","0",,"1","111111","1111111A11117A","5",,"0","36",,,,,
"EUMDE43","2021-09-14T16:00:00","28.55","33.10",,,"1","5","2","5","7","4","1",,"320",,"75",,,,,"10085","2","10","8","303",,,"195",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"WMDK","2021-09-14T16:00:00","29.50","32.60",,,"1","5","2","5","9",,"1",,,,,,,,,"10093","3","4","8","288",,"231","206",,,,,"A",,"A","A",,,,,,,"217","92","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA4999","2021-09-14T17:00:00","22.90","37.20",,,"1","5","2","5","3","4","1",,,,,,,,,"10067","2","4",,,,,,,,,,"A",,"A","A",,,,,,,"217","27","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,,
"EUMDE43","2021-09-14T17:00:00","28.80","32.96",,,"1","5","2","5","7","4","1","5","295",,"48",,,,,"10093","2","14","8","315",,,"154",,,,,,,,,,,,,,,"217","82","798","172","5","0",,"1","F31114","11AAA11A1AAAA1","5",,,,,,,,
"WMDK","2021-09-14T17:00:00","29.70","32.50",,,"1","5","2","5","8","4","1",,,,,,,,,"10094","0","7","8","286",,"220","190",,,,,"A",,"A","A",,,,,,,"217","92","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA4999","2021-09-14T18:00:00","22.60","37.30",,,"1","6","2","5","3","4","1",,"360","4","103","1","97","2",,"10075","2","11","8","310",,"280","269","1","300","0","0","0","9","0","0",,"4","2","30","6","1","217","27","798","172","5","1","2","1","111111","1111A111111111","5",,,,,,,,
"EUMDE43","2021-09-14T18:00:00","29.06","32.84",,,"1","5","2","5","7","4","1","5","285",,"11",,,,,"10099","2","19","8","310",,,"180",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"WMDK","2021-09-14T18:00:00","29.80","32.50",,,"1","5","2","5","8","3","1",,,,,,,,,"10105","3","16","8","276",,"215","187",,,,,"A",,"A","A",,,,,,,"217","92","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA4902","2021-09-14T19:00:00","23.40","38.00",,,"1","6","2","5","7","2","1",,"320","4","51","1","97",,,"10120","4","0","8","320",,"280","267","7","280",,,"0",,"0","0",,,"2",,,,"217","38","798","172","5","1","2","1","111111","111AA1111183A1","5",,,,,,,,
"9HA4999","2021-09-14T19:00:00","22.40","37.50",,,"1","5","2","5","3","4","1",,,,,,,,,"10080","2","15",,,,,,,,,,"A",,"A","A",,,,,,,"217","27","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,,
"EUMDE43","2021-09-14T19:00:00","29.31","32.70",,,"1","5","2","5","7","4","1",,"40",,"50",,,,,"10101","2","16","8","306",,,"178",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"WLZ9WHS","2021-09-14T19:00:00","24.80","36.50",,,"1","6","2","5","3","4","1",,"360","3","72",,,,,"10083","2","9","8","305",,"268","253","7","330",,,"A",,"A","A",,,,,,,"217","46","798","172","5","1","2","1","311111","11AAA111118AA1","5",,,,,,,,
"WMDK","2021-09-14T19:00:00","29.80","32.50",,,"1","5","2","5","8","2","1",,,,,,,,,"10105","1","13","8","269",,"212","185",,,,,"A",,"A","A",,,,,,,"217","92","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA4999","2021-09-14T20:00:00","22.10","37.70",,,"1","5","2","5","3","4","1",,,,,,,,,"10080","2","14",,,,,,,,,,"A",,"A","A",,,,,,,"217","27","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,,
"EUMDE43","2021-09-14T20:00:00","29.56","32.58",,,"1","5","2","5","8","4","1",,"310",,"24",,,,,"10102","2","8","8","293",,,"208",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"WMDK","2021-09-14T20:00:00","29.80","32.50",,,"1","5","2","5","8","1","1",,,,,,,,,"10104","0","11","8","268",,"211","184",,,,,"A",,"A","A",,,,,,,"217","92","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA4999","2021-09-14T21:00:00","21.80","37.80",,,"1","6","2","5","3","4","1",,"290","4","51","1","97","2",,"10074","7","0","8","280",,"270","266","1","310","7","4","6","1","4","5",,"3","1",,,,"217","17","798","172","5","1","2","1","111111","1111A1111111A7","5",,,,,,,,
"EUMDE43","2021-09-14T21:00:00","29.76","32.56",,,"1","5","2","5","8","2","1",,"350",,"87",,,,,"10099","7","1","8","294",,,"172",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"WMDK","2021-09-14T21:00:00","29.80","32.50",,,"1","5","2","5","9","0","1",,,,,,,,,"10105","3","1","8","258",,"207","182",,,,,"A",,"A","A",,,,,,,"217","92","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA4999","2021-09-14T22:00:00","21.50","38.00",,,"1","5","2","5","3","4","1",,,,,,,,,"10071","7","8",,,,,,,,,,"A",,"A","A",,,,,,,"217","18","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,,
"EUMDE43","2021-09-14T22:00:00","29.77","32.56",,,"1","5","2","5","0","0","1",,,,,,,,,"10099","7","2","8","288",,,"184",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"WMDK","2021-09-14T22:00:00","29.80","32.50",,,"1","5","2","5","9","0","1",,,,,,,,,"10104","5","0","8","258",,"204","177",,,,,"A",,"A","A",,,,,,,"217","92","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA4999","2021-09-14T23:00:00","21.20","38.20",,,"1","5","2","5","3","4","1",,,,,,,,,"10059","7","20",,,,,,,,,,"A",,"A","A",,,,,,,"217","18","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,,
"EUMDE43","2021-09-14T23:00:00","29.77","32.56",,,"1","5","2","5","0","0","1",,,,,,,,,"10102","4","0","8","285",,,"186",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"OXOS2","2021-09-14T23:00:00","20.90","38.30",,,"1","6","2","5","3","4","1",,"340","3","93","1","97","2","0","10140","4","0","8","300",,"290","287","3","310","1","1","1","2","0","0",,"20","4","36","20","1","217","8","798","172","5","1","2","1","111151","11111111111331","5",,"0",,,,,,
"WMDK","2021-09-14T23:00:00","29.80","32.50",,,"1","5","2","5","9","0","1",,,,,,,,,"10106","3","2","8","255",,"203","177",,,,,"A",,"A","A",,,,,,,"217","92","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA4999","2021-09-15T00:00:00","20.90","38.30",,,"1","5","2","5","3","4","1",,,,,,,,,"10058","7","16",,,,,,,,,,"A",,"A","A",,,,,,,"217","8","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,,
"DGZR2","2021-09-15T00:00:00","22.00","38.40",,,"1","6","2","5","3","4","1",,"230","4","67","1","97","2","0","10066",,,"8","295",,,"257","1","300","4","3","2","4","4","5",,"4","2",,,,"217","28","798","172","5","1","2","1","111311","1111111A1111AA","5",,"0",,,,,,
"EUMDE43","2021-09-15T00:00:00","29.77","32.56",,,"1","5","2","5","0","0","1",,,,,,,,,"10103","2","4","8","274",,,"193",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"WLZ9WHS","2021-09-15T00:00:00","23.80","37.20",,,"1","6","2","5","3","4","1",,"310","3","113",,,,,"10068","8","14","8","306",,"272","259","7","306",,,"A",,"A","A",,,,,,,"217","37","798","172","5","1","2","1","111111","11AAA111118AA1","5",,,,,,,"0",
"WMDK","2021-09-15T00:00:00","29.80","32.50",,,"1","5","2","5","9","0","1",,,,,,,,,"10106","3","1","8","255",,"216","199",,,,,"A",,"A","A",,,,,,,"217","92","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA4999","2021-09-15T01:00:00","20.60","38.50",,,"1","5","2","5","3","4","1",,,,,,,,,"10055","7","16",,,,,,,,,,"A",,"A","A",,,,,,,"217","8","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,,
"EUMDE43","2021-09-15T01:00:00","29.77","32.56",,,"1","5","2","5","0","0","1",,,,,,,,,"10104","2","4","8","272",,,"192",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"WMDK","2021-09-15T01:00:00","29.80","32.50",,,"1","5","2","5","9","0","1",,,,,,,,,"10107","3","3","8","253",,"213","195",,,,,"A",,"A","A",,,,,,,"217","92","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA4999","2021-09-15T02:00:00","20.30","38.70",,,"1","6","2","5","3","4","1",,"320","4","103","1","97","2",,"10060","2","0","8","280",,"270","266","1","310",,,"A",,"A","5",,"4","2","29","5","1","217","8","798","172","5","1","2","1","111111","1111A111118117","5",,,,,,,,
"EUMDE43","2021-09-15T02:00:00","29.77","32.56",,,"1","5","2","5","4","0","1",,,,,,,,,"10105","2","3","8","269",,,"200",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"WMDK","2021-09-15T02:00:00","29.80","32.50",,,"1","5","2","5","8","1","1",,,,,,,,,"10107","0","2","8","253",,"214","197",,,,,"A",,"A","A",,,,,,,"217","92","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
