"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"BLHQ","2019-09-20T00:00:00","21.80","-117.00",,,"1","6","2","5","3","5","1",,"360","4","87","1","95",,"1","10100","7","10","8","250",,"240","235","1","270","1",,"1","2","2","1",,"10","10",,,,"238","17","798","172","5","1","2","2","111111","111A11111111A1",,"5",,"1",,,,,,,,,,
"3201755","2019-09-20T06:00:00","21.61","-115.19",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","283",,,,,,,,,,,,,"238","15","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"3EUS","2019-09-20T06:00:00","25.10","-113.00",,,"1","6","2","5","7","5","1",,"320","4","123","1","98","2",,"10070","7","10","8","240",,"200","177","7","210",,,"A",,"A","A",,"2","3","24","5","3","238","53","798","172","5","1","2","1","111111","1111A111118111",,"5",,,,,,,,,,,,
"CQAI7","2019-09-20T06:00:00","23.50","-115.20",,,"1","6","2","5","7","3","1",,"350","4","82","1","97","2","1","10140","4","0","8","230",,"210","201","3","240","4","3","1","4","4","8",,"10","2","10","10","5","238","35","798","172","5","1","2","1","111111","11111111111111",,"5",,"1",,,,,,,,,,
"CQAI7","2019-09-20T12:00:00","24.10","-116.40",,,"1","6","2","5","7","3","1",,"350","4","77","1","98","2","1","10150","0","0","8","215",,"190","177","3","270","4","3","1","4","4","4",,"6","4","34","6","5","238","46","798","172","5","1","2","1","111111","11111111111111",,"5",,"1",,,,,,,,,,
"CQAI7","2019-09-20T18:00:00","24.70","-117.60",,,"1","6","2","5","7","3","1",,"350","4","77","1","97","3","2","10190","2","10","8","250",,"200","175","3","240","5","4","5","5","6","5",,"10","2","34","10","5","238","47","798","172","5","1","2","2","111111","11111111111111",,"5",,"2",,,,,,,,,,
"CQAI7","2019-09-21T00:00:00","25.30","-118.90",,,"1","6","2","5","7","3","1",,"360","4","93","1","98","2","1","10220","1","20","8","240",,"190","164","3","240","4","3","1","5","4","5",,"6","4","35","5","5","238","58","798","172","5","1","2","2","111151","11111111111111",,"5",,"1",,,,,,,,,,
"OZHS2","2019-09-21T12:00:00","22.90","-117.80",,,"1","6","2","5","3","4","1",,"10","3","57","1","98",,"2","10150",,,"8","200",,"190","184","1","220","6",,"4","5","A","A",,"3","2",,,,"238","27","798","172","5","1","2","1","111111","111A11111111AA",,"5",,"2",,,,,,,,,,
"D5HF3","2019-09-21T18:00:00","27.30","-119.80",,,"1","6","2","5","3","4","1",,"340","4","57","1","98","2","0","10160","2","10","8","220",,"190","172","3","220","4","4","4","5","6","A",,"4","3","2","8","4","238","79","798","172","5","1","2","2","111111","11111111111111",,"5",,"0",,,,,,,,,,
"WDF4764","2019-09-21T18:00:00","22.20","-110.70",,,"1","4","0","0","7","3","1","0","110","4","51",,"98","16","5","10113","2","10","0","270","0","250","241",,,"3","3","2","4","A","6",,,,"38",,"4","238","20","992","114","5","1","2","2","F11111","111111111A1A31",,,"1","0",,,,,,,,,,"4"
"D5HF3","2019-09-22T00:00:00","25.90","-118.10",,,"1","6","2","5","3","5","1",,"330","4","87","1","98","2","0","10120","5","20","8","220",,"190","172","3","220","4","4","4","5","6","A",,"4","3","35","10","4","238","58","798","172","5","1","2","2","111111","11111111111111",,"5",,"0",,,,,,,,,,
"OZHS2","2019-09-22T00:00:00","20.60","-114.20",,,"1","6","2","5","2","4","1",,"350","3","62","1","98",,"2","10100",,,"8","250",,"230","220","1","290","8",,"6","3","A","A",,"2","2",,,,"238","4","798","172","5","1","2","2","111111","111A11111111AA",,"5",,"2",,,,,,,,,,
"CQIH4","2019-09-22T06:00:00","22.40","-110.60",,,"1","6","2","5","7","4","1",,"110","4","77","1","97","3","2","10095","2","5","8","282",,"282","282","3","292","5","5","5","4","6","3",,"5","5",,,,"238","20","798","172","5","1","2","1","112113","111111111111A1",,"5",,"2",,,,,,,,,,
"D5HF3","2019-09-22T06:00:00","22.70","-116.20",,,"1","6","2","5","3","4","1",,"350","4","72","1","98","2","0","10120","4","0","8","200",,"190","184","3","180","4","4","4","5","6","A",,"4","3","32","10","4","238","26","798","172","5","1","2","1","411111","11111111111111",,"5",,"0",,,,,,,,,,
"WDF4764","2019-09-22T06:00:00","24.10","-112.80",,,"1","5","2","5","7","3","1",,"330","4","57","1","98","1","0","10113","4","0","8","250",,"230","220",,,"0","0","0","9","0","0",,,,,,,"238","42","798","172","5","1","2","1","F11111","111111111A1AA1",,"5",,"0",,,,,,,,,,
"CQIH4","2019-09-22T09:00:00","22.90","-111.40",,,"1","6","2","5","7","4","1",,"90","4","93","1","98","62","6","10083","7","11","8","270",,"230","213","3","270","6","6","3","4","7","3",,"5","4","20","10","4","238","21","798","172","5","0",,"1","114111","11131111111111",,"5",,"1",,,,,,,,,,
"CQIH4","2019-09-22T12:00:00","23.40","-112.20",,,"1","6","2","5","7","4","1",,"20","4","87",,,,"2","10083","3","1","8","245",,,,"3","260",,,,,,,,,,,,,"238","32","798","172","5","1","2","1","11111F","11AA111AA1AAA1",,"5",,"2",,,,,,,,,,
"D5HF3","2019-09-22T12:00:00","23.80","-114.30",,,"1","6","2","5","3","4","1",,"360","4","93","1","98","2","2","10090","7","20","8","230",,"210","199","3","250","5",,"A","A","6","2",,"4","3","32","10","4","238","34","798","172","5","1","2","1","111111","11111111111111",,"5",,"2",,,,,,,,,,
"WDA7827","2019-09-22T12:00:00","29.80","-116.70",,,"1","6","2","5","9",,"1",,"190","4","36",,,,,"10101",,,"8","192",,,"173","3","212",,,"A",,"A","A",,,,,,,"238","96","798","172","5","1","2","1","111111","11AAA11A118AAA",,"5",,,,,,,,,,,,
"WDF4764","2019-09-22T12:00:00","25.00","-113.50",,,"1","5","2","5","7","3","1",,"320","4","62","1","98","3","0","10113","4","0","8","250",,"230","220",,,"2","2","4","5","A","A",,,,,,,"238","53","798","172","5","1","2","1","F11111","111111111A1AA1",,"5",,"0",,,,,,,,,,
"WDA7827","2019-09-22T13:00:00","29.70","-116.70",,,"1","6","2","5","9",,"1",,"200","4","51",,,,,"10106",,,"8","189",,,"169","3","213",,,"A",,"A","A",,,,,,,"238","96","798","172","5","1","2","1","111311","11AAA11A118AAA",,"5",,,,,,,,,,,,
"WDA7827","2019-09-22T14:00:00","29.50","-116.60",,,"1","6","2","5","9",,"1",,"220","4","36",,,,,"10112",,,"8","190",,,"169","3","215",,,"A",,"A","A",,,,,,,"238","96","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,,,
"9V2024","2019-09-22T15:00:00","26.90","-119.80",,,"1","4","0","0","3","4","1","0","320","4","36",,"97",,"1","10120","2","10","0","210",,,"180","0","220","3","2","1","6","0","0",,,,"32",,"2","238","69","992","114","5","1","2","2","111111","111A111A111A31",,,"1","0",,,,,,,,,,"4"
"CQIH4","2019-09-22T15:00:00","24.00","-112.90",,,"1","6","2","5","7","4","1",,"20","4","77","1","98","50",,"10106","2","22","8","240",,,,"3","250","8","8","7","A","A","A",,,"2",,,,"238","42","798","172","5","0",,"2","11111F","1111A11AA113A1",,"5",,,,,,,,,,,,
"WDA7827","2019-09-22T15:00:00","29.30","-116.60",,,"1","6","2","5","9",,"1",,"220","4","31",,,,,"10120",,,"8","190",,,"165","3","215",,,"A",,"A","A",,,,,,,"238","96","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,,,
"WDA7827","2019-09-22T16:00:00","29.10","-116.50",,,"1","6","2","5","9",,"1",,"200","4","21",,,,,"10123",,,"8","192",,,"165","3","212",,,"A",,"A","A",,,,,,,"238","96","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,,,
"WDA7827","2019-09-22T17:00:00","28.90","-116.50",,,"1","6","2","5","9",,"1",,"210","4","26",,,,,"10128",,,"8","192",,,"164","3","211",,,"A",,"A","A",,,,,,,"238","86","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,,,
"CQIH4","2019-09-22T18:00:00","24.60","-113.40",,,"1","6","2","5","7","4","1",,"20","4","77","1","98","3","2","10117","2","11","8","262",,"262","262","3","261","6","6","6","3","3","8",,"4","3",,,,"238","43","798","172","5","1","2","2","111113","111111111111A1",,"5",,"2",,,,,,,,,,
"D5HF3","2019-09-22T18:00:00","22.90","-112.50",,,"1","6","2","5","3","4","1",,"340","4","129","1","94","41","6","10090","4","0","8","250",,"240","235","3","280",,,"A",,"A","A",,"10","6","34","10","6","238","22","798","172","5","1","2","2","111211","11111111118111",,"5",,"4",,,,,,,,,,
"WDA7827","2019-09-22T18:00:00","28.70","-116.40",,,"1","6","2","5","9",,"1",,"210","4","31",,,,,"10126",,,"8","192",,,"164","3","205",,,"A",,"A","A",,,,,,,"238","86","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,,,
"WDF4764","2019-09-22T18:00:00","26.20","-114.60",,,"1","5","2","5","7","3","1",,"340","4","46","1","98","2","0","10136","2","13","8","235",,"215","205",,,"2","1","1","4","4","8",,"2","2","29","5","4","238","64","798","172","5","1","2","2","F11111","111111111A1111",,"5",,"0",,,,,,,,,,
"WDA7827","2019-09-22T19:00:00","28.50","-116.40",,,"1","6","2","5","9",,"1",,"220","4","41",,,,,"10123",,,"8","191",,,"165","3","213",,,"A",,"A","A",,,,,,,"238","86","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,,,
"WDA7827","2019-09-22T20:00:00","28.30","-116.30",,,"1","6","2","5","9",,"1",,"220","4","41",,,,,"10118",,,"8","193",,,"167","3","219",,,"A",,"A","A",,,,,,,"238","86","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,,,
"CQIH4","2019-09-22T21:00:00","25.30","-113.90",,,"1","6","2","5","7","4","1",,"30","4","57","1","98","0","1","10106","5","10","8","280",,"230","209","3","250","8","8","0","5","A","A",,"5","2","24","12","3","238","53","798","172","5","0",,"2","111111","11111111111111",,"5",,"1",,,,,,,,,,
"WDA7827","2019-09-22T21:00:00","28.20","-116.20",,,"1","6","2","5","9",,"1",,"210","4","41",,,,,"10113",,,"8","197",,,"170","3","221",,,"A",,"A","A",,,,,,,"238","86","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,,,
"WDA7827","2019-09-22T22:00:00","28.00","-116.00",,,"1","6","2","5","9",,"1",,"210","4","46",,,,,"10110",,,"8","198",,,"175","3","203",,,"A",,"A","A",,,,,,,"238","86","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,,,
"WDA7827","2019-09-22T23:00:00","27.90","-115.90",,,"1","6","2","5","9",,"1",,"220","4","46",,,,,"10110",,,"8","198",,,"177","3","210",,,"A",,"A","A",,,,,,,"238","75","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,,,
"D5HF3","2019-09-23T00:00:00","22.00","-110.70",,,"1","6","2","5","3","4","1",,,"4",,"1","98","2","0","10140","2","60","8","280",,"260","252","3","290","4","3","2","4","7","6",,"10","5","24","10","5","238","20","798","172","5","1","2","2","111711","11111111111111",,"5",,"0",,,,,,,,,,
"WDA7827","2019-09-23T00:00:00","27.70","-115.80",,,"1","6","2","5","9",,"1",,"210","4","72",,,,,"10107",,,"8","211",,,"186","3","214",,,"A",,"A","A",,,,,,,"238","75","798","172","5","1","2","2","111311","11AAA11A118AAA",,"5",,,,,,,,,,,,
"CQIH4","2019-09-23T01:00:00","26.20","-114.60",,,"1","6","2","5","7","4","1",,"330","4","87","1","98",,"0","10104","8","2","8","240",,,,"3","230","3","2","5","5","5","0",,"6","2",,,,"238","64","798","172","5","1","2","2","11111F","111A111AA111A1",,"5",,"0",,,,,,,,,,
"OXGL2","2019-09-23T01:00:00","26.70","-116.90",,,"1","6","2","5","3","4","1",,"220","4","62","1","97",,,"10100","1","10","8","200",,"190","184","3","210","3","2","9","7","4","2",,,,,,,"238","66","798","172","5","1","2","2","111311","111AA111111AA1",,"5",,,,,,,,,,,,
"WDA7827","2019-09-23T01:00:00","27.60","-115.60",,,"1","6","2","5","9",,"1",,"220","4","57",,,,,"10108",,,"8","208",,,"189","3","227",,,"A",,"A","A",,,,,,,"238","75","798","172","5","1","2","2","111311","11AAA11A118AAA",,"5",,,,,,,,,,,,
"9V2024","2019-09-23T02:00:00","25.20","-117.60",,,"1","4","0","0","3","4","1","0","340","4","82",,"97",,"1","10100","4","0","0","260",,,"218","0","230","5","4","1","6","0","0",,,,"32",,"2","238","57","992","114","5","1","2","1","111111","111A111A111A31",,,"1","1",,,,,,,,,,"4"
"EUCDE14","2019-09-23T02:00:00","29.06","-119.84",,,"1","5","2","5","3","4","1",,,,,,,,,"10131","2","2","8","196",,,"165",,,,,,,,,,,,,,,"238","99","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"WDA7827","2019-09-23T02:00:00","27.40","-115.50",,,"1","6","2","5","9",,"1",,"210","4","77",,,,,"10105",,,"8","206",,,"190","3","227",,,"A",,"A","A",,,,,,,"238","75","798","172","5","1","2","1","111511","11AAA11A118AAA",,"5",,,,,,,,,,,,
"CQIH4","2019-09-23T03:00:00","26.60","-114.90",,,"1","6","2","5","7","4","1",,"340","4","93",,,,"0","10113","8","21","8","230",,,,"3","220",,,,,,,,,,,,,"238","64","798","172","5","0",,"1","11111F","11AA111AA1AAA1",,"5",,"0",,,,,,,,,,
"EUCDE14","2019-09-23T03:00:00","28.87","-119.56",,,"1","5","2","5","3","4","1",,,,,,,,,"10133","2","1","8","195",,,"169",,,,,,,,,,,,,,,"238","89","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"WDA7827","2019-09-23T03:00:00","27.30","-115.30",,,"1","6","2","5","9",,"1",,"200","4","82",,,,,"10107",,,"8","206",,,"193","3","221",,,"A",,"A","A",,,,,,,"238","75","798","172","5","1","2","1","111511","11AAA11A118AAA",,"5",,,,,,,,,,,,
"EUCDE14","2019-09-23T04:00:00","28.68","-119.29",,,"1","5","2","5","3","4","1",,,,,,,,,"10139","2","10","8","194",,,"168",,,,,,,,,,,,,,,"238","89","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"WDA7827","2019-09-23T04:00:00","27.10","-115.20",,,"1","6","2","5","9",,"1",,"190","4","82",,,,,"10113",,,"8","208",,,"198","3","230",,,"A",,"A","A",,,,,,,"238","75","798","172","5","1","2","1","111511","11AAA11A118AAA",,"5",,,,,,,,,,,,
"3EUS","2019-09-23T05:00:00","25.80","-113.70",,,"1","4","0","0","3","4","1","0","360","4","82",,"98","2",,"10130","4","0","0","240","0","200","177",,"230",,,,"A",,,,"3","1","38","8","2","238","53","992","114","5","1","2","1","111111","1111A111118111",,,"1",,,,,,,,,,,"4"
"EUCDE14","2019-09-23T05:00:00","28.49","-119.02",,,"1","5","2","5","3","4","1",,,,,,,,,"10145","2","14","8","194",,,"161",,,,,,,,,,,,,,,"238","89","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"WDA7827","2019-09-23T05:00:00","27.00","-115.00",,,"1","6","2","5","9",,"1",,"210","4","72",,,,,"10116",,,"8","211",,,"199","3","227",,,"A",,"A","A",,,,,,,"238","75","798","172","5","1","2","1","111311","11AAA11A118AAA",,"5",,,,,,,,,,,,
"CQIH4","2019-09-23T06:00:00","27.20","-115.40",,,"1","6","2","5","7","4","1",,"360","4","93","1","97","3","1","10132","2","21","8","211",,"211","211","3","231","4","4","1","3","7","4",,"4","3",,,,"238","75","798","172","5","1","2","1","111113","111111111111A1",,"5",,"1",,,,,,,,,,
"EUCDE14","2019-09-23T06:00:00","28.30","-118.74",,,"1","5","2","5","3","4","1",,,,,,,,,"10140","2","7","8","193",,,"165",,,,,,,,,,,,,,,"238","88","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"VRNB4","2019-09-23T06:00:00","23.00","-111.50",,,"1","6","2","5","7","3","1",,"180","3","67","1","98",,"1","10120","1","10","8","270",,"260","257","7","270","3","3","5","5","4","5",,"10","4","16","12","4","238","31","798","172","5","1","2","1","111311","111A1111111111",,"5",,"1",,,,,,,,,,
"WDA7827","2019-09-23T06:00:00","26.80","-114.90",,,"1","6","2","5","9",,"1",,"200","4","62",,,,,"10115",,,"8","214",,,"201","3","223",,,"A",,"A","A",,,,,,,"238","64","798","172","5","1","2","1","111311","11AAA11A118AAA",,"5",,,,,,,,,,,,
"WDF4764","2019-09-23T06:00:00","28.40","-116.20",,,"1","5","2","5","7","3","1",,"310","4","72","1","98","2","0","10141",,,"8","210",,"190","178",,,"1","1","1","6","A","A",,"2","1","32","4","4","238","86","798","172","5","1","2","1","F11111","111111111A111A",,"5",,"0",,,,,,,,,,
"9V2024","2019-09-23T07:00:00","24.10","-116.30",,,"1","6","2","5","3","4","1",,"360","4","46","1","96","2","1","10110","4","0","8","220",,,"190","0","230","5","4","8","5","3","0",,"2","2","36","2","2","238","46","798","172","5","1","2","1","111111","1114111A111111",,"5",,"1",,,,,,,,,,
"EUCDE14","2019-09-23T07:00:00","28.10","-118.46",,,"1","5","2","5","3","4","1",,,,,,,,,"10139","7","1","8","193",,,"166",,,,,,,,,,,,,,,"238","88","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"WDA7827","2019-09-23T07:00:00","26.70","-114.70",,,"1","6","2","5","9",,"1",,"210","4","36",,,,,"10115",,,"8","217",,,"204","3","224",,,"A",,"A","A",,,,,,,"238","64","798","172","5","1","2","1","111111","11AAA11A118AAA",,"5",,,,,,,,,,,,
"EUCDE14","2019-09-23T08:00:00","27.91","-118.18",,,"1","5","2","5","3","4","1",,,,,,,,,"10136","7","8","8","191",,,"164",,,,,,,,,,,,,,,"238","78","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"VRJL6","2019-09-23T08:00:00","29.10","-119.90",,,"1","6","2","5","3","4","1",,"340","4","98","1","98","3","2","10150","4","0","8","200",,"170","149","1","207","8",,"A","A","A","A",,"3","2","36","8","4","238","99","798","172","5","1","2","1","111111","11111111111111",,"5",,"2",,,,,,,,,,
"WDA7827","2019-09-23T08:00:00","26.50","-114.60",,,"1","6","2","5","9",,"1",,"210","4","46",,,,,"10112",,,"8","219",,,"207","3","227",,,"A",,"A","A",,,,,,,"238","64","798","172","5","1","2","1","111111","11AAA11A118AAA",,"5",,,,,,,,,,,,
"CQIH4","2019-09-23T09:00:00","27.90","-115.90",,,"1","6","2","5","5","3","1",,"10","4","62","1","98","3","2","10131","2","1","8","210",,"190","178","3","210","6","6","6","4","4","4",,"5","2","25","12","4","238","75","798","172","5","0",,"1","111111","11111111111111",,"5",,"2",,,,,,,,,,
"EUCDE14","2019-09-23T09:00:00","27.71","-117.91",,,"1","5","2","5","3","4","1",,,,,,,,,"10134","7","7","8","194",,,"169",,,,,,,,,,,,,,,"238","77","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"VRJL6","2019-09-23T09:00:00","29.00","-119.60",,,"1","6","2","5","3","4","1",,"350","4","87","1","98","1","1","10150","4","0","8","200",,"170","149","1","207","6","4","4","5","6","0",,,,,,,"238","99","798","172","5","1","2","1","111111","11111111111AA1",,"5",,"1",,,,,,,,,,
"WDA7827","2019-09-23T09:00:00","26.30","-114.50",,,"1","6","2","5","9",,"1",,"180","4","51",,,,,"10107",,,"8","224",,,"210","3","229",,,"A",,"A","A",,,,,,,"238","64","798","172","5","1","2","1","111311","11AAA11A118AAA",,"5",,,,,,,,,,,,
"EUCDE14","2019-09-23T10:00:00","27.52","-117.63",,,"1","5","2","5","3","4","1",,,,,,,,,"10131","7","7","8","197",,,"169",,,,,,,,,,,,,,,"238","77","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"WDA7827","2019-09-23T10:00:00","26.20","-114.30",,,"1","6","2","5","9",,"1",,"10","4","67",,,,,"10100",,,"8","227",,,"216","3","233",,,"A",,"A","A",,,,,,,"238","64","798","172","5","1","2","1","111111","11AAA11A118AAA",,"5",,,,,,,,,,,,
"EUCDE14","2019-09-23T11:00:00","27.33","-117.37",,,"1","5","2","5","3","4","1",,,,,,,,,"10128","7","8","8","197",,,"172",,,,,,,,,,,,,,,"238","77","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"WDA7827","2019-09-23T11:00:00","26.00","-114.20",,,"1","6","2","5","9",,"1",,"20","4","51",,,,,"10099",,,"8","232",,,"215","3","231",,,"A",,"A","A",,,,,,,"238","64","798","172","5","1","2","1","111111","11AAA11A118AAA",,"5",,,,,,,,,,,,
"9V2024","2019-09-23T12:00:00","23.30","-115.30",,,"1","4","0","0","3","4","1","0","360","4","67",,"97","2","1","10090","4","0","0","220",,,"190","0","230","5","4","8","8","3","0",,,,"36",,"2","238","35","992","114","5","1","2","1","111111","1111111A111A31",,,"1","1",,,,,,,,,,"4"
"EUCDE14","2019-09-23T12:00:00","27.15","-117.10",,,"1","5","2","5","3","4","1",,,,,,,,,"10130","7","3","8","201",,,"173",,,,,,,,,,,,,,,"238","77","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"OXGL2","2019-09-23T12:00:00","24.80","-114.40",,,"1","6","2","5","3","4","1",,"340","4","67","1","97","25","2","10090",,,"8","240",,"232","228","3","242","9","9","7","A","A","A",,"10","2",,,,"238","44","798","172","5","1","2","1","111111","111411111111AA",,"5",,"2",,,,,,,,,,
"VRJL6","2019-09-23T12:00:00","28.50","-118.80",,,"1","6","2","5","3","4","1",,"350","4","51","1","98","1","1","10140","7","10","8","190",,"170","156","1","211","5","4","4","5","6","0",,,,,,,"238","88","798","172","5","1","2","1","111111","11111111111AA1",,"5",,"1",,,,,,,,,,
"VRNB4","2019-09-23T12:00:00","23.90","-112.40",,,"1","6","2","5","7","3","1",,"190","3","77","1","98",,"2","10110",,,"8","270",,"260","257","7","280","5","5","4","5","4","6",,"5","3",,,,"238","32","798","172","5","1","2","1","111311","111A11111111AA",,"5",,"2",,,,,,,,,,
"WDA7827","2019-09-23T12:00:00","25.90","-114.00",,,"1","6","2","5","9",,"1",,"40","4","46",,,,,"10099",,,"8","236",,,"223","3","227",,,"A",,"A","A",,,,,,,"238","54","798","172","5","1","2","1","111111","11AAA11A118AAA",,"5",,,,,,,,,,,,
"WDF4764","2019-09-23T12:00:00","29.70","-116.50",,,"1","5","2","5","8","3","1",,"310","4","72","1","98","2","0","10143","4","0","8","200",,"180","167",,,"1","1","1","4","0","0",,,,,,,"238","96","798","172","5","1","2","1","F11111","111111111A1AA1",,"5",,"0",,,,,,,,,,
"EUCDE14","2019-09-23T13:00:00","26.96","-116.84",,,"1","5","2","5","3","4","1",,,,,,,,,"10133","2","2","8","207",,,"183",,,,,,,,,,,,,,,"238","66","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"WDA7827","2019-09-23T13:00:00","25.70","-113.90",,,"1","6","2","5","9",,"1",,"80","4","62",,,,,"10102",,,"8","247",,,"241","3","243",,,"A",,"A","A",,,,,,,"238","53","798","172","5","1","2","1","112113","11AAA11A118AAA",,"5",,,,,,,,,,,,
"9V2024","2019-09-23T14:00:00","23.00","-114.90",,,"1","4","0","0","3","4","1","0","270","4","72",,"97",,"2","10110","2","20","0","220",,,"206","0","250","7","6","7","6","A","A",,,,"32",,"2","238","34","992","114","5","1","2","2","111111","111A111A111A31",,,"1","2",,,,,,,,,,"4"
"EUCDE14","2019-09-23T14:00:00","26.77","-116.57",,,"1","5","2","5","3","4","1",,,,,,,,,"10132","2","4","8","212",,,"192",,,,,,,,,,,,,,,"238","66","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"VRJL6","2019-09-23T14:00:00","28.10","-118.20",,,"1","6","2","5","3","4","1",,"330","4","41","1","98","2","0","10140","4","0","8","220",,"190","172","1","214",,,"A",,"A","A",,"7","1","33","9","3","238","88","798","172","5","1","2","2","111111","11111111118111",,"5",,"0",,,,,,,,,,
"WDA7827","2019-09-23T14:00:00","25.60","-113.80",,,"1","6","2","5","9",,"1",,"50","4","62",,,,,"10109",,,"8","244",,,"237","3","245",,,"A",,"A","A",,,,,,,"238","53","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,,,,,,,,,
"A8NQ6","2019-09-23T15:00:00","24.00","-112.40",,,"1","6","2","5","7","4","1",,"230","3","77","1","98","3","0","10135","2","10","8","245",,"235","231","1","240","7","6","7","2","4","A",,"2","2","22","6","3","238","42","798","172","5","1","2","2","111111","11111111111111",,"5",,"0",,,,,,,,,,
"EUCDE14","2019-09-23T15:00:00","26.57","-116.30",,,"1","5","2","5","3","4","1",,,,,,,,,"10138","2","8","8","220",,,"198",,,,,,,,,,,,,,,"238","66","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"OXGL2","2019-09-23T15:00:00","24.30","-113.60",,,"1","6","2","5","3","4","1",,"270","4","103","1","90",,"2","10100","2","20","8","220",,"190","172","3","230","7","7","7","2","3","A",,"3","3","24","3","3","238","43","798","172","5","1","2","2","113111","111A1111111111",,"5",,"2",,,,,,,,,,
"WDA7827","2019-09-23T15:00:00","25.50","-113.60",,,"1","6","2","5","9",,"1",,"50","4","82",,,,,"10113",,,"8","244",,,"237","3","243",,,"A",,"A","A",,,,,,,"238","53","798","172","5","1","2","2","112111","11AAA11A118AAA",,"5",,,,,,,,,,,,
"EUCDE14","2019-09-23T16:00:00","26.38","-116.03",,,"1","5","2","5","3","4","1",,,,,,,,,"10139","2","7","8","226",,,"199",,,,,,,,,,,,,,,"238","66","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"WDA7827","2019-09-23T16:00:00","25.40","-113.40",,,"1","6","2","5","9",,"1",,"40","4","87",,,,,"10121",,,"8","247",,,"237","3","246",,,"A",,"A","A",,,,,,,"238","53","798","172","5","1","2","2","112111","11AAA11A118AAA",,"5",,,,,,,,,,,,
