"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","IND_FOR_PRECIP"
"6801848","2024-09-15T12:00:00","20.71","-120.20",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","263",,,,,,,,,,,,,"237","0","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"6801945","2024-09-15T12:00:00","25.76","-122.29",,,"1","4","2","5",,,"11",,,,,,,,,"10148",,,"8",,,,,"9","223",,,,,,,,,,,,,"237","52","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801637","2024-09-15T12:00:00","20.28","-121.23",,,"1","4","2","5",,,"11",,,,,,,,,"10127",,,"8",,,,,"9","264",,,,,,,,,,,,,"237","1","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801640","2024-09-15T12:00:00","22.80","-123.29",,,"1","4","2","5",,,"11",,,,,,,,,"10145",,,"8",,,,,"9","246",,,,,,,,,,,,,"237","23","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801666","2024-09-15T12:00:00","28.83","-124.29",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","221",,,,,,,,,,,,,"237","84","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"7801679","2024-09-15T12:00:00","20.79","-121.03",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,,"237","1","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"7801746","2024-09-15T12:00:00","24.00","-121.89",,,"1","4","2","5",,,"11",,,,,,,,,"10139",,,"8",,,,,"9","243",,,,,,,,,,,,,"237","41","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801767","2024-09-15T12:00:00","27.74","-125.77",,,"1","4","2","5",,,"11",,,,,,,,,"10165",,,"8",,,,,"9","220",,,,,,,,,,,,,"237","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"KGOI","2024-09-15T12:00:00","28.70","-121.10",,,"1","5","2","5","7","4","1",,,,,,,,,"10144","3","2","8","181",,"155","139",,,,,"A",,"A","A",,,,,,,"237","81","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,
"7801750","2024-09-15T12:03:00","23.17","-128.70",,,"1","4","2","5",,,"11",,,,,,,,,"10136",,,"8",,,,,"9","240",,,,,,,,,,,,,"237","38","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4602635","2024-09-15T12:04:00","27.36","-122.78",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","220",,,,,,,,,,,,,"237","72","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"1801705","2024-09-15T13:00:00","27.43","-126.37",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","217",,,,,,,,,,,,,"237","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"1801817","2024-09-15T13:00:00","26.61","-124.80",,,"1","4","2","5",,,"11",,,,,,,,,"10160",,,"8",,,,,"9","225",,,,,,,,,,,,,"237","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"1801826","2024-09-15T13:00:00","24.84","-123.72",,,"1","4","2","5",,,"11",,,,,,,,,"10155",,,"8",,,,,"9","233",,,,,,,,,,,,,"237","43","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2802004","2024-09-15T13:00:00","29.75","-120.16",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","90","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"2802018","2024-09-15T13:00:00","20.02","-126.58",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","6","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"2802028","2024-09-15T13:00:00","20.66","-123.75",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","3","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"2802040","2024-09-15T13:00:00","22.42","-123.78",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","23","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"2802121","2024-09-15T13:00:00","25.36","-121.91",,,"1","3","2","5",,,"11",,,,,,,,,"10142",,,,,,,,,,,,,,,,,,,,,,"237","51","798","172","6","0",,"1","FFFF1F","1AAAA1AAAAAAAA",,,,,,,,,,
"3801602","2024-09-15T13:00:00","28.16","-121.65",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","212",,,,,,,,,,,,,"237","81","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"3801614","2024-09-15T13:00:00","26.13","-128.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9",,,,,,,,,,,,,,"237","68","798","172","7","0",,"1","7FFFFF","1AAAAAAAA9AAAA","4",,,,,,,,,
"3801630","2024-09-15T13:00:00","23.71","-126.14",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","36","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"3801633","2024-09-15T13:00:00","26.82","-125.37",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","222",,,,,,,,,,,,,"237","65","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602627","2024-09-15T13:00:00","26.04","-129.69",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","229",,,,,,,,,,,,,"237","69","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602629","2024-09-15T13:00:00","21.51","-129.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","243",,,,,,,,,,,,,"237","19","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602636","2024-09-15T13:00:00","26.85","-122.37",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","221",,,,,,,,,,,,,"237","62","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4804037","2024-09-15T13:00:00","29.73","-121.08",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","91","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"4804056","2024-09-15T13:00:00","26.28","-127.01",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","67","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"5802024","2024-09-15T13:00:00","26.98","-126.00",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","66","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"5802032","2024-09-15T13:00:00","23.36","-127.35",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","37","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"5802047","2024-09-15T13:00:00","21.12","-124.31",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","14","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"5802129","2024-09-15T13:00:00","27.71","-125.81",,,"1","3","2","5",,,"11",,,,,,,,,"10165",,,,,,,,,,,,,,,,,,,,,,"237","75","798","172","6","0",,"1","FFFF1F","1AAAA1AAAAAAAA",,,,,,,,,,
"6801820","2024-09-15T13:00:00","24.00","-129.83",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","242",,,,,,,,,,,,,"237","49","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"6801825","2024-09-15T13:00:00","28.64","-123.03",,,"1","4","2","5",,,"11",,,,,,,,,"10159",,,"8",,,,,"9","214",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"6801848","2024-09-15T13:00:00","20.71","-120.21",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"237","0","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"6801945","2024-09-15T13:00:00","25.75","-122.29",,,"1","4","2","5",,,"11",,,,,,,,,"10151",,,"8",,,,,"9","223",,,,,,,,,,,,,"237","52","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801637","2024-09-15T13:00:00","20.28","-121.24",,,"1","4","2","5",,,"11",,,,,,,,,"10135",,,"8",,,,,"9","264",,,,,,,,,,,,,"237","1","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801640","2024-09-15T13:00:00","22.80","-123.30",,,"1","4","2","5",,,"11",,,,,,,,,"10148",,,"8",,,,,"9","246",,,,,,,,,,,,,"237","23","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801666","2024-09-15T13:00:00","28.83","-124.29",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","221",,,,,,,,,,,,,"237","84","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"7801679","2024-09-15T13:00:00","20.79","-121.03",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,,"237","1","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"7801746","2024-09-15T13:00:00","24.00","-121.89",,,"1","4","2","5",,,"11",,,,,,,,,"10143",,,"8",,,,,"9","243",,,,,,,,,,,,,"237","41","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801750","2024-09-15T13:00:00","23.17","-128.70",,,"1","4","2","5",,,"11",,,,,,,,,"10133",,,"8",,,,,"9","240",,,,,,,,,,,,,"237","38","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801767","2024-09-15T13:00:00","27.75","-125.76",,,"1","4","2","5",,,"11",,,,,,,,,"10167",,,"8",,,,,"9","220",,,,,,,,,,,,,"237","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4602633","2024-09-15T13:01:00","22.54","-126.23",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","236",,,,,,,,,,,,,"237","26","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602637","2024-09-15T13:01:00","27.15","-124.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","220",,,,,,,,,,,,,"237","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602635","2024-09-15T13:02:00","27.39","-122.79",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","220",,,,,,,,,,,,,"237","72","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"1801705","2024-09-15T14:00:00","27.43","-126.37",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","217",,,,,,,,,,,,,"237","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"1801817","2024-09-15T14:00:00","26.61","-124.81",,,"1","4","2","5",,,"11",,,,,,,,,"10165",,,"8",,,,,"9","225",,,,,,,,,,,,,"237","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"1801826","2024-09-15T14:00:00","24.83","-123.72",,,"1","4","2","5",,,"11",,,,,,,,,"10158",,,"8",,,,,"9","233",,,,,,,,,,,,,"237","43","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2802004","2024-09-15T14:00:00","29.75","-120.16",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","90","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"2802018","2024-09-15T14:00:00","20.02","-126.58",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","6","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"2802028","2024-09-15T14:00:00","20.66","-123.76",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","3","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"2802040","2024-09-15T14:00:00","22.42","-123.78",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","23","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"3801602","2024-09-15T14:00:00","28.16","-121.66",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","212",,,,,,,,,,,,,"237","81","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"3801614","2024-09-15T14:00:00","26.13","-128.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9",,,,,,,,,,,,,,"237","68","798","172","7","0",,"1","7FFFFF","1AAAAAAAA9AAAA","4",,,,,,,,,
"3801630","2024-09-15T14:00:00","23.70","-126.14",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","36","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"3801633","2024-09-15T14:00:00","26.83","-125.37",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","222",,,,,,,,,,,,,"237","65","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4601776","2024-09-15T14:00:00","26.63","-129.38",,,"1","4","2","5",,,"11",,,,,,,,,"10167",,,"8",,,,,"9","230",,,,,,,,,,,,,"237","69","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4602635","2024-09-15T14:00:00","27.39","-122.79",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","220",,,,,,,,,,,,,"237","72","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602637","2024-09-15T14:00:00","27.15","-124.10",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","220",,,,,,,,,,,,,"237","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4804037","2024-09-15T14:00:00","29.73","-121.08",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","91","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"4804056","2024-09-15T14:00:00","26.28","-127.01",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","67","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"5802024","2024-09-15T14:00:00","26.98","-126.00",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","66","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"5802032","2024-09-15T14:00:00","23.35","-127.35",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","37","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"5802047","2024-09-15T14:00:00","21.12","-124.31",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","14","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"5802129","2024-09-15T14:00:00","27.71","-125.80",,,"1","3","2","5",,,"11",,,,,,,,,"10171",,,,,,,,,,,,,,,,,,,,,,"237","75","798","172","6","0",,"1","FFFF1F","1AAAA1AAAAAAAA",,,,,,,,,,
"6801820","2024-09-15T14:00:00","24.00","-129.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","242",,,,,,,,,,,,,"237","49","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"6801825","2024-09-15T14:00:00","28.64","-123.04",,,"1","4","2","5",,,"11",,,,,,,,,"10163",,,"8",,,,,"9","214",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"6801848","2024-09-15T14:00:00","20.71","-120.21",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"237","0","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"7801637","2024-09-15T14:00:00","20.28","-121.24",,,"1","4","2","5",,,"11",,,,,,,,,"10140",,,"8",,,,,"9","264",,,,,,,,,,,,,"237","1","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801640","2024-09-15T14:00:00","22.80","-123.30",,,"1","4","2","5",,,"11",,,,,,,,,"10152",,,"8",,,,,"9","245",,,,,,,,,,,,,"237","23","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801666","2024-09-15T14:00:00","28.84","-124.29",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","221",,,,,,,,,,,,,"237","84","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"7801746","2024-09-15T14:00:00","24.00","-121.89",,,"1","4","2","5",,,"11",,,,,,,,,"10148",,,"8",,,,,"9","243",,,,,,,,,,,,,"237","41","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801750","2024-09-15T14:00:00","23.17","-128.71",,,"1","4","2","5",,,"11",,,,,,,,,"10149",,,"8",,,,,"9","239",,,,,,,,,,,,,"237","38","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"KGOI","2024-09-15T14:00:00","29.20","-121.50",,,"1","5","2","5","7","4","1",,,,,,,,,"10146","1","11","8","182",,"157","142",,,,,"A",,"A","A",,,,,,,"237","91","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,
"6801945","2024-09-15T14:01:00","25.75","-122.29",,,"1","4","2","5",,,"11",,,,,,,,,"10155",,,"8",,,,,"9","223",,,,,,,,,,,,,"237","52","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801679","2024-09-15T14:01:00","20.79","-121.03",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,,"237","1","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"7801767","2024-09-15T14:01:00","27.75","-125.77",,,"1","4","2","5",,,"11",,,,,,,,,"10172",,,"8",,,,,"9","220",,,,,,,,,,,,,"237","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4602633","2024-09-15T14:03:00","22.53","-126.22",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","236",,,,,,,,,,,,,"237","26","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"2802121","2024-09-15T14:04:00","25.39","-121.89",,,"1","3","2","5",,,"11",,,,,,,,,"10143",,,,,,,,,,,,,,,,,,,,,,"237","51","798","172","6","0",,"2","FFFF1F","1AAAA1AAAAAAAA",,,,,,,,,,
"4602636","2024-09-15T14:04:00","26.85","-122.38",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","221",,,,,,,,,,,,,"237","62","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"KGOI","2024-09-15T15:00:00","29.40","-121.70",,,"1","5","2","5","7","4","1",,,,,,,,,"10150","3","6","8","183",,"158","142",,,,,"A",,"A","A",,,,,,,"237","91","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,
"KGOI","2024-09-15T16:00:00","29.60","-121.90",,,"1","5","2","5","7","4","1",,,,,,,,,"10161","3","17","8","178",,"152","136",,,,,"A",,"A","A",,,,,,,"237","91","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,
"1801705","2024-09-15T17:00:00","27.44","-126.37",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","218",,,,,,,,,,,,,"237","76","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"1801817","2024-09-15T17:00:00","26.62","-124.83",,,"1","4","2","5",,,"11",,,,,,,,,"10174",,,"8",,,,,"9","225",,,,,,,,,,,,,"237","64","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"1801826","2024-09-15T17:00:00","24.83","-123.71",,,"1","3","2","5",,,"11",,,,,,,,,"10169",,,,,,,,,,,,,,,,,,,,,,"237","43","798","172","7","0",,"2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,
"2802004","2024-09-15T17:00:00","29.76","-120.16",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","90","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"2802018","2024-09-15T17:00:00","20.03","-126.59",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","6","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"2802028","2024-09-15T17:00:00","20.66","-123.76",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","3","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"2802040","2024-09-15T17:00:00","22.41","-123.77",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","23","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"2802121","2024-09-15T17:00:00","25.36","-121.91",,,"1","3","2","5",,,"11",,,,,,,,,"10155",,,,,,,,,,,,,,,,,,,,,,"237","51","798","172","6","0",,"2","FFFF1F","1AAAA1AAAAAAAA",,,,,,,,,,
"3801602","2024-09-15T17:00:00","28.17","-121.66",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","212",,,,,,,,,,,,,"237","81","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"3801614","2024-09-15T17:00:00","26.13","-128.29",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9",,,,,,,,,,,,,,"237","68","798","172","7","0",,"2","7FFFFF","1AAAAAAAA9AAAA","4",,,,,,,,,
"3801630","2024-09-15T17:00:00","23.70","-126.15",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","36","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"3801633","2024-09-15T17:00:00","26.84","-125.38",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","222",,,,,,,,,,,,,"237","65","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4601776","2024-09-15T17:00:00","26.64","-129.38",,,"1","4","2","5",,,"11",,,,,,,,,"10173",,,"8",,,,,"9","230",,,,,,,,,,,,,"237","69","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4602627","2024-09-15T17:00:00","26.05","-129.69",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","229",,,,,,,,,,,,,"237","69","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602629","2024-09-15T17:00:00","21.53","-129.26",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","241",,,,,,,,,,,,,"237","19","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602633","2024-09-15T17:00:00","22.52","-126.21",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","236",,,,,,,,,,,,,"237","26","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602635","2024-09-15T17:00:00","27.40","-122.77",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","220",,,,,,,,,,,,,"237","72","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4804037","2024-09-15T17:00:00","29.74","-121.06",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","91","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"4804056","2024-09-15T17:00:00","26.28","-127.03",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","67","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"5802024","2024-09-15T17:00:00","26.99","-126.01",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","66","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"5802032","2024-09-15T17:00:00","23.34","-127.35",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","37","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"5802047","2024-09-15T17:00:00","21.13","-124.33",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","14","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
