"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","THICKNESS_OF_I","IND_FOR_PRECIP"
"5100205","2024-09-19T09:00:00","21.00","-156.40",,,"1","4","2","0","0","0","11",,,,,,,,,,,,"0",,,,,"1","264",,,,"A",,,,"8","3",,,,"234","16","993","114","6","0",,"1","1FFFFF","1AAAAAAAA187AA",,,"6",,,,"4"
"5100207","2024-09-19T09:00:00","21.50","-157.80",,,"1","4","2","0","0","0","11",,,,,,,,,,,,"0",,,,,"1","268",,,,"A",,,,"8","3",,,,"234","17","993","114","6","0",,"1","1FFFFF","1AAAAAAAA187AA",,,"6",,,,"4"
"5100208","2024-09-19T09:00:00","22.30","-159.60",,,"1","4","2","0","0","0","11",,,,,,,,,,,,"0",,,,,"1","259",,,,"A",,,,"7","3",,,,"234","29","993","114","6","0",,"1","1FFFFF","1AAAAAAAA187AA",,,"6",,,,"4"
"5100210","2024-09-19T09:00:00","21.50","-157.80",,,"1","4","2","0","0","0","11",,,,,,,,,,,,"0",,,,,"1","270",,,,"A",,,,"7","3",,,,"234","17","993","114","6","0",,"1","1FFFFF","1AAAAAAAA187AA",,,"6",,,,"4"
"5100211","2024-09-19T09:00:00","21.30","-158.00",,,"1","4","2","0","0","0","11",,,,,,,,,,,,"0",,,,,"1","272",,,,"A",,,,"9","2","15","10","1","234","18","993","114","6","1","2","1","1FFFFF","1AAAAAAAA1871A",,,"6",,,,"4"
"5100212","2024-09-19T09:00:00","21.30","-158.10",,,"1","4","2","0","0","0","11",,,,,,,,,,,,"0","264",,,,"1","279",,,,"A",,,,"7","2","18","12","1","234","18","993","114","6","1","2","1","11FFFF","1AAAAA1AA1873A",,,"6",,,,"4"
"5100213","2024-09-19T09:00:00","20.70","-157.00",,,"1","4","2","0","0","0","11",,,,,,,,,,,,"0",,,,,"1","277",,,,"A",,,,"10","2","16","11","1","234","7","993","114","6","0",,"1","1FFFFF","1AAAAAAAA1871A",,,"6",,,,"4"
"5201726","2024-09-19T09:00:00","25.97","-158.84",,,"1","4","2","5",,,"11",,,,,,,,,"10206",,,"8",,,,,"9","270",,,,,,,,,,,,,"234","58","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"HRRH1","2024-09-19T09:00:00","21.43","-157.82",,,"1","4","2","5",,,"5","0","60","4","15",,,,,"10180","1","20","0","258",,,"214",,,,,,"A",,,,,,,,,"234","17","995","114","14","0",,"1","F11111","11AAA11A1A8AA1","31",,"6",,,,"4"
"KLIH1","2024-09-19T09:00:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","60","4","72",,,,,"10177","1","15","0","255",,,,"1","271",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AA1","31",,"6",,,,"4"
"KWHH1","2024-09-19T09:00:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","10","4","10",,,,,"10159","1","9","0","270",,,,"1","280",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AA1","31",,"6",,,,"4"
"NWWH1","2024-09-19T09:00:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","70","4","77",,,,,"10189","1","12","0","264",,,,"1","277",,,,"A",,,,,,,,,"234","19","995","114","16","0",,"1","11111F","11AAA11AA18AA1","31",,"6",,,,"4"
"OOUH1","2024-09-19T09:00:00","21.31","-157.87",,,"1","4","2","5",,,"5","0","60","4","26",,,,,"10183","1","11","0","262",,,,"1","278",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AA1","31",,"6",,,,"4"
"PRHH1","2024-09-19T09:00:00","21.37","-157.96",,,"1","4","2","5",,,"5","0","30","4","41",,,,,"10180","1","10","0","264",,,,,,,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","F1111F","11AAA11AAA8AA1","31",,"6",,,,"4"
"ZCDY2","2024-09-19T09:00:00","21.80","-157.70",,,"1","6","2","5","2","4","1",,"90","4","98","1","98","3","0","10226","3","5","8","260",,"230","218","1","280","3","2","1","4","A","A",,"5","4",,,,"234","17","798","172","5","1","2","1","111151","111111111111A1",,"5",,"0",,,
"KLIH1","2024-09-19T09:06:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","60","4","72",,,,,"10177",,,"0","255",,,,"1","271",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"KWHH1","2024-09-19T09:06:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","30","4","15",,,,,"10159",,,"0","269",,,,"1","281",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"NWWH1","2024-09-19T09:06:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","70","4","77",,,,,"10189",,,"0","263",,,,"1","277",,,,"A",,,,,,,,,"234","19","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"OOUH1","2024-09-19T09:06:00","21.31","-157.87",,,"1","4","2","5",,,"5","0","60","4","31",,,,,"10183",,,"0","263",,,,"1","278",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"PRHH1","2024-09-19T09:06:00","21.37","-157.96",,,"1","4","2","5",,,"5","0","20","4","41",,,,,"10179",,,"0","263",,,,,,,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","F1111F","11AAA11AAA8AAA","31",,"6",,,,"4"
"5100000","2024-09-19T09:10:00","23.53","-153.79",,,"1","5","2","5",,,"11","5","79",,"75",,,,,"10184",,,"8","258",,,"207","9","269",,,,,,,,,,,,,"234","33","798","172","6","0",,"1","111111","11AAA11A11AAAA",,,,,,,
"KLIH1","2024-09-19T09:12:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","60","4","67",,,,,"10177",,,"0","255",,,,"1","271",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"KWHH1","2024-09-19T09:12:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","30","4","10",,,,,"10159",,,"0","268",,,,"1","281",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"NWWH1","2024-09-19T09:12:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","60","4","67",,,,,"10189",,,"0","263",,,,"1","277",,,,"A",,,,,,,,,"234","19","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"OOUH1","2024-09-19T09:12:00","21.31","-157.87",,,"1","4","2","5",,,"5","0","50","4","36",,,,,"10182",,,"0","262",,,,"1","278",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"PRHH1","2024-09-19T09:12:00","21.37","-157.96",,,"1","4","2","5",,,"5","0","30","4","46",,,,,"10180",,,"0","262",,,,,,,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","F1111F","11AAA11AAA8AAA","31",,"6",,,,"4"
"HRRH1","2024-09-19T09:15:00","21.43","-157.82",,,"1","4","2","5",,,"5","0","70","4","15",,,,,"10180",,,"0","258",,,"216",,,,,,"A",,,,,,,,,"234","17","995","114","14","0",,"1","F11111","11AAA11A1A8AAA","31",,"6",,,,"4"
"5100201","2024-09-19T09:16:00","21.67","-158.12",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","274",,,,,,,,,,,,,"234","18","798","172","6","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,
"KLIH1","2024-09-19T09:18:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","70","4","72",,,,,"10178",,,"0","255",,,,"1","271",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"KWHH1","2024-09-19T09:18:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","30","4","10",,,,,"10159",,,"0","269",,,,"1","280",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"NWWH1","2024-09-19T09:18:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","60","4","57",,,,,"10189",,,"0","264",,,,"1","277",,,,"A",,,,,,,,,"234","19","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"OOUH1","2024-09-19T09:18:00","21.31","-157.87",,,"1","4","2","5",,,"5","0","60","4","26",,,,,"10182",,,"0","260",,,,"1","278",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"PRHH1","2024-09-19T09:18:00","21.37","-157.96",,,"1","4","2","5",,,"5","0","30","4","46",,,,,"10179",,,"0","261",,,,,,,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","F1111F","11AAA11AAA8AAA","31",,"6",,,,"4"
"5100000","2024-09-19T09:20:00","23.53","-153.79",,,"1","5","2","5",,,"11","5","88",,"71",,,,,"10183",,,"8","258",,,"206","9","269",,,,,,,,,,,,,"234","33","798","172","6","0",,"1","111111","11AAA11A11AAAA",,,,,,,
"KLIH1","2024-09-19T09:24:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","70","4","62",,,,,"10178",,,"0","255",,,,"1","271",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"KWHH1","2024-09-19T09:24:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","50","4","15",,,,,"10159",,,"0","266",,,,"1","280",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"NWWH1","2024-09-19T09:24:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","60","4","57",,,,,"10189",,,"0","263",,,,"1","277",,,,"A",,,,,,,,,"234","19","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"OOUH1","2024-09-19T09:24:00","21.31","-157.87",,,"1","4","2","5",,,"5","0","70","4","15",,,,,"10181",,,"0","259",,,,"1","278",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"PRHH1","2024-09-19T09:24:00","21.37","-157.96",,,"1","4","2","5",,,"5","0","30","4","36",,,,,"10179",,,"0","261",,,,,,,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","F1111F","11AAA11AAA8AAA","31",,"6",,,,"4"
"5100202","2024-09-19T09:26:00","21.42","-157.68",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","271",,,,,,,,,,,,,"234","17","798","172","6","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,
"5100205","2024-09-19T09:26:00","21.02","-156.42",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","264",,,,,,,,,,,,,"234","16","798","172","6","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,
"5100207","2024-09-19T09:26:00","21.48","-157.75",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","268",,,,,,,,,,,,,"234","17","798","172","6","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,
"5100208","2024-09-19T09:26:00","22.28","-159.57",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"234","29","798","172","6","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,
"5100210","2024-09-19T09:26:00","21.48","-157.76",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,,"234","17","798","172","6","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,
"5100213","2024-09-19T09:26:00","20.75","-157.00",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","277",,,,,,,,,,,,,"234","7","798","172","6","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,
"5100000","2024-09-19T09:30:00","23.53","-153.79",,,"1","5","2","5",,,"11","5","89",,"67",,,,,"10182",,,"8","258",,,"207","9","269",,,,,,,,,,,,,"234","33","798","172","6","0",,"1","111111","11AAA11A11AAAA",,,,,,,
"5100211","2024-09-19T09:30:00","21.30","-157.96",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,,"234","17","798","172","6","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,
"5100212","2024-09-19T09:30:00","21.32","-158.15",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8","264",,,,"9","279",,,,,,,,,,,,,"234","18","798","172","6","0",,"1","11FFFF","1AAAAA1AA1AAAA",,,,,,,
"HRRH1","2024-09-19T09:30:00","21.43","-157.82",,,"1","4","2","5",,,"5","0","80","4","15",,,,,"10180",,,"0","257",,,"210",,,,,,"A",,,,,,,,,"234","17","995","114","14","0",,"1","F11111","11AAA11A1A8AAA","31",,"6",,,,"4"
"KLIH1","2024-09-19T09:30:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","60","4","67",,,,,"10177",,,"0","255",,,,"1","271",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"KWHH1","2024-09-19T09:30:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","40","4","15",,,,,"10159",,,"0","265",,,,"1","280",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"NWWH1","2024-09-19T09:30:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","70","4","62",,,,,"10189",,,"0","262",,,,"1","277",,,,"A",,,,,,,,,"234","19","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"OOUH1","2024-09-19T09:30:00","21.31","-157.87",,,"1","4","2","5",,,"5","0","50","4","21",,,,,"10181",,,"0","260",,,,"1","278",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"PRHH1","2024-09-19T09:30:00","21.37","-157.96",,,"1","4","2","5",,,"5","0","30","4","21",,,,,"10178",,,"0","261",,,,,,,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","F1111F","11AAA11AAA8AAA","31",,"6",,,,"4"
"KLIH1","2024-09-19T09:36:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","60","4","77",,,,,"10175",,,"0","255",,,,"1","271",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"KWHH1","2024-09-19T09:36:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","40","4","10",,,,,"10159",,,"0","266",,,,"1","280",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"MOKH1","2024-09-19T09:36:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","90","4","36",,,,,"10181",,,"0","264",,,,"1","279",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"NWWH1","2024-09-19T09:36:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","70","4","67",,,,,"10189",,,"0","263",,,,"1","277",,,,"A",,,,,,,,,"234","19","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"OOUH1","2024-09-19T09:36:00","21.31","-157.87",,,"1","4","2","5",,,"5","0","70","4","15",,,,,"10181",,,"0","260",,,,"1","278",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"PRHH1","2024-09-19T09:36:00","21.37","-157.96",,,"1","4","2","5",,,"5","0","20","4","41",,,,,"10178",,,"0","262",,,,,,,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","F1111F","11AAA11AAA8AAA","31",,"6",,,,"4"
"5100000","2024-09-19T09:40:00","23.53","-153.79",,,"1","5","2","5",,,"11","5","87",,"69",,,,,"10183",,,"8","257",,,"207","9","269",,,,,,,,,,,,,"234","33","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,
"KLIH1","2024-09-19T09:42:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","60","4","93",,,,,"10174",,,"0","256",,,,"1","270",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"KWHH1","2024-09-19T09:42:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","50","4","10",,,,,"10159",,,"0","265",,,,"1","279",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"MOKH1","2024-09-19T09:42:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","100","4","26",,,,,"10181",,,"0","264",,,,"1","279",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"NWWH1","2024-09-19T09:42:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","60","4","62",,,,,"10189",,,"0","262",,,,"1","277",,,,"A",,,,,,,,,"234","19","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"OOUH1","2024-09-19T09:42:00","21.31","-157.87",,,"1","4","2","5",,,"5","0","40","4","21",,,,,"10180",,,"0","260",,,,"1","278",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"PRHH1","2024-09-19T09:42:00","21.37","-157.96",,,"1","4","2","5",,,"5","0","20","4","51",,,,,"10178",,,"0","263",,,,,,,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","F1111F","11AAA11AAA8AAA","31",,"6",,,,"4"
"HRRH1","2024-09-19T09:45:00","21.43","-157.82",,,"1","4","2","5",,,"5","0","70","4","15",,,,,"10170",,,"0","257",,,"210",,,,,,"A",,,,,,,,,"234","17","995","114","14","0",,"1","F11111","11AAA11A1A8AAA","31",,"6",,,,"4"
"5100201","2024-09-19T09:46:00","21.67","-158.12",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","274",,,,,,,,,,,,,"234","18","798","172","6","1","2","1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,
"KLIH1","2024-09-19T09:48:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","70","4","93",,,,,"10175",,,"0","254",,,,"1","271",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"KWHH1","2024-09-19T09:48:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","60","4","10",,,,,"10159",,,"0","263",,,,"1","279",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"MOKH1","2024-09-19T09:48:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","90","4","36",,,,,"10181",,,"0","264",,,,"1","279",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"NWWH1","2024-09-19T09:48:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","60","4","62",,,,,"10189",,,"0","263",,,,"1","277",,,,"A",,,,,,,,,"234","19","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"OOUH1","2024-09-19T09:48:00","21.31","-157.87",,,"1","4","2","5",,,"5","0","70","4","15",,,,,"10180",,,"0","260",,,,"1","278",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"PRHH1","2024-09-19T09:48:00","21.37","-157.96",,,"1","4","2","5",,,"5","0","20","4","41",,,,,"10178",,,"0","262",,,,,,,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","F1111F","11AAA11AAA8AAA","31",,"6",,,,"4"
"5100000","2024-09-19T09:50:00","23.53","-153.79",,,"1","5","2","5",,,"11",,"90",,"68",,,,,"10181",,,"8","257",,,"205","9","269",,,,,,,,,,,,,"234","33","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,
"KLIH1","2024-09-19T09:54:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","70","4","77",,,,,"10177",,,"0","255",,,,"1","270",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"KWHH1","2024-09-19T09:54:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","120","4","5",,,,,"10159",,,"0","265",,,,"1","279",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"MOKH1","2024-09-19T09:54:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","90","4","36",,,,,"10181",,,"0","263",,,,"1","279",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"NWWH1","2024-09-19T09:54:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","70","4","62",,,,,"10188",,,"0","262",,,,"1","277",,,,"A",,,,,,,,,"234","19","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"OOUH1","2024-09-19T09:54:00","21.31","-157.87",,,"1","4","2","5",,,"5","0","70","4","21",,,,,"10180",,,"0","261",,,,"1","278",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,"4"
"PRHH1","2024-09-19T09:54:00","21.37","-157.96",,,"1","4","2","5",,,"5","0","30","4","41",,,,,"10178",,,"0","261",,,,,,,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","F1111F","11AAA11AAA8AAA","31",,"6",,,,"4"
"5100202","2024-09-19T09:56:00","21.42","-157.68",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","271",,,,,,,,,,,,,"234","17","798","172","6","1","2","1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,
"5100205","2024-09-19T09:56:00","21.02","-156.42",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","264",,,,,,,,,,,,,"234","16","798","172","6","1","2","1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,
"5100207","2024-09-19T09:56:00","21.48","-157.75",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","268",,,,,,,,,,,,,"234","17","798","172","6","1","2","1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,
"5100208","2024-09-19T09:56:00","22.28","-159.57",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"234","29","798","172","6","1","2","1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,
"5100210","2024-09-19T09:56:00","21.48","-157.76",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,,"234","17","798","172","6","1","2","1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,
"5100213","2024-09-19T09:56:00","20.75","-157.00",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","277",,,,,,,,,,,,,"234","7","798","172","6","1","2","1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,
"2101600","2024-09-19T10:00:00","28.02","-157.76",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,,"234","87","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101693","2024-09-19T10:00:00","28.99","-152.29",,,"1","4","2","5",,,"11",,,,,,,,,"10229",,,"8",,,,,"9","261",,,,,,,,,,,,,"234","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"3201845","2024-09-19T10:00:00","20.26","-151.01",,,"1","4","2","5",,,"11",,,,,,,,,"10171",,,"8",,,,,"9","260",,,,,,,,,,,,,"234","1","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4601669","2024-09-19T10:00:00","24.06","-153.69",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","268",,,,,,,,,,,,,"234","43","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601693","2024-09-19T10:00:00","28.17","-155.83",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","265",,,,,,,,,,,,,"234","85","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601772","2024-09-19T10:00:00","23.86","-153.27",,,"1","4","2","5",,,"11",,,,,,,,,"10187",,,"8",,,,,"9","267",,,,,,,,,,,,,"234","33","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4602535","2024-09-19T10:00:00","22.27","-153.38",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","265",,,,,,,,,,,,,"234","23","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100000","2024-09-19T10:00:00","23.50","-153.80",,,"1","4","2","0","0","0","11","0","90","1","70",,,,,"10181",,,"0","257",,,"205","1","269",,,,"A",,,,"8","4",,,,"234","33","993","114","6","1","2","1","111111","11AAA11A1181AA",,,"6",,,,"4"
"5100201","2024-09-19T10:00:00","21.70","-158.10",,,"1","4","2","0","0","0","11",,,,,,,,,,,,"0",,,,,"1","274",,,,"A",,,,"8","2",,,,"234","18","993","114","6","0",,"1","1FFFFF","1AAAAAAAA187AA",,,"6",,,,"4"
"5100202","2024-09-19T10:00:00","21.40","-157.70",,,"1","4","2","0","0","0","11",,,,,,,,,,,,"0",,,,,"1","271",,,,"A",,,,"8","4","11","13","1","234","17","993","114","6","0",,"1","1FFFFF","1AAAAAAAA1873A",,,"6",,,,"4"
"5100205","2024-09-19T10:00:00","21.00","-156.40",,,"1","4","2","0","0","0","11",,,,,,,,,,,,"0",,,,,"1","264",,,,"A",,,,"8","3",,,,"234","16","993","114","6","0",,"1","1FFFFF","1AAAAAAAA187AA",,,"6",,,,"4"
"5100207","2024-09-19T10:00:00","21.50","-157.80",,,"1","4","2","0","0","0","11",,,,,,,,,,,,"0",,,,,"1","268",,,,"A",,,,"8","3",,,,"234","17","993","114","6","0",,"1","1FFFFF","1AAAAAAAA187AA",,,"6",,,,"4"
"5100208","2024-09-19T10:00:00","22.30","-159.60",,,"1","4","2","0","0","0","11",,,,,,,,,,,,"0",,,,,"1","259",,,,"A",,,,"8","3",,,,"234","29","993","114","6","0",,"1","1FFFFF","1AAAAAAAA187AA",,,"6",,,,"4"
