"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","THICKNESS_OF_I","IND_FOR_PRECIP"
"2101823","2024-09-13T12:00:00","27.93","-163.77",,,"1","4","2","5",,,"11",,,,,,,,,"10177",,,"8",,,,,"9","266",,,,,,,,,,,,"233","73","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4601711","2024-09-13T12:00:00","29.82","-167.88",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,,"9","257",,,,,,,,,,,,"233","97","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602596","2024-09-13T12:00:00","28.66","-165.51",,,"1","4","2","5",,,"11",,,,,,,,,"10190",,,"8",,,,,"9","271",,,,,,,,,,,,"233","85","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602619","2024-09-13T12:00:00","20.16","-162.06",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","277",,,,,,,,,,,,"233","2","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602626","2024-09-13T12:00:00","24.48","-163.16",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","275",,,,,,,,,,,,"233","43","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602722","2024-09-13T12:00:00","24.61","-166.53",,,"1","4","2","5",,,"11",,,,,,,,,"10158",,,"8",,,,,"9","277",,,,,,,,,,,,"233","46","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2024-09-13T12:00:00","24.50","-162.00",,,"1","4","2","0","0","0","11","0","90","1","50",,,,,"10160",,,"0","266",,,"226","1","275",,,,"A",,,"3","1","7","8","2","233","42","993","114","6","1","2","1","111111","11AAA11A11811A",,,"6",,,"4"
"5100101","2024-09-13T12:00:00","24.40","-162.10",,,"1","4","2","0","0","0","11","0","80","1","40",,,,,"10162","8","11","0","267",,,,"1","273",,,,"A",,,,,,,,"233","42","993","114","6","1","2","1","11111F","11AAA11AA18AA1",,,"6",,,"4"
"5102629","2024-09-13T12:00:00","26.11","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5103556","2024-09-13T12:00:00","29.39","-168.46",,,"1","4","2","5",,,"11",,,,,,,,,"10185",,,"8",,,,,"9","256",,,,,,,,,,,,"233","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5103558","2024-09-13T12:00:00","27.91","-164.08",,,"1","4","2","5",,,"11",,,,,,,,,"10172",,,"8",,,,,"9","269",,,,,,,,,,,,"233","74","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"WTEE","2024-09-13T12:00:00","23.40","-166.30",,,"1","6","2","5","9",,"1",,"100","4","62",,,,,"10155",,,"8","270",,,"251","3","275",,,"A",,"A","A",,,,,,"233","36","798","172","5","1","2","1","11FF1F","17AAA11AA18AAA",,"5",,,,
"5100001","2024-09-13T12:10:00","24.45","-162.01",,,"1","5","2","5",,,"11",,"80",,"43",,,,,"10158",,,"8","267",,,"226","9","275",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-13T12:10:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","86",,"45",,,,,"10162",,,"8","267",,,,"9","273",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-13T12:20:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"80","1","40",,,,,"10158",,,"8","267",,,"223",,,,,,,,,,"3","25","9","3","233","42","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,
"5100101","2024-09-13T12:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"90","1","50",,,,,"10162",,,"8","268",,,,,,,,,,,,,"3","5","8","3","233","42","798","172","6","1","2","1","F1111F","11AAA11AAAA31A",,,,,,
"5100001","2024-09-13T12:30:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","81",,"45",,,,,"10158",,,"8","268",,,"223","9","275",,,,,,,,,,,,"233","42","798","172","6","0",,"1","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-13T12:30:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","87",,"48",,,,,"10162",,,"8","269",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-13T12:40:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","81",,"44",,,,,"10156",,,"8","268",,,"226","9","275",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-13T12:40:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","85",,"47",,,,,"10160",,,"8","268",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-13T13:00:00","24.50","-162.00",,,"1","4","2","0","0","0","11","0","80","1","40",,,,,"10156",,,"0","268",,,"226","1","275",,,,"A",,,,,,,,"233","42","993","114","6","0",,"1","111111","11AAA11A118AAA",,,"6",,,"4"
"5100101","2024-09-13T13:00:00","24.40","-162.10",,,"1","4","2","0","0","0","11","0","90","1","40",,,,,"10159","6","13","0","267",,,,"1","274",,,,"A",,,,,,,,"233","42","993","114","6","0",,"1","11111F","11AAA11AA18AA1",,,"6",,,"4"
"WTEE","2024-09-13T13:00:00","23.50","-166.30",,,"1","6","2","5","9",,"1",,"90","4","62",,,,,"10153",,,"8","268",,,"250","3","275",,,"A",,"A","A",,,,,,"233","36","798","172","5","1","2","1","111111","11AAA11A118AAA",,"5",,,,
"5100001","2024-09-13T13:10:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","93",,"43",,,,,"10156",,,"8","267",,,"230","9","275",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-13T13:10:00","24.36","-162.08",,,"1","4","2","5",,,"11",,"90",,"43",,,,,"10159",,,"8","267",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-13T13:20:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"90","1","40",,,,,"10155",,,"8","266",,,"230",,,,,,,,,,"3","6","8","3","233","42","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,
"5100101","2024-09-13T13:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"90","1","40",,,,,"10159",,,"8","266",,,,,,,,,,,,,"3","5","8","3","233","42","798","172","6","1","2","1","F1111F","11AAA11AAAA31A",,,,,,
"5100001","2024-09-13T13:30:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","92",,"42",,,,,"10155",,,"8","266",,,"227","9","275",,,,,,,,,,,,"233","42","798","172","6","0",,"1","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-13T13:30:00","24.36","-162.08",,,"1","4","2","5",,,"11",,"100",,"36",,,,,"10159",,,"8","267",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-13T13:40:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","91",,"38",,,,,"10155",,,"8","266",,,"224","9","275",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-13T13:40:00","24.36","-162.08",,,"1","4","2","5",,,"11",,"100",,"35",,,,,"10159",,,"8","267",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-13T13:50:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"100","1","30",,,,,"10156",,,"8","267",,,"227",,,,,,,,,,"3","5","8","3","233","42","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,
"5100101","2024-09-13T13:50:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"110","1","40",,,,,"10159",,,"8","267",,,,,,,,,,,,,"3","4","8","3","233","42","798","172","6","1","2","1","F1111F","11AAA11AAAA31A",,,,,,
"2101823","2024-09-13T14:00:00","27.93","-163.79",,,"1","4","2","5",,,"11",,,,,,,,,"10174",,,"8",,,,,"9","266",,,,,,,,,,,,"233","73","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4601711","2024-09-13T14:00:00","29.80","-167.90",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,,"9","257",,,,,,,,,,,,"233","97","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4601763","2024-09-13T14:00:00","27.69","-160.73",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","241",,,,,,,,,,,,"233","70","798","172","7","0",,"1","1FFF7F","1AAAA6AAA1AAAA","4",,,,,
"4602596","2024-09-13T14:00:00","28.67","-165.50",,,"1","4","2","5",,,"11",,,,,,,,,"10186",,,"8",,,,,"9","271",,,,,,,,,,,,"233","85","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602619","2024-09-13T14:00:00","20.14","-162.08",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","277",,,,,,,,,,,,"233","2","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602626","2024-09-13T14:00:00","24.50","-163.17",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","275",,,,,,,,,,,,"233","43","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602722","2024-09-13T14:00:00","24.60","-166.54",,,"1","4","2","5",,,"11",,,,,,,,,"10157",,,"8",,,,,"9","277",,,,,,,,,,,,"233","46","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602740","2024-09-13T14:00:00","26.98","-162.70",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","273",,,,,,,,,,,,"233","62","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5100001","2024-09-13T14:00:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","81",,"34",,,,,"10156",,,"8","266",,,"226","9","275",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-13T14:00:00","24.36","-162.08",,,"1","4","2","5",,,"11",,"100",,"37",,,,,"10160",,,"8","267",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5102629","2024-09-13T14:00:00","26.11","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5103556","2024-09-13T14:00:00","29.37","-168.46",,,"1","4","2","5",,,"11",,,,,,,,,"10183",,,"8",,,,,"9","256",,,,,,,,,,,,"233","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5103558","2024-09-13T14:00:00","27.91","-164.09",,,"1","4","2","5",,,"11",,,,,,,,,"10170",,,"8",,,,,"9","269",,,,,,,,,,,,"233","74","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"WTEE","2024-09-13T14:00:00","23.50","-166.30",,,"1","6","2","5","9",,"1",,"100","4","67",,,,,"10153",,,"8","269",,,"255","3","274",,,"A",,"A","A",,,,,,"233","36","798","172","5","1","2","1","111111","11AAA11A118AAA",,"5",,,,
"5100001","2024-09-13T14:10:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","82",,"40",,,,,"10156",,,"8","267",,,"230","9","275",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-13T14:10:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","91",,"48",,,,,"10160",,,"8","264",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-13T14:20:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","91",,"53",,,,,"10157",,,"8","264",,,"233","9","275",,,,,,,,,,,,"233","42","798","172","6","0",,"1","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-13T14:20:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","72",,"39",,,,,"10160",,,"8","265",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-13T14:30:00","24.45","-162.01",,,"1","5","2","5",,,"11",,"100",,"52",,,,,"10157",,,"8","260",,,"226","9","275",,,,,,,,,,,,"233","42","798","172","6","0",,"1","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-13T14:30:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","71",,"35",,,,,"10162",,,"8","260",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-13T14:40:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","111",,"47",,,,,"10159",,,"8","260",,,"228","9","275",,,,,,,,,,,,"233","42","798","172","6","0",,"1","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-13T14:40:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","158",,"37",,,,,"10163",,,"8","251",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-13T14:50:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","107",,"31",,,,,"10160",,,"8","259",,,"226","9","275",,,,,,,,,,,,"233","42","798","172","6","0",,"1","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-13T14:50:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","128",,"24",,,,,"10164",,,"8","254",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,
"2101823","2024-09-13T15:00:00","27.92","-163.80",,,"1","4","2","5",,,"11",,,,,,,,,"10176",,,"8",,,,,"9","266",,,,,,,,,,,,"233","73","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4601711","2024-09-13T15:00:00","29.80","-167.90",,,"1","4","2","5",,,"11",,,,,,,,,"10199",,,"8",,,,,"9","257",,,,,,,,,,,,"233","97","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602596","2024-09-13T15:00:00","28.67","-165.49",,,"1","4","2","5",,,"11",,,,,,,,,"10188",,,"8",,,,,"9","271",,,,,,,,,,,,"233","85","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602619","2024-09-13T15:00:00","20.13","-162.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","277",,,,,,,,,,,,"233","2","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602626","2024-09-13T15:00:00","24.51","-163.18",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","275",,,,,,,,,,,,"233","43","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602722","2024-09-13T15:00:00","24.59","-166.54",,,"1","4","2","5",,,"11",,,,,,,,,"10158",,,"8",,,,,"9","277",,,,,,,,,,,,"233","46","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2024-09-13T15:00:00","24.45","-162.01",,,"1","5","2","5",,,"11",,"100",,"23",,,,,"10161",,,"8","261",,,"228","9","275",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-13T15:00:00","24.40","-162.10",,,"1","4","2","0","0","0","11","0","130","1","20",,,,,"10164",,,"0","254",,,,"1","274",,,,"A",,,"4","1","6","8","2","233","42","993","114","6","1","2","1","11111F","11AAA11AA1811A",,,"6",,,"4"
"5102629","2024-09-13T15:00:00","26.11","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5103556","2024-09-13T15:00:00","29.37","-168.47",,,"1","4","2","5",,,"11",,,,,,,,,"10182",,,"8",,,,,"9","256",,,,,,,,,,,,"233","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5103558","2024-09-13T15:00:00","27.91","-164.10",,,"1","4","2","5",,,"11",,,,,,,,,"10173",,,"8",,,,,"9","268",,,,,,,,,,,,"233","74","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"WTEE","2024-09-13T15:00:00","23.50","-166.30",,,"1","6","2","5","9",,"1",,"90","4","57",,,,,"10156",,,"8","267",,,"248","3","274",,,"A",,"A","A",,,,,,"233","36","798","172","5","1","2","1","111111","11AAA11A118AAA",,"5",,,,
"5100001","2024-09-13T15:10:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","82",,"20",,,,,"10162",,,"8","263",,,"231","9","275",,,,,,,,,,,,"233","42","798","172","6","0",,"1","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-13T15:10:00","24.36","-162.08",,,"1","4","2","5",,,"11",,"340",,"11",,,,,"10165",,,"8","256",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-13T15:20:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"30","1","20",,,,,"10162",,,"8","262",,,"233",,,,,,,,,,"3","6","8","3","233","42","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,
"5100101","2024-09-13T15:20:00","24.36","-162.08",,,"1","4","2","5",,,"11",,"320",,"9",,,,,"10166",,,"8",,,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","1","2","1","1F111F","11AAA1AAA1AAAA",,,,,,
"5100001","2024-09-13T15:30:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","27",,"21",,,,,"10162",,,"8","259",,,"232","9","275",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-13T15:30:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","359",,"12",,,,,"10167",,,"8","259",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-13T15:40:00","24.45","-162.01",,,"1","4","2","5",,,"11",,"50",,"21",,,,,"10163",,,"8","260",,,"230",,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100101","2024-09-13T15:40:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","59",,"19",,,,,"10167",,,"8","262",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"2101823","2024-09-13T16:00:00","27.92","-163.80",,,"1","4","2","5",,,"11",,,,,,,,,"10182",,,"8",,,,,"9","266",,,,,,,,,,,,"233","73","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4601711","2024-09-13T16:00:00","29.79","-167.90",,,"1","4","2","5",,,"11",,,,,,,,,"10202",,,"8",,,,,"9","257",,,,,,,,,,,,"233","97","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602596","2024-09-13T16:00:00","28.67","-165.48",,,"1","4","2","5",,,"11",,,,,,,,,"10192",,,"8",,,,,"9","271",,,,,,,,,,,,"233","85","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602619","2024-09-13T16:00:00","20.13","-162.10",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","277",,,,,,,,,,,,"233","2","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602626","2024-09-13T16:00:00","24.51","-163.18",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","274",,,,,,,,,,,,"233","43","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602722","2024-09-13T16:00:00","24.59","-166.53",,,"1","4","2","5",,,"11",,,,,,,,,"10161",,,"8",,,,,"9","277",,,,,,,,,,,,"233","46","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602740","2024-09-13T16:00:00","26.98","-162.72",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","273",,,,,,,,,,,,"233","62","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5100001","2024-09-13T16:00:00","24.50","-162.00",,,"1","4","2","0","0","0","11","0","80","1","40",,,,,"10165","3","10","0","263",,,"229","1","275",,,,"A",,,,,,,,"233","42","993","114","6","1","2","1","111111","11AAA11A118AA1",,,"6",,,"4"
"5100101","2024-09-13T16:00:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","103",,"28",,,,,"10169",,,"8","263",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5102629","2024-09-13T16:00:00","26.11","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5103556","2024-09-13T16:00:00","29.36","-168.48",,,"1","4","2","5",,,"11",,,,,,,,,"10187",,,"8",,,,,"9","256",,,,,,,,,,,,"233","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5103558","2024-09-13T16:00:00","27.91","-164.10",,,"1","4","2","5",,,"11",,,,,,,,,"10177",,,"8",,,,,"9","268",,,,,,,,,,,,"233","74","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"WTEE","2024-09-13T16:00:00","23.50","-166.30",,,"1","6","2","5","9",,"1",,"80","4","62",,,,,"10157",,,"8","267",,,"248","3","274",,,"A",,"A","A",,,,,,"233","36","798","172","5","1","2","1","11FF11","17AAA11A118AAA",,"5",,,,
"5100001","2024-09-13T16:10:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","84",,"41",,,,,"10166",,,"8","265",,,"228","9","275",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-13T16:10:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","84",,"34",,,,,"10170",,,"8","265",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-13T16:20:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"80","1","40",,,,,"10167",,,"8","265",,,"226",,,,,,,,,,"3","29","8","3","233","42","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,
"5100101","2024-09-13T16:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"90","1","40",,,,,"10171",,,"8","266",,,,,,,,,,,,,"3","5","8","2","233","42","798","172","6","1","2","1","F1111F","11AAA11AAAA31A",,,,,,
"5100001","2024-09-13T16:30:00","24.45","-162.01",,,"1","5","2","5",,,"11",,"80",,"45",,,,,"10168",,,"8","265",,,"226","9","275",,,,,,,,,,,,"233","42","798","172","6","0",,"1","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-13T16:30:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","79",,"45",,,,,"10171",,,"8","265",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-13T16:40:00","24.45","-162.01",,,"1","5","2","5",,,"11",,"80",,"43",,,,,"10168",,,"8","265",,,"227","9","276",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-13T16:40:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","78",,"44",,,,,"10172",,,"8","265",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-13T16:50:00","24.45","-162.01",,,"1","5","2","5",,,"11",,"80",,"43",,,,,"10169",,,"8","265",,,"224","9","276",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-13T16:50:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"70","1","40",,,,,"10172",,,"8","265",,,,,,,,,,,,,"3","5","8","3","233","42","798","172","6","1","2","2","F1111F","11AAA11AAAA31A",,,,,,
"2101823","2024-09-13T17:00:00","27.93","-163.80",,,"1","4","2","5",,,"11",,,,,,,,,"10186",,,"8",,,,,"9","266",,,,,,,,,,,,"233","73","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4601711","2024-09-13T17:00:00","29.78","-167.91",,,"1","4","2","5",,,"11",,,,,,,,,"10204",,,"8",,,,,"9","257",,,,,,,,,,,,"233","97","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602596","2024-09-13T17:00:00","28.68","-165.47",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,,"9","271",,,,,,,,,,,,"233","85","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602619","2024-09-13T17:00:00","20.12","-162.10",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","277",,,,,,,,,,,,"233","2","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602722","2024-09-13T17:00:00","24.59","-166.53",,,"1","4","2","5",,,"11",,,,,,,,,"10167",,,"8",,,,,"9","277",,,,,,,,,,,,"233","46","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602740","2024-09-13T17:00:00","26.98","-162.72",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","273",,,,,,,,,,,,"233","62","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
