"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","ICE_OF_LAND_ORIGIN","IND_FOR_PRECIP"
"VRJL6","2024-09-24T14:00:00","20.80","-108.40",,,"1","5","2","5","7","3","1",,,,,,,,,"10063","3","13","8","263",,"233","220",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-24T15:00:00","23.20","-106.40",,,"1","5","2","5","2","2","1",,,,,,,,,"10060","3","16","8","283",,"274","271",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRGV9","2024-09-24T15:00:00","20.90","-108.40",,,"1","5","2","5","7","3","1",,,,,,,,,"10077","1","17","8","274",,"261","257",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRGV9","2024-09-24T16:00:00","21.10","-108.70",,,"1","5","2","5","7","3","1",,,,,,,,,"10082","3","16","8","268",,"257","253",,,,,"A",,"A","A",,,,,,,"239","18","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRJL6","2024-09-24T16:00:00","21.10","-108.80",,,"1","4","0","0","7","3","1",,,,,,,,,"10072","1","14","0","266","0","235","222",,,,,,"A",,,,,,,,,"239","18","992","114","5","0",,"2","F1FF11","1AAAA1111A8AA1",,"1",,,,,,"4"
"9V7979","2024-09-24T17:00:00","20.60","-107.70",,,"1","6","2","5","3","4","1",,"290","4","77","1","98","2","2","10080",,,"8","290",,"256","242","1","280","7","7","5","6","A","A",,"3","1",,,,"239","7","798","172","5","1","2","2","111111","111111111111AA","5",,"2",,,,,
"C6FU4","2024-09-24T17:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10064","0","14","8","299",,"285","281",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRGV9","2024-09-24T17:00:00","21.20","-108.90",,,"1","5","2","5","7","3","1",,,,,,,,,"10083","1","11","8","279",,"262","256",,,,,"A",,"A","A",,,,,,,"239","18","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRJL6","2024-09-24T17:00:00","21.20","-109.00",,,"1","5","2","5","7","3","1",,,,,,,,,"10076","1","13","8","271",,"237","224",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-24T18:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10061","0","1","8","304",,"287","282",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRGV9","2024-09-24T18:00:00","21.30","-109.10",,,"1","5","2","5","7","3","1",,,,,,,,,"10081","0","3","8","299",,"272","263",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRJL6","2024-09-24T18:00:00","21.40","-109.20",,,"1","5","2","5","7","3","1",,,,,,,,,"10073","0","3","8","289",,"247","231",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-24T19:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10053","8","14","8","305",,"287","281",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRGV9","2024-09-24T19:00:00","21.50","-109.30",,,"1","5","2","5","7","3","1",,,,,,,,,"10074","8","8","8","297",,"270","261",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRJL6","2024-09-24T19:00:00","21.50","-109.40",,,"1","5","2","5","7","3","1",,,,,,,,,"10068","8","4","8","294",,"252","236",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-24T20:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10046","8","19","8","308",,"288","282",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRGV9","2024-09-24T20:00:00","21.60","-109.50",,,"1","5","2","5","7","3","1",,,,,,,,,"10066","8","16","8","280",,"260","252",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRJL6","2024-09-24T20:00:00","21.60","-109.60",,,"1","5","2","5","7","3","1",,,,,,,,,"10060","8","16","8","294",,"250","234",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRGV9","2024-09-24T21:00:00","21.80","-109.70",,,"1","5","2","5","7","3","1",,,,,,,,,"10059","8","22","8","264",,"252","248",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRJL6","2024-09-24T21:00:00","21.70","-109.80",,,"1","4","0","0","7","3","1",,,,,,,,,"10053","8","20","0","291","0","247","231",,,,,,"A",,,,,,,,,"239","19","992","114","5","0",,"2","F1FF11","1AAAA1111A8AA1",,"1",,,,,,"4"
"C6FU4","2024-09-24T22:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10030","8","22","8","330",,"295","285",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F3FF21","1AAAA1111A8AA1","5",,,,,,,
"VRGV9","2024-09-24T22:00:00","21.90","-109.90",,,"1","5","2","5","7","3","1",,,,,,,,,"10056","6","18","8","259",,"249","245",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRJL6","2024-09-24T22:00:00","21.90","-110.00",,,"1","5","2","5","7","3","1",,,,,,,,,"10053","6","15","8","289",,"247","231",,,,,"A",,"A","A",,,,,,,"238","10","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-25T00:00:00","23.20","-106.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10032","5","8","8","339",,"300","289",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F3FF21","1AAAA1111A8AA1","5",,,,,,,
"VRJL6","2024-09-25T01:00:00","23.00","-107.40",,,"1","5","2","5","1","9","1",,,,,,,,,"10057","3","5","8","247",,"219","206",,,,,"A",,"A","A",,,,,,,"239","37","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-25T02:00:00","23.10","-106.60",,,"1","6","2","5","6","1","1",,"320","4","93","1","98",,,"10033","0","5","8","290",,"281","279","1","320","4",,"A","A","A","A",,,,,,,"239","36","798","172","5","1","2","1","111121","111AA111111AA1","5",,,,,,,
"C6FU4","2024-09-25T05:00:00","22.90","-107.50",,,"1","6","2","5","6","4","1",,"320","4","51","1","98",,,"10048","1","15","8","283",,"271","268","1","311","3",,"A","A","A","A",,,,,,,"239","27","798","172","5","1","2","1","111111","111AA111111AA1","5",,,,,,,
"C6FU4","2024-09-25T06:00:00","22.90","-107.90",,,"1","5","2","5","9",,"1",,,,,,,,,"10046","0","3","8","277",,"267","263",,,,,"A",,"A","A",,,,,,,"239","27","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-25T07:00:00","22.80","-108.20",,,"1","5","2","5","6","4","1",,,,,,,,,"10040","8","8","8","278",,"271","268",,,,,"A",,"A","A",,,,,,,"239","28","798","172","5","1","2","1","F1FF21","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-25T09:00:00","22.70","-108.90",,,"1","5","2","5","6","4","1",,,,,,,,,"10038","5","8","8","280",,"269","266",,,,,"A",,"A","A",,,,,,,"239","28","798","172","5","1","2","1","F1FF21","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-25T10:00:00","22.70","-109.20",,,"1","5","2","5","6","4","1",,,,,,,,,"10035","6","5","8","286",,"271","266",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","1","F1FF21","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-25T11:00:00","22.60","-109.50",,,"1","5","2","5","6","5","1",,,,,,,,,"10029","8","8","8","263",,"252","249",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","1","F1FF21","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-25T12:00:00","22.60","-109.80",,,"1","5","2","5","6","4","1",,,,,,,,,"10021","8","17","8","245",,"238","235",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","1","F1FF41","1AAAA1111A8AA1","5",,,,,,,
"VRTO4","2024-09-25T15:00:00","21.20","-108.90",,,"1","6","2","5","3","4","1",,"310","4","82","1","98",,,"10166","4","0","8","280",,"240","224","1","230","2","2","1","5","4","1",,,"2",,,,"239","18","798","172","5","1","2","2","411111","111AA1111113A1","5",,,,,,,
"RVDDL2B","2024-09-25T22:00:00","21.73","-109.30",,,"1","6","2","5","7","3","1",,,,,"1","98","1","0","10042","6","30","8","271",,"251","242","1","290","3","2","1","4","1","1",,"3","4","30","4","4","239","19","798","172","5","0",,"2","11FF11","17111111111111","5",,"0",,,,,
"VRUY2","2024-09-26T04:00:00","21.90","-109.80",,,"1","5","2","5","3","4","1",,,,,,,,,"10056","3","9",,,,,,,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,
"VRUY2","2024-09-26T05:00:00","21.80","-109.60",,,"1","5","2","5","3","4","1",,,,,,,,,"10058","1","12",,,,,,,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,
"VRUY2","2024-09-26T06:00:00","21.60","-109.40",,,"1","5","2","5","3","4","1",,,,,,,,,"10059","1","11",,,,,,,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,
"VRUY2","2024-09-26T07:00:00","21.50","-109.20",,,"1","5","2","5","3","4","1",,,,,,,,,"10058","0","2",,,,,,,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,
"VRUY2","2024-09-26T09:00:00","21.20","-108.70",,,"1","5","2","5","3","3","1",,,,,,,,,"10050","5","9",,,,,,,,,,"A",,"A","A",,,,,,,"239","18","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,
"VRUY2","2024-09-26T10:00:00","21.10","-108.50",,,"1","5","2","5","3","3","1",,,,,,,,,"10042","6","16",,,,,,,,,,"A",,"A","A",,,,,,,"239","18","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,
"VRUY2","2024-09-26T11:00:00","20.90","-108.40",,,"1","5","2","5","3","3","1",,,,,,,,,"10039","8","13",,,,,,,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","1","FFFF2F","1AAAA1AAAA8AA1","5",,,,,,,
"LAQO7","2024-09-26T12:00:00","21.30","-107.80",,,"1","6","2","5","3","3","1",,"290","4","72","1","98","2","1","10065","4","0","8","260",,"250","246","1","280","3",,"1","2","A","A",,"4","2","29","7","3","239","17","798","172","5","1","2","1","111111","11111111111111","5",,"1",,,,,
"VRUY2","2024-09-26T12:00:00","20.70","-108.20",,,"1","5","2","5","3","4","1",,,,,,,,,"10041","5","9",,,,,,,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,
"VRUY2","2024-09-26T13:00:00","20.50","-108.00",,,"1","5","2","5","3","4","1",,,,,,,,,"10047","3","5",,,,,,,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,
"VRVB9","2024-09-26T13:00:00","20.00","-107.50",,,"1","5","2","5","7","3","1",,,,,,,,,"10042","1","14","8","258",,"246","242",,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRUY2","2024-09-26T14:00:00","20.30","-107.80",,,"1","5","2","5","3","4","1",,,,,,,,,"10056","3","17",,,,,,,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,
"VRVB9","2024-09-26T14:00:00","20.20","-107.70",,,"1","5","2","5","7","4","1",,,,,,,,,"10050","3","18","8","258",,"248","244",,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRUY2","2024-09-26T15:00:00","20.10","-107.60",,,"1","5","2","5","3","4","1",,,,,,,,,"10060","1","19",,,,,,,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1","5",,,,,,,
"VRVB9","2024-09-26T15:00:00","20.30","-107.90",,,"1","5","2","5","7","4","1",,,,,,,,,"10054","1","19","8","285",,"263","255",,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRVB9","2024-09-26T16:00:00","20.50","-108.10",,,"1","5","2","5","7","4","1",,,,,,,,,"10061","3","19","8","289",,"266","258",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRVB9","2024-09-26T17:00:00","20.60","-108.40",,,"1","5","2","5","7","4","1",,,,,,,,,"10060","0","11","8","289",,"263","254",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRVB9","2024-09-26T18:00:00","20.80","-108.60",,,"1","5","2","5","7","4","1",,,,,,,,,"10057","0","3","8","280",,"259","251",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRVB9","2024-09-26T19:00:00","20.90","-108.80",,,"1","5","2","5","7","4","1",,,,,,,,,"10049","8","12","8","275",,"257","250",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRVB9","2024-09-26T20:00:00","21.10","-109.00",,,"1","5","2","5","7","3","1",,,,,,,,,"10040","8","20","8","275",,"255","248",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRVB9","2024-09-26T21:00:00","21.20","-109.20",,,"1","5","2","5","7","3","1",,,,,,,,,"10037","8","20","8","273",,"253","246",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","F1FF21","1AAAA1111A8AA1","5",,,,,,,
"VRVB9","2024-09-26T22:00:00","21.40","-109.40",,,"1","5","2","5","7","3","1",,,,,,,,,"10033","6","16","8","270",,"250","242",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","F1FF21","1AAAA1111A8AA1","5",,,,,,,
"VRVB9","2024-09-26T23:00:00","21.50","-109.70",,,"1","5","2","5","7","3","1",,,,,,,,,"10031","5","8","8","268",,"249","242",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","F1FF21","1AAAA1111A8AA1","5",,,,,,,
"VRVB9","2024-09-27T00:00:00","21.60","-109.90",,,"1","5","2","5","7","3","1",,,,,,,,,"10039","3","2","8","253",,"239","233",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","F1FF21","1AAAA1111A8AA1","5",,,,,,,
"VRQZ7","2024-09-27T13:00:00","21.50","-109.60",,,"1","6","2","5","3","3","1",,"60","4","46","1","98",,,"10120","2","10","8","220",,,"190","0",,"4","2","6","4","7","2",,,,"6",,"0","239","19","798","172","5","1","2","1","641111","111AA11A161A31","5",,,,,,,
"C6WW7","2024-09-27T20:00:00","20.20","-109.50",,,"1","6","2","5","7","3","1",,"320","4","93","1","97","2",,"10052","4","0","8","270","0","250","241","1","280","5","5","7","3","4","8",,"8","3","27","9","3","239","9","798","172","5","1","2","2","111111","1111A111111111","5",,,,,,,
"MEDZ7","2024-09-28T18:00:00","21.50","-108.90",,,"1","6","2","5","3","4","1",,"290","4","41",,,,,"10100",,,"8","258",,"248","244","3","267",,,"A",,"A","A",,,,,,,"239","18","798","172","5","1","2","2","111111","11AAA111118AAA","5",,,,,,,
"OXSQ2","2024-09-28T21:00:00","20.80","-109.40",,,"1","6","2","5","7","4","1",,"250","3","46","1","98","1","1","10174","1","10","8","290",,"260","248","1","280","4","4","5","6","6","8",,"10","1","29","9","4","239","9","798","172","5","1","2","2","111111","11111111111111","5",,"1",,"0","0","0",
"9V7978","2024-09-29T21:00:00","20.90","-108.20",,,"1","6","2","5","7","5","1",,"110","4","77","1","98","3",,"10090",,,"8","290",,"250","235","1","270","6","5","5","4","4","4",,"2","2","30","1","4","239","8","798","172","5","1","2","2","111111","1111A11111111A","5",,,,,,,
"VRQK3","2024-09-29T21:00:00","20.50","-109.70",,,"1","6","2","5","3","3","1",,"80","4","21",,,"3","2","10148",,,"8","290",,"270","263","7","267","7","7","7","4","6","5",,"10","1","29","10","4","239","9","798","172","5","1","2","2","111111","11A1111111111A","5",,"2",,,,,
"C6FU4","2024-09-30T14:00:00","22.80","-109.90",,,"1","5","2","5","3","4","1",,,,,,,,,"10096","3","13","8","263",,"254","251",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-30T15:00:00","22.80","-109.90",,,"1","5","2","5","9",,"1",,,,,,,,,"10103","3","19","8","280",,"261","255",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-30T16:00:00","22.80","-109.90",,,"1","5","2","5","2","2","1",,,,,,,,,"10109","1","20","8","275",,"256","250",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
