"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"KWHH1","2015-09-11T20:18:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","230","4","31",,,,"10102",,,"0","286",,,,"1","301",,,,"A",,,,,,,,"234","5","995","114","16","0",,"2","51312F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-11T20:18:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","120","4","46",,,,"10110",,,,"285",,,,"1","298",,,,,,,,,,,,"234","17","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-11T20:18:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","150","4","31",,,,"10102",,,,"287",,,,"1","299",,,,,,,,,,,,"234","19","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-11T20:18:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","70","4","15",,,,"10107",,,"0","287",,,,"1","293",,,,"A",,,,,,,,"234","17","995","114","16","0",,"2","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-11T20:24:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","300","4","36",,,,"10098",,,"0","298",,,,"1","295",,,,"A",,,,,,,,"234","6","995","114","16","1","2","2","33312F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-11T20:24:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","230","4","31",,,,"10102",,,"0","286",,,,"1","301",,,,"A",,,,,,,,"234","5","995","114","16","1","2","2","51312F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-11T20:24:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","120","4","57",,,,"10110",,,,"286",,,,"1","298",,,,,,,,,,,,"234","17","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-11T20:24:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","130","4","26",,,,"10103",,,,"290",,,,"1","299",,,,,,,,,,,,"234","19","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-11T20:24:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","110","4","10",,,,"10107",,,"0","291",,,,"1","293",,,,"A",,,,,,,,"234","17","995","114","16","1","2","2","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-11T20:30:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","310","4","15",,,,"10097",,,"0","299",,,,"1","295",,,,"A",,,,,,,,"234","6","995","114","16","1","2","2","33112F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-11T20:30:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","230","4","41",,,,"10102",,,"0","286",,,,"1","301",,,,"A",,,,,,,,"234","5","995","114","16","1","2","2","51312F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-11T20:30:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","120","4","36",,,,"10109",,,,"288",,,,"1","298",,,,,,,,,,,,"234","17","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-11T20:30:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","140","4","41",,,,"10103",,,,"287",,,,"1","299",,,,,,,,,,,,"234","19","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-11T20:30:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","120","4","15",,,,"10107",,,"0","290",,,,"1","293",,,,"A",,,,,,,,"234","17","995","114","16","1","2","2","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100208","2015-09-11T20:31:00","22.30","-159.60",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","298",,,,,,,"8","3","6","11","1","234","29","793","103","6","1","2","2","3FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100204","2015-09-11T20:33:00","21.30","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","290",,,,,,,"10","2","19","13","1","234","18","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"5100207","2015-09-11T20:33:00","21.50","-157.80",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","281",,,,,,,"7","3",,,,"234","17","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A7AA",,,"6",,,,,,,,,,,"4"
"5100201","2015-09-11T20:34:00","21.70","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","288",,,,,,,"7","2",,,,"234","18","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A7AA",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-11T20:36:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","290","4","15",,,,"10097",,,"0","299",,,,"1","295",,,,"A",,,,,,,,"234","6","995","114","16","0",,"2","33112F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-11T20:36:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","240","4","31",,,,"10102",,,"0","285",,,,"1","301",,,,"A",,,,,,,,"234","5","995","114","16","0",,"2","51312F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-11T20:36:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","110","4","51",,,,"10110",,,,"286",,,,"1","298",,,,,,,,,,,,"234","17","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-11T20:36:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","210","4","15",,,,"10104",,,,"286",,,,"1","299",,,,,,,,,,,,"234","19","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-11T20:36:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","361","4","0",,,,"10107",,,"0","293",,,,"1","293",,,,"A",,,,,,,,"234","17","995","114","16","0",,"2","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100205","2015-09-11T20:37:00","21.00","-156.40",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","283",,,,,,,"8","4","8","11","1","234","16","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100202","2015-09-11T20:41:00","21.40","-157.70",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","286",,,,,,,"7","4","11","11","1","234","17","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-11T20:42:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","360","4","10",,,,"10097",,,"0","303",,,,"1","295",,,,"A",,,,,,,,"234","6","995","114","16","0",,"2","35112F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-11T20:42:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","230","4","31",,,,"10102",,,"0","287",,,,"1","301",,,,"A",,,,,,,,"234","5","995","114","16","0",,"2","51312F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-11T20:42:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","120","4","41",,,,"10109",,,,"285",,,,"1","298",,,,,,,,,,,,"234","17","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-11T20:42:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","200","4","21",,,,"10104",,,,"287",,,,"1","299",,,,,,,,,,,,"234","19","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-11T20:42:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","50","4","10",,,,"10106",,,"0","293",,,,"1","294",,,,"A",,,,,,,,"234","17","995","114","16","0",,"2","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-11T20:48:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","350","4","10",,,,"10097",,,"0","306",,,,"1","295",,,,"A",,,,,,,,"234","6","995","114","16","0",,"2","35112F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-11T20:48:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","240","4","26",,,,"10101",,,"0","286",,,,"1","301",,,,"A",,,,,,,,"234","5","995","114","16","0",,"2","51112F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-11T20:48:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","120","4","46",,,,"10109",,,,"288",,,,"1","298",,,,,,,,,,,,"234","17","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-11T20:48:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","120","4","36",,,,"10105",,,,"291",,,,"1","299",,,,,,,,,,,,"234","19","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-11T20:48:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","20","4","10",,,,"10106",,,"0","292",,,,"1","293",,,,"A",,,,,,,,"234","17","995","114","16","0",,"2","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"WTEE","2015-09-11T20:49:00","21.60","-159.70",,,"1","4","2","0","2","2",,"1","0","170","4","57",,,,"10103",,,"0","283",,,,,"288",,,,"A",,,,,,,,"234","19","992","114","5","1","2","2","11131F","11AAA11AA18AAA",,,"3",,,,,,,,,,,"4"
"5100000","2015-09-11T20:50:00","23.50","-153.80",,,"1","4",,"0",,,,"11","0","100","1","80",,,,"10133","0","0",,"262",,,,"1","269",,,,,,,"6","3","9","8","2","234","33","793","103","6","1","2","2","11111F","11AAA11AA1A111",,,"6",,,,,,,,,,,"4"
"4600561","2015-09-11T20:52:00","28.26","-157.35",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","264",,,,,,,,,,,,"234","87","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"KLIH1","2015-09-11T20:54:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","50","4","21",,,,"10097",,,"0","304",,,,"1","295",,,,"A",,,,,,,,"234","6","995","114","16","1","2","2","35112F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-11T20:54:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","240","4","26",,,,"10100",,,"0","288",,,,"1","302",,,,"A",,,,,,,,"234","5","995","114","16","1","2","2","51112F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-11T20:54:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","110","4","51",,,,"10109",,,,"288",,,,"1","297",,,,,,,,,,,,"234","17","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-11T20:54:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","140","4","15",,,,"10105",,,,"289",,,,"1","299",,,,,,,,,,,,"234","19","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-11T20:54:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","260","4","5",,,,"10107",,,"0","293",,,,"1","293",,,,"A",,,,,,,,"234","17","995","114","16","1","2","2","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"2100908","2015-09-11T21:00:00","25.06","-151.74",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"259",,,,,,,,,,,,"234","51","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4600561","2015-09-11T21:00:00","28.26","-157.35",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","264",,,,,,,,,,,,"234","87","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"KLIH1","2015-09-11T21:00:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","40","4","26",,,,"10097","8","3","0","306",,,,"1","295",,,,"A",,,,,,,,"234","6","995","114","16","1","2","2","35112F","11AAA11AA18AA1","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-11T21:00:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","240","4","41",,,,"10099","0","0","0","286",,,,"1","302",,,,"A",,,,,,,,"234","5","995","114","16","1","2","2","51312F","11AAA11AA18AA1","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-11T21:00:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","110","4","51",,,,"10109","2","6",,"291",,,,"1","297",,,,,,,,,,,,"234","17","795","103","16","1","2","2","31111F","11AAA11AA1AAA1","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-11T21:00:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","130","4","26",,,,"10105","1","11",,"288",,,,"1","299",,,,,,,,,,,,"234","19","795","103","16","1","2","2","31111F","11AAA11AA1AAA1","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-11T21:00:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","260","4","10",,,,"10107","4","0","0","289",,,,"1","293",,,,"A",,,,,,,,"234","17","995","114","16","1","2","2","11111F","11AAA11AA18AA1","31",,"6",,,,,,,,,,,"4"
"5100208","2015-09-11T21:01:00","22.30","-159.60",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","299",,,,,,,"8","3","3","11","1","234","29","793","103","6","1","2","2","3FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100204","2015-09-11T21:03:00","21.30","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","291",,,,,,,"10","2","20","12","1","234","18","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"5100207","2015-09-11T21:03:00","21.50","-157.80",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","281",,,,,,,"7","3",,,,"234","17","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A7AA",,,"6",,,,,,,,,,,"4"
"5100201","2015-09-11T21:04:00","21.70","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","287",,,,,,,"8","2",,,,"234","18","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A7AA",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-11T21:06:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","20","4","46",,,,"10096",,,"0","301",,,,"1","295",,,,"A",,,,,,,,"234","6","995","114","16","0",,"2","33112F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-11T21:06:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","250","4","36",,,,"10099",,,"0","286",,,,"1","302",,,,"A",,,,,,,,"234","5","995","114","16","0",,"2","51312F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-11T21:06:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","110","4","62",,,,"10108",,,,"293",,,,"1","297",,,,,,,,,,,,"234","17","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-11T21:06:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","130","4","31",,,,"10104",,,,"289",,,,"1","299",,,,,,,,,,,,"234","19","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-11T21:06:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","361","4","0",,,,"10106",,,"0","292",,,,"1","293",,,,"A",,,,,,,,"234","17","995","114","16","0",,"2","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100205","2015-09-11T21:07:00","21.00","-156.40",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","283",,,,,,,"8","4","7","11","1","234","16","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100202","2015-09-11T21:11:00","21.40","-157.70",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","286",,,,,,,"7","4","9","13","1","234","17","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-11T21:12:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","40","4","36",,,,"10096",,,"0","308",,,,"1","295",,,,"A",,,,,,,,"234","6","995","114","16","0",,"2","35112F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-11T21:12:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","240","4","31",,,,"10098",,,"0","288",,,,"1","303",,,,"A",,,,,,,,"234","5","995","114","16","0",,"2","51312F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-11T21:12:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","100","4","67",,,,"10107",,,,"297",,,,"1","297",,,,,,,,,,,,"234","17","795","103","16","1","2","2","33111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-11T21:12:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","110","4","51",,,,"10104",,,,"281",,,,"1","299",,,,,,,,,,,,"234","19","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-11T21:12:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","30","4","15",,,,"10105",,,"0","293",,,,"1","293",,,,"A",,,,,,,,"234","17","995","114","16","0",,"2","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-11T21:18:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","40","4","77",,,,"10096",,,"0","300",,,,"1","295",,,,"A",,,,,,,,"234","6","995","114","16","0",,"2","33112F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-11T21:18:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","240","4","31",,,,"10098",,,"0","288",,,,"1","303",,,,"A",,,,,,,,"234","5","995","114","16","0",,"2","51312F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-11T21:18:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","100","4","67",,,,"10106",,,,"299",,,,"1","297",,,,,,,,,,,,"234","17","795","103","16","1","2","2","33111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-11T21:18:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","120","4","82",,,,"10103",,,,"266",,,,"1","299",,,,,,,,,,,,"234","19","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-11T21:18:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","150","4","5",,,,"10105",,,"0","296",,,,"1","294",,,,"A",,,,,,,,"234","17","995","114","16","0",,"2","13111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-11T21:24:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","40","4","77",,,,"10095",,,"0","301",,,,"1","295",,,,"A",,,,,,,,"234","6","995","114","16","1","2","2","33112F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-11T21:24:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","240","4","46",,,,"10097",,,"0","286",,,,"1","303",,,,"A",,,,,,,,"234","5","995","114","16","1","2","2","51312F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-11T21:24:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","100","4","62",,,,"10106",,,,"301",,,,"1","297",,,,,,,,,,,,"234","17","795","103","16","1","2","2","33111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-11T21:24:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","130","4","62",,,,"10106",,,,"259",,,,"1","299",,,,,,,,,,,,"234","19","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-11T21:24:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","100","4","15",,,,"10105",,,"0","298",,,,"1","294",,,,"A",,,,,,,,"234","17","995","114","16","1","2","2","13111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-11T21:30:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","50","4","82",,,,"10095",,,"0","300",,,,"1","295",,,,"A",,,,,,,,"234","6","995","114","16","1","2","2","33112F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-11T21:30:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","250","4","36",,,,"10096",,,"0","288",,,,"1","303",,,,"A",,,,,,,,"234","5","995","114","16","1","2","2","51312F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-11T21:30:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","110","4","51",,,,"10105",,,,"303",,,,"1","297",,,,,,,,,,,,"234","17","795","103","16","1","2","2","35111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-11T21:30:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","110","4","26",,,,"10105",,,,"257",,,,"1","299",,,,,,,,,,,,"234","19","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-11T21:30:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","130","4","15",,,,"10106",,,"0","299",,,,"1","294",,,,"A",,,,,,,,"234","17","995","114","16","1","2","2","13111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100208","2015-09-11T21:31:00","22.30","-159.60",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","299",,,,,,,"8","3","6","11","1","234","29","793","103","6","1","2","2","3FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100204","2015-09-11T21:33:00","21.30","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","291",,,,,,,"5","2","19","13","1","234","18","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"5100207","2015-09-11T21:33:00","21.50","-157.80",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","279",,,,,,,"7","3",,,,"234","17","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A7AA",,,"6",,,,,,,,,,,"4"
"5100201","2015-09-11T21:34:00","21.70","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","288",,,,,,,"7","2",,,,"234","18","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A7AA",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-11T21:36:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","40","4","57",,,,"10094",,,"0","300",,,,"1","294",,,,"A",,,,,,,,"234","6","995","114","16","0",,"2","13112F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-11T21:36:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","250","4","41",,,,"10095",,,"0","288",,,,"1","303",,,,"A",,,,,,,,"234","5","995","114","16","0",,"2","51312F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-11T21:36:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","100","4","62",,,,"10105",,,,"304",,,,"1","297",,,,,,,,,,,,"234","17","795","103","16","1","2","2","35111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-11T21:36:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","130","4","5",,,,"10105",,,,"258",,,,"1","299",,,,,,,,,,,,"234","19","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-11T21:36:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","170","4","21",,,,"10106",,,"0","301",,,,"1","294",,,,"A",,,,,,,,"234","17","995","114","16","0",,"2","13111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100205","2015-09-11T21:37:00","21.00","-156.40",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","282",,,,,,,"7","4","8","11","1","234","16","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100202","2015-09-11T21:41:00","21.40","-157.70",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","286",,,,,,,"7","3","9","11","1","234","17","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-11T21:42:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","50","4","72",,,,"10094",,,"0","299",,,,"1","294",,,,"A",,,,,,,,"234","6","995","114","16","0",,"2","13112F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-11T21:42:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","240","4","41",,,,"10095",,,"0","287",,,,"1","303",,,,"A",,,,,,,,"234","5","995","114","16","0",,"2","51312F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-11T21:42:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","100","4","51",,,,"10106",,,,"304",,,,"1","297",,,,,,,,,,,,"234","17","795","103","16","1","2","2","35111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
