"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"5100526","2015-09-22T01:34:00","28.76","-149.91",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","89","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-22T01:35:00","29.00","-146.39",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2100892","2015-09-22T02:00:00","26.94","-140.16",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"253",,,,,,,,,,,,"235","60","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-22T02:00:00","27.56","-145.15",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","75","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-22T02:00:00","27.01","-142.03",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","250",,,,,,,,,,,,"235","72","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100540","2015-09-22T02:00:00","23.31","-149.32",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"268",,,,,,,,,,,,"235","39","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100676","2015-09-22T02:04:00","20.44","-145.21",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"235","5","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-22T02:05:00","27.01","-142.03",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","250",,,,,,,,,,,,"235","72","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100676","2015-09-22T02:05:00","20.44","-145.21",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"235","5","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-22T02:07:00","29.00","-146.39",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-22T02:09:00","28.76","-149.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","89","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2100892","2015-09-22T03:00:00","26.93","-140.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","60","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-22T03:00:00","27.56","-145.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","75","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-22T03:00:00","27.00","-142.03",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","72","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100540","2015-09-22T03:00:00","23.32","-149.32",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","268",,,,,,,,,,,,"235","39","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100676","2015-09-22T03:01:00","20.45","-145.23",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"235","5","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-22T03:02:00","29.00","-146.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100540","2015-09-22T03:02:00","23.31","-149.32",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","268",,,,,,,,,,,,"235","39","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-22T03:03:00","28.77","-149.91",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","89","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2100892","2015-09-22T03:08:00","26.93","-140.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","60","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-22T03:08:00","27.00","-142.03",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","72","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-22T03:08:00","28.77","-149.91",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"252",,,,,,,,,,,,"235","89","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100676","2015-09-22T03:14:00","20.45","-145.23",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"235","5","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-22T03:15:00","29.00","-146.40",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"249",,,,,,,,,,,,"235","96","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-22T03:40:00","28.76","-149.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","89","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-22T03:41:00","28.76","-149.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","89","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-22T03:42:00","28.76","-149.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","89","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2100892","2015-09-22T03:43:00","26.93","-140.17",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","60","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-22T03:43:00","27.56","-145.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","75","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-22T03:43:00","26.99","-142.04",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","62","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-22T03:43:00","28.77","-149.91",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","89","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-22T03:43:00","29.00","-146.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","96","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100540","2015-09-22T03:44:00","23.30","-149.33",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"235","39","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-22T03:45:00","29.00","-146.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-22T03:50:00","28.76","-149.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","89","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-22T03:53:00","29.00","-146.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","96","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100676","2015-09-22T03:53:00","20.45","-145.23",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"235","5","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2100892","2015-09-22T04:00:00","26.93","-140.17",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","60","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-22T04:00:00","27.56","-145.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","75","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-22T04:00:00","26.99","-142.04",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","62","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100540","2015-09-22T04:00:00","23.30","-149.33",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"235","39","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-22T04:53:00","28.76","-149.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","89","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2100892","2015-09-22T05:00:00","26.93","-140.17",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","60","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-22T05:00:00","27.57","-145.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","75","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-22T05:00:00","26.99","-142.04",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","62","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100540","2015-09-22T05:00:00","23.31","-149.32",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"235","39","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-22T05:25:00","26.99","-142.04",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","62","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-22T05:26:00","26.98","-142.04",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","62","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-22T05:26:00","29.00","-146.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100540","2015-09-22T05:26:00","23.31","-149.32",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"235","39","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-22T05:27:00","28.76","-149.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","89","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-22T05:29:00","28.77","-149.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","89","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100676","2015-09-22T05:29:00","20.45","-145.23",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"235","5","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-22T05:31:00","29.00","-146.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","96","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-22T05:32:00","28.76","-149.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","89","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-22T05:34:00","29.00","-146.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","96","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2100892","2015-09-22T06:00:00","26.93","-140.17",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","60","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-22T06:00:00","27.57","-145.17",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","75","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-22T06:00:00","26.98","-142.04",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","62","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100540","2015-09-22T06:00:00","23.31","-149.32",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"235","39","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-22T06:24:00","28.77","-149.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","89","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-22T06:24:00","29.00","-146.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","96","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-22T06:25:00","27.57","-145.17",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","75","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-22T06:26:00","28.77","-149.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","89","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-22T06:28:00","29.00","-146.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","96","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-22T06:31:00","29.01","-146.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","96","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2100892","2015-09-22T07:00:00","26.91","-140.19",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","60","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-22T07:00:00","27.56","-145.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","75","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-22T07:00:00","26.97","-142.05",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","62","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100540","2015-09-22T07:00:00","23.31","-149.32",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"235","39","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-22T07:07:00","26.97","-142.05",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","62","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-22T07:07:00","29.01","-146.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100540","2015-09-22T07:07:00","23.30","-149.32",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"235","39","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2100892","2015-09-22T07:08:00","26.91","-140.19",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","60","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-22T07:08:00","27.56","-145.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","75","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100676","2015-09-22T07:08:00","20.45","-145.23",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","266",,,,,,,,,,,,"235","5","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-22T07:11:00","28.77","-149.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","89","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-22T07:11:00","29.01","-146.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","96","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-22T07:16:00","28.77","-149.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","89","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-22T07:18:00","29.01","-146.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","96","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2100892","2015-09-22T08:00:00","26.91","-140.19",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","60","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-22T08:00:00","27.56","-145.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","75","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-22T08:00:00","26.97","-142.05",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","62","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100540","2015-09-22T08:00:00","23.30","-149.32",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"235","39","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-22T08:02:00","28.77","-149.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","89","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-22T08:04:00","29.01","-146.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-22T08:09:00","29.01","-146.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","96","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-22T08:49:00","28.77","-149.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","89","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-22T08:53:00","29.01","-146.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","96","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-22T08:55:00","28.77","-149.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","89","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2100892","2015-09-22T09:00:00","26.91","-140.19",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","60","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-22T09:00:00","27.56","-145.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","75","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-22T09:00:00","26.97","-142.05",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","62","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100540","2015-09-22T09:00:00","23.30","-149.32",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"235","39","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2100892","2015-09-22T10:00:00","26.91","-140.19",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","60","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-22T10:00:00","27.56","-145.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","75","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-22T10:00:00","26.96","-142.05",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","62","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100540","2015-09-22T10:00:00","23.30","-149.32",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"235","39","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2100892","2015-09-22T11:00:00","26.89","-140.19",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","60","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-22T11:00:00","27.56","-145.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","75","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-22T11:00:00","26.96","-142.05",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","62","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100540","2015-09-22T11:00:00","23.30","-149.32",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"235","39","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-22T11:39:00","29.01","-146.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","96","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
