"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"4100688","2015-09-19T23:30:00","27.34","-70.49",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-19T23:30:00","28.61","-78.32",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"287",,,,,,,,,,,,"242","88","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-19T23:45:00","28.61","-78.33",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,"242","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-19T23:47:00","27.34","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-19T23:47:00","28.61","-78.33",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,"242","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100928","2015-09-19T23:48:00","25.30","-74.54",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"242","54","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100607","2015-09-19T23:49:00","25.75","-70.12",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","299",,,,,,,,,,,,"242","50","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-19T23:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","310","1","40",,,,"10086","3","7",,"278",,,"236","1","286",,,,,,,"4","1","9","7","2","242","88","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-19T23:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","200","1","50",,,,"10109","1","6",,"291",,,"256","1","295",,,,,,,"4","1","16","6","2","242","71","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100688","2015-09-19T23:52:00","27.34","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"3FFL8","2015-09-20T00:00:00","25.90","-79.70",,,"1","4","0","0","3","4",,"1","0","50","4","15","98",,,"10160","4","0","3","290","0","270","260","3","314","1","1","0","5","0","1","10","1","14","10","1","242","59","992","114","5","1","2","1","111111","111AA111111111",,"1",,"14","10","1",,,,,,,,"4"
"4100607","2015-09-20T00:00:00","25.75","-70.12",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","299",,,,,,,,,,,,"242","50","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100709","2015-09-20T00:00:00","29.05","-71.26",,,"1","3","2","5",,,,"11",,,,,,,,"10110","2","2","0",,,,,,"296",,,,,,,,,,,,"242","91","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-20T00:00:00","25.30","-74.54",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"242","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"C6FZ8","2015-09-20T00:00:00","25.70","-77.40",,,"1","4","0","0","3","2",,"1","0","270","3","72",,,,"10100","2","5","0","280","0","260","253",,,,,,"A",,,,,,,,"242","57","992","114","5","1","2","1","F13111","11AAA1111A8AA1",,"1",,,,,,,,,,,,"4"
"C6ZJ8","2015-09-20T00:00:00","26.60","-78.80",,,"1","4","0","0","0","0",,"1","0","280","4","15","98","1","1","10100","4","0","0","280","0","260","253","1","320","3","3","2","5","1","A","1","1","22","1","1","242","68","992","114","5","1","2","1","311111","11111111111111",,"1","1",,,,,,,,,,,"4"
"SPGF1","2015-09-20T00:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","150","4","10",,,,"10107","3","9",,"281",,,"233",,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"WDC6923","2015-09-20T00:00:00","24.50","-79.90",,,"1","4","0","0","5","3",,"1","0","270","4","46","98","2","0","10113","1","23","0","290","0","260","250",,,"3","3","1","3","A","A","2","1","38","99",,"242","49","992","114","5","1","2","1","F11111","111111111A1171",,"1","0","38",,,,,,,,,,"4"
"4100010","2015-09-20T00:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","320","1","70",,,,"10088",,,,"283",,,"233","1","285",,,,,,,,,,,,"242","88","793","103","6","1","2","1","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100688","2015-09-20T00:25:00","27.34","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-20T00:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","330","1","60",,,,"10092","3","13",,"281",,,"232","1","285",,,,,,,"6","1","3","8","1","242","88","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-20T00:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","200","1","50",,,,"10115","3","9",,"291",,,"256","1","295",,,,,,,"4","1","17","6","2","242","71","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100607","2015-09-20T01:00:00","25.75","-70.13",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","299",,,,,,,,,,,,"242","50","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100709","2015-09-20T01:00:00","29.05","-71.26",,,"1","3","2","5",,,,"11",,,,,,,,"10115","2","7","0",,,,,,"295",,,,,,,,,,,,"242","91","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-20T01:00:00","25.29","-74.51",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"242","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-20T01:00:00","28.61","-78.33",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"C6ZL6","2015-09-20T01:00:00","27.30","-79.90",,,"1","4","0","0","4","4",,"1","0","330","4","82","98",,"2","10100","0","10","0","290",,,,"1","290","8",,"5","5","6","A",,"2",,,,"242","79","992","114","5","1","2","1","11111F","111A111AA113A1",,"1","2",,,,,,,,,,,"4"
"SPGF1","2015-09-20T01:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","150","4","10",,,,"10114","3","14",,"280",,,"233",,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100607","2015-09-20T01:04:00","25.75","-70.13",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","299",,,,,,,,,,,,"242","50","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-20T01:05:00","27.34","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-20T01:06:00","27.34","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100928","2015-09-20T01:06:00","25.29","-74.51",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"242","54","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-20T01:12:00","27.34","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-20T01:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","330","1","60",,,,"10096",,,,"282",,,"232","1","285",,,,,,,,,,,,"242","88","793","103","6","1","2","1","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4300554","2015-09-20T01:45:00","28.60","-78.30",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-20T01:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","330","1","50",,,,"10097","3","14",,"282",,,"232","1","285",,,,,,,"4","1","6","7","2","242","88","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-20T01:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","200","1","60",,,,"10114","2","7",,"291",,,"257","1","295",,,,,,,"5","2","18","6","1","242","71","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100607","2015-09-20T02:00:00","25.76","-70.12",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","50","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100709","2015-09-20T02:00:00","29.05","-71.26",,,"1","3","2","5",,,,"11",,,,,,,,"10118","2","9","0",,,,,,"295",,,,,,,,,,,,"242","91","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-20T02:00:00","25.30","-74.51",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"242","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-20T02:00:00","28.60","-78.30",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"C6ZL6","2015-09-20T02:00:00","27.00","-79.90",,,"1","4","0","0","4","4",,"1","0","310","4","82","98","16","9","10100","0","0","0","280",,,,"1","290","7",,"8","5","A","A",,"2",,,,"242","79","992","114","5","1","2","1","11111F","1111111AA113A1",,"1","9",,,,,,,,,,,"4"
"SPGF1","2015-09-20T02:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","150","4","10",,,,"10119","3","15",,"280",,,"233",,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100607","2015-09-20T02:01:00","25.76","-70.12",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","50","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-20T02:02:00","27.34","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-20T02:02:00","28.60","-78.30",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-20T02:09:00","27.34","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-20T02:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","320","1","50",,,,"10099",,,,"281",,,"237","1","285",,,,,,,,,,,,"242","88","793","103","6","1","2","1","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4300554","2015-09-20T02:30:00","28.59","-78.28",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-20T02:44:00","27.34","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100607","2015-09-20T02:45:00","25.77","-70.13",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","50","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-20T02:45:00","28.59","-78.28",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-20T02:46:00","27.34","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100928","2015-09-20T02:46:00","25.30","-74.50",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"242","54","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-20T02:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","330","1","60",,,,"10100","1","14",,"281",,,"236","1","284",,,,,,,"4","1","5","7","1","242","88","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-20T02:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","210","1","60",,,,"10115","1","6",,"291",,,"256","1","295",,,,,,,"4","1","16","6","1","242","71","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100688","2015-09-20T02:54:00","27.35","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100607","2015-09-20T03:00:00","25.77","-70.13",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","50","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100709","2015-09-20T03:00:00","29.05","-71.25",,,"1","3","2","5",,,,"11",,,,,,,,"10119","2","9","0",,,,,,"295",,,,,,,,,,,,"242","91","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"C6ZL6","2015-09-20T03:00:00","26.70","-79.90",,,"1","4","0","0","4","4",,"1","0","160","4","51","98","16","2","10110","5","10","0","280",,,,"1","300","7",,"8","5","A","A",,"2",,,,"242","69","992","114","5","1","2","1","11111F","1111111AA113A1",,"1","0",,,,,,,,,,,"4"
"SPGF1","2015-09-20T03:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","140","4","10",,,,"10120","1","13",,"281",,,"240",,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100010","2015-09-20T03:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","330","1","50",,,,"10100",,,,"280",,,"231","1","284",,,,,,,,,,,,"242","88","793","103","6","1","2","1","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4300554","2015-09-20T03:30:00","28.58","-78.28",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-20T03:44:00","28.58","-78.28",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,"242","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-20T03:45:00","28.58","-78.28",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-20T03:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","330","1","50",,,,"10098","1","6",,"279",,,"233","1","284",,,,,,,"4","1","5","6","1","242","88","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-20T03:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","220","1","60",,,,"10115","4","0",,"292",,,"251","1","295",,,,,,,"6","2","12","8","1","242","71","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100607","2015-09-20T04:00:00","25.77","-70.13",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","50","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100709","2015-09-20T04:00:00","29.05","-71.25",,,"1","3","2","5",,,,"11",,,,,,,,"10116","2","1","0",,,,,,"295",,,,,,,,,,,,"242","91","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-20T04:00:00","25.30","-74.50",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"242","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"C6ZL6","2015-09-20T04:00:00","26.40","-79.90",,,"1","4","0","0","4","4",,"1","0","260","4","41","98",,"1","10110",,,"0","290",,,,"1","300","4","4","8","3","A","A","2","1",,,,"242","69","992","114","5","1","2","1","11111F","111A111AA111AA",,"1","1",,,,,,,,,,,"4"
"SPGF1","2015-09-20T04:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","361","4","0",,,,"10118","1","4",,"281",,,"239",,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100010","2015-09-20T04:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","330","1","50",,,,"10096",,,,"279",,,"233","1","283",,,,,,,,,,,,"242","88","793","103","6","1","2","1","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100010","2015-09-20T04:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","320","1","50",,,,"10096","0","0",,"276",,,"230","1","285",,,,,,,"4","1","6","7","1","242","88","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-20T04:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","210","1","60",,,,"10110","8","4",,"290",,,"258","1","295",,,,,,,"5","1","14","6","1","242","71","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100607","2015-09-20T05:00:00","25.81","-70.13",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","50","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100709","2015-09-20T05:00:00","29.05","-71.25",,,"1","3","2","5",,,,"11",,,,,,,,"10109","7","9","0",,,,,,"295",,,,,,,,,,,,"242","91","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-20T05:00:00","25.32","-74.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"242","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"C6ZL6","2015-09-20T05:00:00","26.10","-79.90",,,"1","4","0","0","4","4",,"1","0","190","4","31","98",,"1","10110",,,"0","290",,,,"1","300","4","4","8","4","A","A","2","1",,,,"242","69","992","114","5","1","2","1","11111F","111A111AA111AA",,"1","1",,,,,,,,,,,"4"
"SPGF1","2015-09-20T05:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","130","4","10",,,,"10115","8","4",,"281",,,"238",,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100010","2015-09-20T05:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","320","1","30",,,,"10095",,,,"274",,,"230","1","285",,,,,,,,,,,,"242","88","793","103","6","1","2","1","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100688","2015-09-20T05:24:00","27.35","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-20T05:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","310","1","30",,,,"10092","8","8",,"275",,,"235","1","285",,,,,,,"4","1","36","6","2","242","88","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-20T05:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","220","1","70",,,,"10104","8","11",,"291",,,"256","1","295",,,,,,,"6","2","9","8","1","242","71","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100607","2015-09-20T06:00:00","25.81","-70.13",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","50","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100709","2015-09-20T06:00:00","29.05","-71.25",,,"1","3","2","5",,,,"11",,,,,,,,"10108","7","11","0",,,,,,"295",,,,,,,,,,,,"242","91","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-20T06:00:00","25.32","-74.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"242","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"C6FZ8","2015-09-20T06:00:00","25.30","-77.30",,,"1","4","0","0","0","0",,"1","0","240","3","67","98","2","2","10110","4","0","0","280","0","260","253","1","300","5","4","2","6","2","0",,,,,,"242","57","992","114","5","1","2","1","111111","11111111111AA1",,"1","1",,,,,,,,,,,"4"
"C6PZ8","2015-09-20T06:00:00","25.80","-77.50",,,"1","4","0","0","7","1",,"1","0","250","4","57",,,"1","10110","4","0","0","280","0","260","253","1","300","2","2","1","7","A","A",,"1",,,,"242","57","992","114","5","1","2","1","111111","11AA11111113A1",,"1","1",,,,,,,,,,,"4"
"C6YR6","2015-09-20T06:00:00","25.80","-77.50",,,"1","4","0","0","7","2",,"1","0","230","4","62","98","3","2","10113","4","0","0","290",,,,"3","300",,,,"A",,,,"1","0",,,"242","57","992","114","5","1","2","1","11111F","1111111AA18331",,"1","2","0",,,,,,,,,,"4"
"J8NX","2015-09-20T06:00:00","23.60","-74.50",,,"1","4","0","0","3","3",,"1","0","230","3","77","97",,"1","10125","4","0","0","290","0","260","248",,,"3","3","2","5","6","5","4","4","23","4","4","242","34","992","114","5","1","2","1","F13111","111A11111A1111",,"1","1",,,,,,,,,,,"4"
"SPGF1","2015-09-20T06:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","140","4","10",,,,"10111","8","9",,"276",,,"243",,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"WGJT","2015-09-20T06:00:00","24.50","-73.20",,,"1","4","0","0","3","4",,"1","0","200","4","51","98","0",,"10124","6","4","0","289","0","267","258","1","278",,,,"A",,,,,,,,"242","43","992","114","5","1","2","1","111111","1111A111118AA1",,"1",,,,,,,,,,,,"4"
"4100010","2015-09-20T06:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","320","1","40",,,,"10091",,,,"278",,,"233","1","285",,,,,,,,,,,,"242","88","793","103","6","1","2","1","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4300554","2015-09-20T06:45:00","28.58","-78.28",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,"242","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-20T06:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","310","1","40",,,,"10091","7","7",,"278",,,"230","1","284",,,,,,,"4","1","32","5","2","242","88","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-20T06:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","220","1","70",,,,"10100","6","15",,"289",,,"256","1","294",,,,,,,"5","2","9","8","1","242","71","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
