"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","IND_FOR_PRECIP"
"2302625","2023-09-28T15:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10074",,,"8",,,,,"9","296",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"WTAA","2023-09-28T16:00:00","20.30","70.50",,,"1","5","2","5","2","4","1",,,,"10063","1","4","8","285",,"261","253",,,"A",,"A","A","221","0","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,
"WTAA","2023-09-28T17:00:00","20.40","70.70",,,"1","5","2","5","2","4","1",,,,"10066","3","3","8","280",,"256","247",,,"A",,"A","A","221","0","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,
"WTAA","2023-09-28T18:00:00","20.40","71.00",,,"1","5","2","5","2","4","1",,,,"10062","8","0","8","280",,"259","252",,,"A",,"A","A","221","1","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA7","5",,
"2302625","2023-09-28T18:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10077",,,"8",,,,,"9","296",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"WTAA","2023-09-28T19:00:00","20.50","71.30",,,"1","5","2","5","2","4","1",,,,"10053","8","10","8","281",,"257","248",,,"A",,"A","A","221","1","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,
"WTAA","2023-09-28T20:00:00","20.50","71.50",,,"1","5","2","5","2","3","1",,,,"10050","8","16","8","283",,"261","254",,,"A",,"A","A","221","1","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,
"WTAA","2023-09-28T21:00:00","20.80","71.50",,,"1","5","2","5","1","3","1",,,,"10046","6","15","8","283",,"260","252",,,"A",,"A","A","221","1","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,
"WTAA","2023-09-28T22:00:00","20.90","71.50",,,"1","5","2","5","1","2","1",,,,"10045","8","8","8","271",,"248","240",,,"A",,"A","A","221","1","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,
"2302625","2023-09-28T23:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10063",,,"8",,,,,"9","294",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"WTAA","2023-09-29T00:00:00","20.90","71.50",,,"1","5","2","5","8","1","1",,,,"10054","3","8","8","263",,"246","240",,,"A",,"A","A","221","1","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,
"WTAA","2023-09-29T01:00:00","20.90","71.50",,,"1","5","2","5","9","0","1",,,,"10061","3","16","8","262",,"245","239",,,"A",,"A","A","221","1","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,
"WTAA","2023-09-29T02:00:00","20.90","71.50",,,"1","5","2","5","9","0","1",,,,"10069","3","19","8","266",,"244","235",,,"A",,"A","A","221","1","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,
"2302625","2023-09-29T02:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10079",,,"8",,,,,"9","293",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"WTAA","2023-09-29T03:00:00","20.90","71.50",,,"1","5","2","5","9","0","1",,,,"10078","3","24","8","283",,"255","245",,,"A",,"A","A","221","1","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,
"WTAA","2023-09-29T04:00:00","20.90","71.50",,,"1","5","2","5","9","0","1",,,,"10081","1","19","8","303",,"269","258",,,"A",,"A","A","221","1","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,
"2302625","2023-09-29T04:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10092",,,"8",,,,,"9","293",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"WTAA","2023-09-29T06:00:00","20.90","71.50",,,"1","5","2","5","9","0","1",,,,"10076","8","2","8",,,"297","282",,,"A",,"A","A","221","1","798","172","5","1","2","2","F7FF11","1AAAA1666A8AA1","5",,
"WTAA","2023-09-29T08:00:00","20.90","71.50",,,"1","5","2","5","9","0","1",,,,"10054","8","26","8",,,,,,,"A",,"A","A","221","1","798","172","5","1","2","2","F7FF11","1AAAA1999A8AA1","5",,
"WTAA","2023-09-29T10:00:00","20.90","71.50",,,"1","5","2","5","9","0","1",,,,"10031","6","33","8",,,,,,,"A",,"A","A","221","1","798","172","5","1","2","2","F7FF11","1AAAA1999A8AA1","5",,
"WTAA","2023-09-29T11:00:00","20.70","71.40",,,"1","5","2","5","4","1","1",,,,"10030","6","24","8","320",,"285","275",,,"A",,"A","A","221","1","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,
"WTAA","2023-09-29T12:00:00","20.40","71.30",,,"1","5","2","5","9",,"1",,,,"10035","5","7","8","311",,"284","275",,,"A",,"A","A","221","1","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,
"WTAA","2023-09-29T13:00:00","20.10","71.10",,,"1","5","2","5","5","4","1",,,,"10039","3","8","8","300",,"270","260",,,"A",,"A","A","221","1","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,
"2302625","2023-09-30T14:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10063",,,"8",,,,,"9","296",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-30T16:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10074",,,"8",,,,,"9","296",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-30T17:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10079",,,"8",,,,,"9","296",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-30T18:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10079",,,"8",,,,,"9","297",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-30T19:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10077",,,"8",,,,,"9","296",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-30T22:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10065",,,"8",,,,,"9","296",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
