"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"2ICI4","2023-09-15T05:00:00","21.50","68.40",,,"1","6","2","5","9","0","1",,"250","3","15","1","97","2","2","10071","1","14","8","300",,"260","243","3","280","3","3","5","5","6","5",,,,,,,"220","18","798","172","5","1","2","2","111111","11111111111AA1","5",,"2",,,,,,,,,
"AMOHK02","2023-09-15T05:00:00","24.80","67.00",,,"1","5","2","5","9",,"1",,,,,,,,,"10059",,,,,,,,,,,,,,,,,,,,,,"220","47","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA","5",,,,,,,,,,,
"7KHY","2023-09-15T06:00:00","20.60","63.10",,,"1","6","2","5","3","2","1",,"170","4","41","1","97","3","0","10051","1","10","8","300","0","270","258","3","280","5","3","6","3","7","4",,"3","2","23","3","2","220","3","798","172","5","0",,"2","111111","11111111111111","5",,"0",,,,,,,,,
"AMOHK02","2023-09-15T06:00:00","24.80","67.00",,,"1","4","0","0",,,"1",,,,,,,,,"10060",,,,,,,,,,,,,"A",,,,,,,,,"220","47","992","114","5","0",,"2","FFFF1F","1AAAA1AAAA8AAA",,"6",,,,,,,,,,"4"
"3FEM7","2023-09-15T08:00:00","23.60","60.40",,,"1","6","2","5","7","4","1",,,"4",,"1","98","3","1","10060","2",,"8","320","0","290","281","1","280","4","2","5","6","6","4",,"2","2","17","5","2","220","30","798","172","5","0",,"2","116111","11111111111117","5",,"1",,,,,,,,,
"2ICI4","2023-09-15T09:00:00","21.50","68.40",,,"1","6","2","5","9","0","1",,"260","3","51","1","97","2","0","10057","8","13","8","310",,"280","269","3","286","2","1","2","4","4","9",,"3","2","13","9","4","220","18","798","172","5","1","2","2","111111","11111111111111","5",,"0",,,,,,,,,
"9V3776","2023-09-15T11:00:00","21.20","62.10",,,"1","6","2","5","9",,"1",,"230","3","62","1","97","2",,"10040",,,"8","300",,,,"3","280",,,"A",,"A","A",,,"4",,,,"220","12","798","172","5","1","2","2","11111F","1111A11AA183AA","5",,,,,,,,,,,
"EUMDE61","2023-09-15T12:00:00","21.86","60.10",,,"1","5","2","5","8","4","1","5","185",,"51",,,,,"10031","7","15","8","288",,,"249",,,,,,,,,,,,,,,"220","10","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"V7A4867","2023-09-15T12:00:00","21.20","62.10",,,"1","5","2","5","9",,"1",,,"4","0","1","93","8",,,,,"8","290",,,,,,"8",,,"A",,,,,"1",,,,"220","12","798","172","5","1","2","2","F111FF","1211AA1AAA17AA","5",,,,,,,,,,,
"EUMDE61","2023-09-15T13:00:00","22.12","60.11",,,"1","5","2","5","0","4","1","5","185",,"57",,,,,"10031","7","8","8","286",,,"249",,,,,,,,,,,,,,,"220","20","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE60","2023-09-15T14:00:00","22.92","60.13",,,"1","5","2","5","3","4","1",,"170",,"109",,,,,"10026","2","4","8","280",,,"252",,,,,,,,,,,,,,,"220","20","798","172","5","0",,"2","F11311","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE61","2023-09-15T14:00:00","22.38","60.10",,,"1","5","2","5","8","4","1",,"180",,"66",,,,,"10035","4","0","8","280",,,"253",,,,,,,,,,,,,,,"220","20","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE60","2023-09-15T15:00:00","22.75","60.36",,,"1","5","2","5","3","4","1","5","175",,"100",,,,,"10036","2","18","8","278",,,"250",,,,,,,,,,,,,,,"220","20","798","172","5","0",,"1","F11311","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE61","2023-09-15T15:00:00","22.61","60.07",,,"1","5","2","5","7","3","1","5","155",,"55",,,,,"10039","2","8","8","274",,,"257",,,,,,,,,,,,,,,"220","20","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE60","2023-09-15T16:00:00","22.57","60.58",,,"1","5","2","5","3","4","1",,"180",,"90",,,,,"10043","2","21","8","276",,,"250",,,,,,,,,,,,,,,"220","20","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"TBWUK59","2023-09-15T16:00:00","21.70","60.22",,,"1","6","2","5","4","3","1",,,,,"1","97","2",,"10041","2","14","8","281",,"256","246","1","285","4","2","1","4","2",,,,,,,,"220","10","798","172","5","0",,"1","11FF11","1711A111111AA1","5",,,,,,,,,,,
"9V3776","2023-09-15T17:00:00","20.00","63.20",,,"1","6","2","5","9",,"1",,"180","3","51","1","97","2",,"10050",,,"8","280",,,,"3","290",,,"A",,"A","A",,,"3",,,,"220","3","798","172","5","1","2","1","11111F","1111A11AA183AA","5",,,,,,,,,,,
"EUMDE60","2023-09-15T17:00:00","22.39","60.81",,,"1","5","2","5","3","4","1","5","185",,"94",,,,,"10047","2","22","8","276",,,"252",,,,,,,,,,,,,,,"220","20","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"9V8705","2023-09-15T18:00:00","20.60","64.20",,,"1","6","2","5","7","3","1",,"230","4","41","1","98","3","2","10060","4","0","8","280","0","250","237","1","300","8",,"7","2","A","A",,"3","4","25","2","3","220","4","798","172","5","1","2","1","111111","11111111111111","5",,"2",,,,"0","A","A",,"A",
"EUMDE60","2023-09-15T18:00:00","22.20","61.04",,,"1","5","2","5","3","4","1",,"180",,"92",,,,,"10050","2","14","8","276",,,"251",,,,,,,,,,,,,,,"220","21","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"VTLD","2023-09-15T18:00:00","20.10","68.00",,,"1","6","2","5","7","3","1",,"240","4","51","1","97","3","2","10070",,,"8","260","0","240","231",,"300","7",,"7","3","7","A",,"4","2","31","5","3","220","8","798","172","5","0",,"1","111111","1111111111111A","5",,"2",,,,,,,,,
"EUMDE60","2023-09-15T19:00:00","22.01","61.26",,,"1","5","2","5","3","4","1","5","185",,"81",,,,,"10049","2","5","8","273",,,"249",,,,,,,,,,,,,,,"220","21","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE60","2023-09-15T20:00:00","21.81","61.47",,,"1","5","2","5","3","4","1",,"190",,"68",,,,,"10046","7","1","8","274",,,"250",,,,,,,,,,,,,,,"220","11","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE60","2023-09-15T21:00:00","21.60","61.68",,,"1","5","2","5","3","4","1",,"190",,"68",,,,,"10044","7","6","8","272",,,"248",,,,,,,,,,,,,,,"220","11","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE60","2023-09-15T22:00:00","21.40","61.89",,,"1","5","2","5","3","4","1",,"200",,"56",,,,,"10043","7","6","8","271",,,"255",,,,,,,,,,,,,,,"220","11","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE60","2023-09-15T23:00:00","21.20","62.08",,,"1","5","2","5","3","4","1","5","195",,"50",,,,,"10043","7","4","8","274",,,"249",,,,,,,,,,,,,,,"220","12","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE60","2023-09-16T00:00:00","21.02","62.29",,,"1","5","2","5","3","4","1","5","185",,"60",,,,,"10045","2","1","8","272",,,"247",,,,,,,,,,,,,,,"220","12","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"VTLD","2023-09-16T00:00:00","20.80","66.90",,,"1","6","2","5","7","3","1",,"280","4","62","1","97","3","0","10050","4","0","8","280","0","250","237",,"300","4",,"5","6","A","A",,"6","5","24","5","4","220","6","798","172","5","0",,"1","111111","11111111111111","5",,"0",,,,,,,,,
"EUMDE60","2023-09-16T01:00:00","20.86","62.50",,,"1","5","2","5","3","4","1",,"180",,"63",,,,,"10047","2","4","8","273",,,"246",,,,,,,,,,,,,,,"220","2","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE60","2023-09-16T02:00:00","20.70","62.72",,,"1","5","2","5","3","4","1",,"180",,"62",,,,,"10051","2","8","8","273",,,"244",,,,,,,,,,,,,,,"220","2","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"TBWUK68","2023-09-16T02:00:00","22.80","67.40",,,"1","6","2","5","3","4","1",,"260","4","72","1","98",,,"10047",,,"8","292",,"245","223","1","284","4","4","A","A","A","A",,"2","4",,,,"220","27","798","172","5","1","2","2","111111","111AA1111111AA","5",,,,,,,,,,,
"EUMDE60","2023-09-16T03:00:00","20.54","62.94",,,"1","5","2","5","3","4","1","5","205",,"61",,,,,"10060","2","16","8","275",,,"245",,,,,,,,,,,,,,,"220","2","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE60","2023-09-16T04:00:00","20.36","63.15",,,"1","5","2","5","3","4","1",,"230",,"43",,,,,"10067","2","20","8","281",,,"244",,,,,,,,,,,,,,,"220","3","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE60","2023-09-16T05:00:00","20.19","63.35",,,"1","5","2","5","3","4","1",,"200",,"67",,,,,"10069","2","19","8","284",,,"243",,,,,,,,,,,,,,,"220","3","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE60","2023-09-16T06:00:00","20.01","63.55",,,"1","5","2","5","3","4","1",,"190",,"58",,,,,"10063","2","3","8","282",,,"246",,,,,,,,,,,,,,,"220","3","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"VTLD","2023-09-16T06:00:00","21.40","65.70",,,"1","6","2","5","7","3","1",,"260","4","62","1","97","3","1","10070",,,"8","330","0","280","261",,"300","5",,"5","5","6","2",,"4","2","31","6","3","220","15","798","172","5","0",,"2","151111","1111111111111A","5",,"1",,,,,,,,,
"9V8705","2023-09-16T18:00:00","22.20","62.80",,,"1","6","2","5","2","1","1",,"190","4","41","1","98","3","1","10050","4","0","8","280","0","250","237","1","300","6","6","4","6","A","A",,"2","3","28","2","2","220","22","798","172","5","0",,"1","111111","11111111111111","5",,"1",,,,"0","A","A",,"A",
"VTLD","2023-09-16T18:00:00","22.40","63.30",,,"1","6","2","5","7","3","1",,"200","4","46","1","97","3","1","10050",,,"8","260","0","240","231",,"300","4",,"5","5","6","A",,"5","2","31","6","3","220","23","798","172","5","0",,"1","111111","1111111111111A","5",,"1",,,,,,,,,
"MAOR9","2023-09-16T23:00:00","20.70","65.80",,,"1","6","2","5","7","4","1",,"240","3","72","1","98","25","8","10038","7","12","8","280",,"257","247","1","294","2","2","A","A","A","A",,,,,,,"220","5","798","172","5","1","2","1","111111","11111111111AA1","5",,"6",,,,,,,,,
"9V8705","2023-09-17T06:00:00","22.20","63.10",,,"1","6","2","5","2","1","1",,"250","4","31","1","98","3","2","10060","0","10","8","310","0","290","283","1","310","7","7","8","4","A","A",,"2","3","27","2","2","220","23","798","172","5","0",,"2","111111","11111111111111","5",,"2",,,,"0","A","A",,"A",
"MAOR9","2023-09-17T06:00:00","22.10","64.70",,,"1","6","2","5","6","4","1",,"270","3","41","1","98","2","2","10049","0","6","8","300",,"260","243","1","294","8","0","0","9","0","7",,"8","1","20","14","4","220","24","798","172","5","1","2","2","111111","11111111111111","5",,"2",,,,,,,,,
"VTLD","2023-09-17T06:00:00","23.60","60.70",,,"1","6","2","5","7","3","1",,"200","4","62","1","97","3","1","10040",,,"8","320","0","270","250",,"300","4",,"6","2","6","A",,"4","1","24","5","2","220","30","798","172","5","0",,"2","111111","1111111111111A","5",,"1",,,,,,,,,
"7KKB","2023-09-17T07:00:00","20.00","62.80",,,"1","6","2","5","7","4","1",,"240","3","15","1","98","2",,"10060","0",,"8","310","0","270","254","0","280","4","4","2","5","2","8",,"5","2","23","5","2","220","2","798","172","5","0",,"2","131111","1111A111111117","5",,,,,,,,,,,
"MAOR9","2023-09-17T11:00:00","22.10","63.20",,,"1","4","0","0","6","4","1","0","300","3","51",,"97","2","2","10021","7","18","0","295","0","265","253","1","297","7","2","1","4","A","8",,"1","0","25","8","5","220","23","992","114","5","1","2","2","111111","11111111111111",,"1","2","23","8","5",,,,,,"4"
"9V8705","2023-09-17T12:00:00","22.30","63.30",,,"1","6","2","5","2","1","1",,"220","4","31","1","98","0","0","10060","1","10","8","310","0","280","269","1","310","2","2","7","2","6","6",,,,,,,"220","23","798","172","5","0",,"2","111111","11111111111AA1","5",,"0",,,,,,,,,
"V7A4867","2023-09-17T12:00:00","22.50","60.10",,,"1","4","0","0",,,"1","0","361","4","72",,,"8",,,,,"0","280",,,,,,,,,"A",,,,,"1",,,,"220","20","992","114","5","1","2","2","F114FF","12A1AA1AAA83AA",,"1",,,,,,,,,,"4"
"9V8705","2023-09-17T18:00:00","22.40","63.40",,,"1","6","2","5","1","1","1",,"200","4","41","1","98","3","2","10030","5","10","8","280","0","250","237","1","300","7","7","8","3","A","A",,"2","3","28","2","2","220","23","798","172","5","0",,"1","111111","11111111111111","5",,"2",,,,"0","A","A",,"A",
"V7A5141","2023-09-17T18:00:00","20.60","63.80",,,"1","6","2","5","7","4","1",,"230","4","51","1","98",,,"10038","1","6","8","280","0","260","252","1","295",,,,,,,,,,,,,"220","3","798","172","5","0",,"1","111111","111AA11111AAA1","5",,,,,,,,,,,
"TBWUK50","2023-09-17T23:00:00","22.13","61.17",,,"1","6","2","5","7","4","1","5",,,,"1","98",,,"10015","8","6","8","281",,"261","253","1","280",,,,,,,,,,,,,"220","21","798","172","5","0",,"1","11FF11","171AA11111AAA1","5",,,,,,"0",,,,,
"V7A5141","2023-09-18T00:00:00","21.80","62.40",,,"1","6","2","5","7","4","1",,"220","4","51","1","98",,,"10021","7","3","8","270","0","260","256","1","289",,,,,,,,,"6",,,,"220","12","798","172","5","0",,"1","111111","111AA11111A3A1","5",,,,,,,,,,,
"WMCS","2023-09-18T01:00:00","24.40","60.20",,,"1","5","2","5","2","4","1",,,,,,,,,"10019","5","0","8","294",,"276","270",,,,,"A",,"A","A",,,,,,,"220","40","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-18T02:00:00","24.40","60.50",,,"1","5","2","5","2","4","1",,,,,,,,,"10025","3","8","8","292",,"274","268",,,,,"A",,"A","A",,,,,,,"220","40","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-18T03:00:00","24.30","60.80",,,"1","5","2","5","2","4","1",,,,,,,,,"10030","3","14","8","283",,"275","273",,,,,"A",,"A","A",,,,,,,"220","40","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-18T04:00:00","24.20","61.10",,,"1","5","2","5","2","4","1",,,,,,,,,"10045","3","26","8","292",,"272","266",,,,,"A",,"A","A",,,,,,,"220","41","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-18T05:00:00","24.20","61.40",,,"1","5","2","5","2","4","1",,,,,,,,,"10048","1","23","8","309",,"280","271",,,,,"A",,"A","A",,,,,,,"220","41","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"9V8705","2023-09-18T06:00:00","23.00","63.00",,,"1","6","2","5","7","3","1",,"230","4","72","1","98","2","1","10040","0","10","8","300","0","280","273","1","300","7","7","A","A","7","A",,"2","3","23","2","2","220","33","798","172","5","0",,"2","111111","11111111111111","5",,"1",,,,"0","A","A",,"A",
"V7A5141","2023-09-18T06:00:00","23.00","61.20",,,"1","6","2","5","7","4","1",,"210","4","72","1","98",,,"10035","1","2","8","300","0","280","273","1","294","8","7","7","3","2","A",,"4","2","21","5","4","220","31","798","172","5","0",,"2","111111","111AA111111111","5",,,,,,,,,,,
"VRGO8","2023-09-18T06:00:00","20.40","69.00",,,"1","4","0","0","3","2","1","0","270","4","103",,"99",,"1","10069","4","0","0","300","0","280","273","1","300",,,,"A",,,,"3","1",,,,"220","9","992","114","5","1","2","2","111111","111A11111181A1",,"1","1",,,,,,,,,"4"
"WMCS","2023-09-18T06:00:00","24.20","61.70",,,"1","5","2","5","2","4","1",,,,,,,,,"10048","0","17","8","329",,"287","274",,,,,"A",,"A","A",,,,,,,"220","41","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-18T07:00:00","24.20","62.00",,,"1","5","2","5","2","4","1",,,,,,,,,"10042","8","3","8",,,"293","280",,,,,"A",,"A","A",,,,,,,"220","42","798","172","5","1","2","2","F7FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-18T08:00:00","24.20","62.40",,,"1","4","0","0","2","4","1",,,,,,,,,"10035","8","13","0",,"0","300","285",,,,,,"A",,,,,,,,,"220","42","992","114","5","0",,"2","F7FF11","1AAAA1666A8AA1",,"1",,,,,,,,,,"4"
"WMCS","2023-09-18T09:00:00","24.20","62.70",,,"1","5","2","5","2","4","1",,,,,,,,,"10027","8","21","8",,,"300","284",,,,,"A",,"A","A",,,,,,,"220","42","798","172","5","1","2","2","F7FF11","1AAAA1666A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-18T10:00:00","24.20","63.00",,,"1","5","2","5","2","4","1",,,,,,,,,"10021","6","21","8",,,,,,,,,"A",,"A","A",,,,,,,"220","43","798","172","5","1","2","2","F7FF11","1AAAA1999A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-18T11:00:00","24.30","63.30",,,"1","5","2","5","2","4","1",,,,,,,,,"10014","6","21","8",,,,,,,,,"A",,"A","A",,,,,,,"220","43","798","172","5","1","2","2","F7FF11","1AAAA1999A8AA1","5",,,,,,,,,,,
"3EBY2","2023-09-18T12:00:00","20.60","63.00",,,"1","6","2","5","3","4","1",,"230","4","31","1","98","1","0","10109","6","10","8","290","0","270","262","3","290","3","1","4","8","7","8",,"6","2","23","6","2","220","3","798","172","5","0",,"2","111111","11111111111111","5",,"0",,,,,,,,,
"AWWB","2023-09-18T12:00:00","20.10","64.40",,,"1","6","2","5","1","3","1",,"270","4","103","1","95","1","0","10025","1","5","8","310",,,"257","1","290","7","7","0","4","1","0",,"10","2","20","10","2","220","4","798","172","5","1","2","2","131111","1114111A111111","5",,"0","20","10","2",,,,,,
"WMCS","2023-09-18T12:00:00","24.30","63.60",,,"1","5","2","5","2","4","1",,,,,,,,,"10016","5","10","8",,,,,,,,,"A",,"A","A",,,,,,,"220","43","798","172","5","1","2","2","F7FF11","1AAAA1999A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-18T13:00:00","24.30","63.80",,,"1","5","2","5","2","4","1",,,,,,,,,"10020","5","1","8","330",,"290","277",,,,,"A",,"A","A",,,,,,,"220","43","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-18T14:00:00","24.30","64.10",,,"1","5","2","5","2","3","1",,,,,,,,,"10023","3","8","8","294",,"270","262",,,,,"A",,"A","A",,,,,,,"220","44","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-18T15:00:00","24.30","64.30",,,"1","5","2","5","2","3","1",,,,,,,,,"10031","3","15","8","287",,"271","265",,,,,"A",,"A","A",,,,,,,"220","44","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-18T16:00:00","24.30","64.60",,,"1","5","2","5","2","3","1",,,,,,,,,"10035","3","15","8","289",,"270","264",,,,,"A",,"A","A",,,,,,,"220","44","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-18T17:00:00","24.30","64.80",,,"1","5","2","5","2","3","1",,,,,,,,,"10045","3","22","8","285",,"269","263",,,,,"A",,"A","A",,,,,,,"220","44","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-18T18:00:00","24.30","65.10",,,"1","5","2","5","2","3","1",,,,,,,,,"10042","0","11","8","286",,"268","262",,,,,"A",,"A","A",,,,,,,"220","45","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-18T19:00:00","24.30","65.30",,,"1","5","2","5","2","3","1",,,,,,,,,"10043","0","8","8","278",,"266","262",,,,,"A",,"A","A",,,,,,,"220","45","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-18T20:00:00","24.30","65.60",,,"1","5","2","5","2","3","1",,,,,,,,,"10044","5","1","8","277",,"268","265",,,,,"A",,"A","A",,,,,,,"220","45","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-18T21:00:00","24.30","65.80",,,"1","5","2","5","2","3","1",,,,,,,,,"10041","8","2","8","276",,"267","264",,,,,"A",,"A","A",,,,,,,"220","45","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"AWWB","2023-09-19T00:00:00","22.00","62.40",,,"1","6","2","5","1","3","1",,"280","4","77","1","95","1","0","10030","4","0","8","270",,,"243","1","290","6","6","0","4","1","0",,"10","2","30","10","2","220","22","798","172","5","1","2","1","111111","1114111A111111","5",,"0","30","10","2",,,,,,
"WMCS","2023-09-19T00:00:00","24.30","66.50",,,"1","5","2","5","2","3","1",,,,,,,,,"10043","3","2","8","275",,"271","269",,,,,"A",,"A","A",,,,,,,"220","46","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-19T01:00:00","24.30","66.70",,,"1","5","2","5","2","3","1",,,,,,,,,"10046","3","8","8","274",,"272","271",,,,,"A",,"A","A",,,,,,,"220","46","798","172","5","1","2","1","F1FF13","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-19T02:00:00","24.40","66.90",,,"1","5","2","5","2","4","1",,,,,,,,,"10049","0","9","8","275",,"272","271",,,,,"A",,"A","A",,,,,,,"220","46","798","172","5","1","2","2","F1FF13","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-19T03:00:00","24.40","66.90",,,"1","5","2","5","2","2","1",,,,,,,,,"10056","3","13","8","291",,"277","273",,,,,"A",,"A","A",,,,,,,"220","46","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-19T04:00:00","24.40","66.90",,,"1","5","2","5","1","1","1",,,,,,,,,"10059","3","13","8","296",,"278","272",,,,,"A",,"A","A",,,,,,,"220","46","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-19T05:00:00","24.50","67.00",,,"1","5","2","5","1","1","1",,,,,,,,,"10063","1","14","8","292",,"278","274",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-19T06:00:00","24.60","67.10",,,"1","5","2","5","1","2","1",,,,,,,,,"10064","1","8","8","292",,"279","276",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-19T07:00:00","24.70","67.20",,,"1","5","2","5","1","2","1",,,,,,,,,"10056","8","3","8","324",,"291","281",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-19T08:00:00","24.70","67.30",,,"1","4","0","0","1","2","1",,,,,,,,,"10046","8","17","0",,"0",,,,,,,,"A",,,,,,,,,"220","47","992","114","5","0",,"2","F7FF11","1AAAA1999A8AA1",,"1",,,,,,,,,,"4"
"WMCS","2023-09-19T09:00:00","24.70","67.30",,,"1","5","2","5","1","1","1",,,,,,,,,"10038","8","26","8",,,,,,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F7FF11","1AAAA1999A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-19T10:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10030","6","26","8",,,,,,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F7FF11","1AAAA1999A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-19T11:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10025","6","21","8",,,"297","284",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F7FF11","1AAAA1666A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-19T12:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10027","5","11","8",,,"287","275",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F7FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMCS","2023-09-19T13:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10030","5","0","8","321",,"285","274",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"EUMDE10","2023-09-19T14:00:00","20.07","64.00",,,"1","5","2","5","1","3","1",,"280",,"40",,,,,"10058","2","2","8","287",,,"259",,,,,,,,,,,,,,,"220","4","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"WMCS","2023-09-19T14:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10039","3","14","8","315",,"282","272",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","1","F5FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"EUMDE10","2023-09-19T15:00:00","20.16","64.22",,,"1","5","2","5","2","3","1",,"270",,"37",,,,,"10064","2","9","8","289",,,"259",,,,,,,,,,,,,,,"220","4","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"WMCS","2023-09-19T15:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10042","3","15","8","309",,"282","273",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","1","F3FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
