"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","ICE_SIT_TREND","IND_FOR_PRECIP"
"EUMDE60","2023-09-13T11:00:00","25.02","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10005","7","18","8","355",,,"264",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-13T12:00:00","25.02","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10002","7","14","8","359",,,"255",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-13T13:00:00","25.02","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10002","7","6","8","352",,,"289",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-13T14:00:00","25.02","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10005","4","0","8","341",,,"290",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"TBWUK72","2023-09-13T14:00:00","25.83","51.85",,,"1","6","2","5","0","0","1",,"40",,"41","1","97","3",,"10009","5","1","8","361",,"341","336","1","350","5","5","5","5","6","5","0","10","0",,,,"219","51","798","172","5","0",,"2","111111","1111A1111118A1","5",,,,,,,,,,,,
"EUMDE60","2023-09-13T15:00:00","25.02","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10008","2","5","8","336",,,"297",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-13T16:00:00","25.02","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10011","2","8","8","333",,,"297",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-13T17:00:00","25.02","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10015","2","10","8","331",,,"297",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"TBWUK63","2023-09-13T17:00:00","25.80","51.93",,,"1","6","2","5","0","0","1","5",,,,,,,,"10010","3","12","8","341",,"311","302","1","350",,,,,,,,,,,,,"219","51","798","172","5","1","2","1","11FF11","17AAA11111AAA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-13T18:00:00","25.02","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10014","2","7","8","329",,,"296",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"WDF9323","2023-09-13T18:00:00","21.30","59.60",,,"1","5","2","5","5","3","1",,"200","4","113","1","98",,,"10043","0","12","8","272",,"262","258",,,"1","1","A","A","A","A",,"2","2","20","7","3","219","19","798","172","5","1","2","1","F11111","111AA1111A1111","5",,,,,,,,,,,,
"EUMDE60","2023-09-13T19:00:00","25.02","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10014","2","2","8","325",,,"297",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-13T20:00:00","25.02","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10014","7","2","8","324",,,"295",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-13T21:00:00","25.02","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10012","7","3","8","322",,,"296",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"TBWUK63","2023-09-13T21:00:00","25.80","51.93",,,"1","6","2","5","0","0","1",,,,,"1","96","5","0","10006","8","12","8","331",,"311","305","1","350",,,,,,,,,,,,,"219","51","798","172","5","0",,"1","11FF11","1A11111111AAA1","5",,"0",,,,,,,,,,
"EUMDE60","2023-09-13T22:00:00","25.02","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10007","7","7","8","321",,,"296",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-13T23:00:00","25.02","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10004","7","10","8","319",,,"297",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-14T00:00:00","25.02","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10005","7","6","8","316",,,"297",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"TBWUK63","2023-09-14T00:00:00","25.80","51.78",,,"1","6","2","5","0","0","1",,,,,"1","96","5","0","10000","6","10","8","331",,"311","305","1","350","3","2",,"7",,,,,,,,,"219","51","798","172","5","1","2","1","11FF21","17111111111AA1","5",,"0",,,,,,,,,,
"EUMDE60","2023-09-14T01:00:00","25.02","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10009","2","3","8","314",,,"299",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"TBWUK63","2023-09-14T01:00:00","25.80","51.95",,,"1","6","2","5","0","0","1","5",,,,,,"5","0","9999","7","6","8","331",,"311","305","1","350",,,,,,,,,,,,,"219","51","798","172","5","0",,"1","11FF21","17A1111111AAA1","5",,"0",,,,,,,,,,
"TBWUK72","2023-09-14T01:00:00","25.83","51.85",,,"1","6","2","5","0","0","1",,"270",,"51","1","97","2","0","10007","7","4","8","331",,"331","331","1","346","3","2","4","5","4","4",,"6","1",,,,"219","51","798","172","5","0",,"1","111115","111111111111A1","5",,"0",,,,,,,,,,
"EUMDE60","2023-09-14T02:00:00","25.02","55.06",,,"1","5","2","5","0","0","1",,,,,,,,,"10017","2","14","8","311",,,"292",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-14T03:00:00","25.02","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10021","2","15","8","315",,,"282",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-14T04:00:00","25.02","55.06",,,"1","5","2","5","0","0","1",,,,,,,,,"10027","2","17","8","320",,,"279",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"TBWUK59","2023-09-14T04:00:00","25.90","53.97",,,"1","6","2","5","2","4","1",,,,,"1","96","5",,"10016","3","13","8","331",,"306","298","1","345","3","3","1","5","0",,"0",,"0",,,,"219","53","798","172","5","0",,"2","11FF11","1A11A1111113A1","5",,,,,,,,,,,,
"TBWUK72","2023-09-14T04:00:00","25.83","51.87",,,"1","6","2","5","0","0","1","5","275",,"72","1","97","3",,"10020","3","13","8","341",,"291","273","1","320","4","4","4","A","5","5",,"10","1",,,,"219","51","798","172","5","0",,"2","113111","1111A1111111A1","5",,,,,,,,,,,,
"EUMDE60","2023-09-14T05:00:00","25.02","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10032","2","15","8","344",,,"281",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"7KHY","2023-09-14T06:00:00","23.60","59.40",,,"1","6","2","5","3","3","1",,"90","4","82","1","98","3","0","10031","2","20","8","280","0","270","266","3","290","2","2","6","2","0","0",,"4","2","36",,,"219","39","798","172","5","0",,"2","112111","11111111111171","5",,"0","36",,,,,,,,,
"EUMDE60","2023-09-14T06:00:00","25.02","55.06",,,"1","5","2","5","0","0","1",,,,,,,,,"10030","2","10","8","345",,,"286",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"TBWUK32","2023-09-14T06:00:00","25.30","55.00",,,"1","6","2","5","9","0","1",,"250","4","21","1","94","2","2","10025",,,"8","370",,"350","345","1","340","8",,"7","2","A","A",,"2","2",,,,"219","55","798","172","5","1","2","2","131111","111411111111AA","5",,"2",,,,,,,,,,
"EUMDE60","2023-09-14T07:00:00","25.02","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10026","4","0","8","359",,,"275",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"TBWUK72","2023-09-14T07:00:00","25.83","51.87",,,"1","6","2","5","0","0","1",,"330",,"46","1","97","5",,"10016","0","1","8","391",,"301","269","1","350","1","1","1","7","0","0","0","2","0","33","3","1","219","51","798","172","5","0",,"2","151111","1111A111111311","5",,,,,,,,,,,,
"EUMDE60","2023-09-14T08:00:00","25.02","55.06",,,"1","5","2","5","0","0","1",,,,,,,,,"10022","7","10","8","354",,,"290",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"C6UU5","2023-09-14T09:00:00","25.80","51.80",,,"1","6","2","5","0","0","1",,"30","4","26","1","98",,,"10064",,"10","8",,"0","340","323",,"350","3","1","1","5","4","1","0","0","0","36",,,"219","51","798","172","5","0",,"2","171111","111AA111111177","5",,,"36",,,,,,,,,
"EUMDE60","2023-09-14T09:00:00","25.02","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10014","7","16","8","353",,,"297",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"V7OJ5","2023-09-14T09:00:00","25.80","51.70",,,"1","6","2","5","0","0","1",,"360","4","31","1","97","6",,"10166","6",,"8",,"0","310","280","1","360","0","0","0","9","0","0",,,,"36",,,"219","51","798","172","5","0",,"2","371151","1111A111111A77","5",,,"36",,,,,,,,,
"EUMDE60","2023-09-14T10:00:00","25.10","54.95",,,"1","5","2","5","7","4","1",,"20",,"70",,,,,"10006","7","21","8","337",,,"294",,,,,,,,,,,,,,,"219","54","798","172","5","0",,"2","F11211","11AAA11A1AAAA1","5",,,,,,,,,,,,
"TBWUK63","2023-09-14T10:00:00","25.80","51.95",,,"1","6","2","5","0","0","1",,,,,"1","97","5","0","10006","8","18","8","381",,"331","317","1","350",,,,,,,,,,,,,"219","51","798","172","5","0",,"2","15FF11","1711111111AAA1","5",,"0",,,,,,,,,,
"EUMDE60","2023-09-14T11:00:00","25.29","54.87",,,"1","5","2","5","8","3","1",,"310",,"36",,,,,"9999","7","23","8","335",,,"290",,,,,,,,,,,,,,,"219","54","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-14T12:00:00","25.55","54.85",,,"1","5","2","5","1","4","1",,"300",,"87",,,,,"9998","7","16","8","334",,,"288",,,,,,,,,,,,,,,"219","54","798","172","5","0",,"2","F13111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"TBWUK63","2023-09-14T12:00:00","25.80","51.95",,,"1","6","2","5","0","0","1",,,,,"1","97","5","0","10009","7","16","8","381",,"331","317","1","350","3","2",,"7",,,,,,,,,"219","51","798","172","5","1","2","2","15FF11","17111111111AA1","5",,"0",,,,,,,,,,
"V7A4880","2023-09-14T12:00:00","24.00","59.00",,,"1","4","0","0",,,"1","0",,"4",,,,"2",,,,,"0","320",,,,,,"6",,,"A",,,,,"3",,,,"219","49","992","114","5","1","2","2","F116FF","12A1AA1AAA13AA",,"2",,,,,,,,,,,"4"
"EUMDE60","2023-09-14T13:00:00","25.71","55.09",,,"1","5","2","5","1","4","1",,"310",,"75",,,,,"9996","7","9","8","336",,,"282",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-14T14:00:00","25.86","55.34",,,"1","5","2","5","1","4","1",,"330",,"48",,,,,"9997","7","3","8","326",,,"290",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"TBWUK72","2023-09-14T14:00:00","25.83","51.85",,,"1","6","2","5","0","0","1","5","355",,"51","1","97","3",,"10013","6","5","8","361",,"341","336","1","350","4","4","5","A","6","5","0","10","0",,,,"219","51","798","172","5","0",,"2","111111","1111A1111118A1","5",,,,,,,,,,,,
"EUMDE60","2023-09-14T15:00:00","26.01","55.59",,,"1","5","2","5","1","4","1","5","55",,"15",,,,,"10000","2","2","8","319",,,"298",,,,,,,,,,,,,,,"219","65","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-14T16:00:00","26.12","55.85",,,"1","5","2","5","1","4","1","5","55",,"13",,,,,"10004","2","8","8","321",,,"280",,,,,,,,,,,,,,,"219","65","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"TBWUK63","2023-09-14T16:00:00","25.80","51.93",,,"1","6","2","5","0","0","1",,,,,,,,,"10012","3","13","8","341",,"311","302","1","350",,,,,,,,,,,,,"219","51","798","172","5","0",,"1","11FF11","17AAA11111AAA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-14T17:00:00","26.31","56.07",,,"1","5","2","5","1","4","1",,"200",,"23",,,,,"10008","2","12","8","322",,,"304",,,,,,,,,,,,,,,"219","66","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-14T18:00:00","26.51","56.30",,,"1","5","2","5","1","4","1",,"150",,"61",,,,,"10009","2","8","8","320",,,"288",,,,,,,,,,,,,,,"219","66","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-14T19:00:00","26.57","56.56",,,"1","5","2","5","2","4","1",,"160",,"88",,,,,"10005","4","0","8","306",,,"288",,,,,,,,,,,,,,,"219","66","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-14T20:00:00","26.35","56.68",,,"1","5","2","5","4","4","1",,"200",,"53",,,,,"10011","2","2","8","305",,,"281",,,,,,,,,,,,,,,"219","66","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-14T21:00:00","26.09","56.75",,,"1","5","2","5","4","4","1","5","235",,"31",,,,,"10014","2","5","8","304",,,"278",,,,,,,,,,,,,,,"219","66","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"WMCS","2023-09-14T21:00:00","20.20","59.20",,,"1","5","2","5","1","4","1",,,,,,,,,"10041","5","4","8","275",,"258","252",,,,,"A",,"A","A",,,,,,,"219","9","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,,
"9V6416","2023-09-14T22:00:00","25.70","54.20",,,"1","4","0","0","3","3","1","0","110","3","26",,"97","6","2","10050","5","0","0","330","0","310","304",,"340","3","3","1","4","4","7",,"3","1","0",,,"219","54","992","114","5","1","2","1","111111","11111111111131",,"1","2","0",,,,,,,,,"4"
"EUMDE60","2023-09-14T22:00:00","25.82","56.82",,,"1","5","2","5","4","4","1",,"160",,"55",,,,,"10016","2","11","8","302",,,"275",,,,,,,,,,,,,,,"219","56","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"WMCS","2023-09-14T22:00:00","20.40","59.30",,,"1","5","2","5","1","4","1",,,,,,,,,"10039","6","5","8","269",,"256","251",,,,,"A",,"A","A",,,,,,,"219","9","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,,
"9V6416","2023-09-14T23:00:00","25.60","54.60",,,"1","4","0","0","2","3","1","0","10","3","15",,"96","6","2","10040","6","0","0","330","0","310","304",,"340","3","3","1","4","4","7",,"3","1","0",,,"219","54","992","114","5","1","2","1","111111","11111111111137",,"1","2","0",,,,,,,,,"4"
"EUMDE60","2023-09-14T23:00:00","25.57","56.93",,,"1","5","2","5","3","4","1","5","145",,"67",,,,,"10018","2","7","8","299",,,"269",,,,,,,,,,,,,,,"219","56","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"TBWUK63","2023-09-14T23:00:00","25.80","51.95",,,"1","6","2","5","0","0","1",,,,,,,"5","0","9999","7","16","8","341",,"301","288","1","350","3","2",,"7",,,,,,,,,"219","51","798","172","5","0",,"1","11FF21","17A11111111AA1","5",,"0",,,,,,,,,,
"WMCS","2023-09-14T23:00:00","20.70","59.50",,,"1","5","2","5","1","4","1",,,,,,,,,"10039","8","1","8","268",,"256","252",,,,,"A",,"A","A",,,,,,,"219","9","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,,
"9V6416","2023-09-15T00:00:00","25.60","54.60",,,"1","4","0","0","2","3","1","0","10","3","15",,"96","6","2","10030","6","0","0","330","0","310","304",,"340","4","4","1","4","4","7",,"3","1","0",,,"219","54","992","114","5","1","2","1","111111","11111111111137",,"1","2","0",,,,,,,,,"4"
"EUMDE60","2023-09-15T00:00:00","25.38","57.14",,,"1","5","2","5","3","4","1","5","115",,"97",,,,,"10019","2","5","8","296",,,"262",,,,,,,,,,,,,,,"219","57","798","172","5","0",,"1","F12111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"TBWUK63","2023-09-15T00:00:00","25.80","51.95",,,"1","6","2","5","0","0","1","5",,,,"1","97","5","0","10001","5","10","8","341",,"311","302","1","350",,,,,,,,,,,,,"219","51","798","172","5","1","2","1","11FF21","1711111111AAA1","5",,"0",,,,,,,,,,
"WMCS","2023-09-15T00:00:00","21.10","59.60",,,"1","5","2","5","1","4","1",,,,,,,,,"10043","3","2","8","267",,"255","251",,,,,"A",,"A","A",,,,,,,"219","19","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,,
"9V6416","2023-09-15T01:00:00","25.60","54.90",,,"1","4","0","0","2","3","1","0","30","3","36",,"96","6","2","10030","6","0","0","330","0","310","304",,"340","3","3","1","4","4","5",,"3","1","0",,,"219","54","992","114","5","1","2","1","111111","11111111111137",,"1","2","0",,,,,,,,,"4"
"EUMDE60","2023-09-15T01:00:00","25.21","57.36",,,"1","5","2","5","3","4","1","5","125",,"93",,,,,"10029","2","12","8","294",,,"260",,,,,,,,,,,,,,,"219","57","798","172","5","0",,"1","F12111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"TBWUK59","2023-09-15T01:00:00","24.33","57.48",,,"1","6","2","5","2","4","1",,,,,"1","98",,,"10024","2","8","8","301",,"281","274","1","310","2",,,"A",,,,,,,,,"219","47","798","172","5","0",,"1","11FF11","171AA111111AA1","5",,,,,,,,"0",,,,
"TBWUK72","2023-09-15T01:00:00","25.83","51.85",,,"1","6","2","5","0","0","1",,"340",,"103","1","97","2","0","10008","5","0","8","351",,"301","284","1","345","3","2","4","5","4","4",,"6","2",,,,"219","51","798","172","5","0",,"1","111411","111111111111A1","5",,"0",,,,,,,,,,
"WMCS","2023-09-15T01:00:00","21.40","59.70",,,"1","5","2","5","8","5","1",,,,,,,,,"10048","3","9","8","268",,"255","251",,,,,"A",,"A","A",,,,,,,"219","19","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-15T02:00:00","25.02","57.56",,,"1","5","2","5","3","4","1","5","125",,"61",,,,,"10033","2","14","8","289",,,"258",,,,,,,,,,,,,,,"219","57","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"WMCS","2023-09-15T02:00:00","21.70","59.90",,,"1","5","2","5","8","5","1",,,,,,,,,"10054","3","15","8","269",,"256","251",,,,,"A",,"A","A",,,,,,,"219","19","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-15T03:00:00","24.85","57.78",,,"1","5","2","5","3","4","1","5","105",,"60",,,,,"10039","2","19","8","291",,,"263",,,,,,,,,,,,,,,"219","47","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"TBWUK72","2023-09-15T03:00:00","25.83","51.85",,,"1","6","2","5","0","0","1","5","15",,"82","1","97","3",,"10021","1","19","8","341",,"321","315","1","350","5","5","5","A","6","6",,"10","1",,,,"219","51","798","172","5","0",,"2","111211","1111A1111111A1","5",,,,,,,,,,,,
"EUMDE60","2023-09-15T04:00:00","24.69","57.99",,,"1","5","2","5","3","4","1",,"120",,"57",,,,,"10044","2","16","8","291",,,"262",,,,,,,,,,,,,,,"219","47","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE61","2023-09-15T04:00:00","20.15","59.01",,,"1","5","2","5","1","3","1","5","195",,"56",,,,,"10056","2","25","8","279",,,"246",,,,,,,,,,,,,,,"219","9","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"TBWUK59","2023-09-15T04:00:00","24.00","58.37",,,"1","6","2","5","2","4","1",,,,,"1","97","5",,"10041","2","14","8","296",,"276","268","1","310","5","3","7","4","7","7",,"4","1","27","5","2","219","48","798","172","5","0",,"2","11FF11","1711A111111111","5",,,,,,,,,,,,
"EUMDE60","2023-09-15T05:00:00","24.52","58.19",,,"1","5","2","5","3","4","1","5","115",,"51",,,,,"10050","2","18","8","288",,,"258",,,,,,,,,,,,,,,"219","48","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE61","2023-09-15T05:00:00","20.35","59.15",,,"1","5","2","5","1","3","1","5","175",,"43",,,,,"10062","2","26","8","275",,,"248",,,,,,,,,,,,,,,"219","9","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"TBWUK72","2023-09-15T05:00:00","25.83","51.85",,,"1","6","2","5","0","0","1",,,,,"1","97","5",,"10026","1","19","8","361",,"301","281","1","340","3","3","1","6","0","0",,"4","1","35","4","1","219","51","798","172","5","0",,"2","111611","1411A111111411","5",,,,,,,,,,,,
"WMCS","2023-09-15T05:00:00","22.70","59.90",,,"1","5","2","5","8","4","1",,,,,,,,,"10069","1","16","8","293",,"265","255",,,,,"A",,"A","A",,,,,,,"219","29","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-15T06:00:00","24.34","58.40",,,"1","5","2","5","3","4","1",,"130",,"58",,,,,"10050","2","11","8","288",,,"259",,,,,,,,,,,,,,,"219","48","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE61","2023-09-15T06:00:00","20.54","59.27",,,"1","5","2","5","1","3","1",,"180",,"44",,,,,"10064","2","18","8","277",,,"248",,,,,,,,,,,,,,,"219","9","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"TBWUK59","2023-09-15T06:00:00","23.80","58.80",,,"1","4","0","0","5","4","1","0",,,,,"98","2","1","10031","1","11","0","301","0","271","259","1","330","4",,"6","2","A","A",,"5","4",,,,"219","38","992","114","5","1","2","2","11FF11","171111111111A1",,,"1",,,,,,,,,,"4"
"WMCS","2023-09-15T06:00:00","22.90","59.70",,,"1","5","2","5","8","4","1",,,,,,,,,"10068","0","8","8","317",,"278","265",,,,,"A",,"A","A",,,,,,,"219","29","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,,
"WSNA","2023-09-15T06:00:00","22.80","59.90",,,"1","6","2","5","8","4","1",,"170","3","67",,,,,"10056",,,"8","320",,"290","281","1","295",,,"A",,"A","A",,,,,,,"219","29","798","172","5","1","2","2","111111","11AAA111118AAA","5",,,,,,,,,,,,
"EUMDE60","2023-09-15T07:00:00","24.17","58.61",,,"1","5","2","5","3","4","1","5","125",,"72",,,,,"10049","2","4","8","287",,,"258",,,,,,,,,,,,,,,"219","48","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE61","2023-09-15T07:00:00","20.78","59.43",,,"1","5","2","5","1","4","1",,"180",,"41",,,,,"10059","2","4","8","275",,,"252",,,,,,,,,,,,,,,"219","9","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"TBWUK32","2023-09-15T07:00:00","25.30","55.00",,,"1","4","0","0","0","0","1","0","120","4","10",,"98","2","2","10031",,"2","0","360","0","290","264","1","340",,,"7","A","A","A",,"2","2","0",,,"219","55","992","114","5","1","2","2","111111","11111111118137",,"1","2","0",,,,,,,,,"4"
"WMCS","2023-09-15T07:00:00","23.10","59.40",,,"1","5","2","5","7","4","1",,,,,,,,,"10063","8","4","8","348",,"296","281",,,,,"A",,"A","A",,,,,,,"219","39","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,,,,,,,,,
"EUMDE60","2023-09-15T08:00:00","24.03","58.85",,,"1","5","2","5","3","4","1","5","105",,"80",,,,,"10039","7","12","8","286",,,"256",,,,,,,,,,,,,,,"219","48","798","172","5","0",,"2","F12111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"EUMDE61","2023-09-15T08:00:00","21.01","59.58",,,"1","5","2","5","1","3","1","5","205",,"38",,,,,"10053","7","8","8","289",,,"250",,,,,,,,,,,,,,,"219","19","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,
"WMCS","2023-09-15T08:00:00","23.40","59.20",,,"1","5","2","5","7","4","1",,,,,,,,,"10055","8","15","8",,,"319","299",,,,,"A",,"A","A",,,,,,,"219","39","798","172","5","1","2","2","F7FF11","1AAAA1111A8AA1","5",,,,,,,,,,,,
"D5UT6","2023-09-15T09:00:00","27.00","52.30",,,"1","6","2","5","6","3","1",,"110","4","31","1","97",,"4","10103",,,"8","380","0","330","315","3","350","3","3","7","7","1","8",,,,,,,"219","72","798","172","5","0",,"2","131111","111A1111111AAA","5",,"4",,,,,,,,,,
