"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER"
"WSNU","2023-09-16T10:00:00","20.80","37.90",,,"1","5","2","5","3","3","1",,,,,,,,,"10052",,,"8","361",,"289","266",,,,,"A",,"A","A",,,,,,,"217","7","798","172","5","1","2","2","F5FF11","1AAAA1111A8AAA","5",,,,,,,,,,,,,
"9V5634","2023-09-16T11:00:00","25.10","35.90",,,"1","4","0","0","3","4","1","0","340","4","72",,"98","2","0","10099","4","0","0","300","0","270","260",,"290","2","2","0","9","0","5",,"4","2","0",,,"217","55","992","114","5","1","2","2","111111","11111111111131",,"1","0","0",,,,,,,,"4",,
"DBBH","2023-09-16T11:00:00","26.40","35.90",,,"1","6","2","5","1","1","1",,"310","1","80",,,,,"10074","8","11","8","298",,,"243","3","301",,,"A",,"A","A",,,,,,,"217","65","798","172","5","0",,"2","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"WSNU","2023-09-16T11:00:00","20.60","38.00",,,"1","5","2","5","3","3","1",,"330","3","67","1","98","2","0","10046",,,"8","342",,"289","272",,,"3","0","0","9","1","2",,"4","1",,,,"217","8","798","172","5","1","2","2","F11111","111111111A11AA","5",,"0",,,,,,,,,,,
"5LFC5","2023-09-16T12:00:00","22.70","37.30",,,"1","6","2","5","7","4","1",,"310","4","113","1","97","5","0","10054","8","14","8","314",,,"221","3","310","1","0","0","9","0","1",,"6","5",,,,"217","27","798","172","5","1","2","2","111111","1111111A1111A1","5",,"0",,,,,,,,,,,
"9V9413","2023-09-16T12:00:00","22.80","37.30",,,"1","6","2","5","7","3","1",,"320","4","129","1","97","2","0","10060",,,"8","340",,,"271","1","310","2","0","0","9","0","7",,"4","3","35","3","1","217","27","798","172","5","0",,"2","111111","1111111A11111A","5",,"0",,,,,,,,,,,
"DBBH","2023-09-16T12:00:00","26.40","36.00",,,"1","6","2","5","1","1","1",,"300","1","90","1","98","2","0","10072","6","10","8","299",,,"235","3","303","0","0","0","9","0","0",,"4","1","30","6","3","217","66","798","172","5","0",,"2","111111","1111111A111111","5",,"0",,,,,,,,,,"0","1"
"WSNU","2023-09-16T12:00:00","20.40","38.10",,,"1","6","2","5","3","3","1",,"350","3","62","1","98","2","0","10043",,,"8","326",,"286","274","1","330","1","1","0","9","3","8",,"2","1",,,,"217","8","798","172","5","1","2","2","111111","111111111111AA","5",,"0",,,,,,,,,,,
"DBBH","2023-09-16T13:00:00","26.40","36.00",,,"1","6","2","5","2","1","1",,"310","1","100",,,,,"10066","8","12","8","299",,,"237","3","302",,,"A",,"A","A",,,,,,,"217","66","798","172","5","0",,"2","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"WSNU","2023-09-16T13:00:00","20.20","38.20",,,"1","5","2","5","3","3","1",,,,,,,,,"10035",,,"8","322",,"284","272",,,,,"A",,"A","A",,,,,,,"217","8","798","172","5","1","2","2","F1FF11","1AAAA1111A8AAA","5",,,,,,,,,,,,,
"DBBH","2023-09-16T14:00:00","26.40","36.00",,,"1","6","2","5","2","1","1",,"310","1","80",,,,,"10067","5","7","8","300",,,"235","3","304",,,"A",,"A","A",,,,,,,"217","66","798","172","5","0",,"2","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"WSNU","2023-09-16T14:00:00","20.00","38.30",,,"1","6","2","5","3","3","1",,"350","3","62","1","98","2","0","10033",,,"8","316",,"280","269","1","330","1","1","0","9","7","8",,,,,,,"217","8","798","172","5","1","2","2","111111","11111111111AAA","5",,"0",,,,,,,,,,,
"9V5634","2023-09-16T15:00:00","24.20","36.50",,,"1","6","2","5","3","4","1",,"350","4","103","1","97",,"2","10080","6","10","8","300",,"270","260","7","300",,,"A",,"A","A",,"4","4",,,,"217","46","798","172","5","1","2","2","111111","111A11111181A1","5",,"2",,,,,,,,,,,
"DBBH","2023-09-16T15:00:00","26.30","36.10",,,"1","6","2","5","3","1","1",,"310","1","70","1","98","2","0","10065","6","7","8","300",,,"242","3","303","0","0","0","9","0","0","0","4","0","30","6","2","217","66","798","172","5","0",,"2","111111","1111111A111311","5",,"0",,,,,,,,,,,
"9V9413","2023-09-16T16:00:00","23.60","36.70",,,"1","6","2","5","7","4","1",,"350","4","118","1","97","3","1","10050","4","0","8","320",,,"269","1","310","5","3","6","2","4","5","0","0","3",,,,"217","36","798","172","5","0",,"1","111111","1111111A1117A1","5",,"1",,,,,,,,,,,
"DBBH","2023-09-16T16:00:00","26.30","36.10",,,"1","6","2","5","3","1","1",,"320","1","50",,,,,"10064","8","2","8","299",,,"247","3","302",,,"A",,"A","A",,,,,,,"217","66","798","172","5","0",,"1","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"DBBH","2023-09-16T17:00:00","26.20","36.20",,,"1","6","2","5","3","1","1",,"350","1","50",,,,,"10067","5","0","8","297",,,"252","3","301",,,"A",,"A","A",,,,,,,"217","66","798","172","5","0",,"1","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"DBBH","2023-09-16T18:00:00","26.10","36.20",,,"1","6","2","5","3","2","1",,"360","1","50",,,,,"10070","3","5","8","298",,,"253","3","300",,,"A",,"A","A",,,,,,,"217","66","798","172","5","0",,"1","111111","11AAA11A118AA1","5",,,,,,,,,,,,"0","2"
"DBBH","2023-09-16T19:00:00","26.00","36.30",,,"1","6","2","5","3","2","1",,"340","1","50",,,,,"10071","1","7","8","295",,,"253","3","302",,,"A",,"A","A",,,,,,,"217","66","798","172","5","0",,"1","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"5LFC5","2023-09-16T20:00:00","24.60","36.10",,,"1","6","2","5","7","4","1",,"330","4","57","1","97","2","0","10064","1","8","8","293",,,"248","3","281","2","1","1","4","0","0",,"3","2",,,,"217","46","798","172","5","1","2","1","111111","1111111A1111A1","5",,"0",,,,,,,,,,,
"DBBH","2023-09-16T20:00:00","26.00","36.30",,,"1","6","2","5","3","1","1",,"330","1","80",,,,,"10068","0","1","8","301",,,"236","3","303",,,"A",,"A","A",,,,,,,"217","66","798","172","5","0",,"1","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"DBBH","2023-09-16T21:00:00","25.90","36.20",,,"1","6","2","5","4","1","1",,"330","1","80",,,,,"10068","8","2","8","300",,,"242","3","303",,,"A",,"A","A",,,,,,,"217","56","798","172","5","0",,"1","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"DBBH","2023-09-16T22:00:00","25.90","36.10",,,"1","6","2","5","5","1","1",,"330","1","80",,,,,"10064","8","7","8","293",,,"249","3","303",,,"A",,"A","A",,,,,,,"217","56","798","172","5","0",,"1","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"9V5634","2023-09-16T23:00:00","22.60","37.80",,,"1","4","0","0","3","3","1","0","320","4","87",,"98","1","2","10069","0","10","0","310","0","280","271",,"310","0","0","0","9","0","0",,"3",,"0",,,"217","27","992","114","5","1","2","1","111111","11111111111731",,"1","2","0",,,,,,,,"4",,
"DBBH","2023-09-16T23:00:00","25.80","36.00",,,"1","6","2","5","5","2","1",,"330","1","100",,,,,"10059","8","9","8","289",,,"242","3","302",,,"A",,"A","A",,,,,,,"217","56","798","172","5","0",,"1","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"5LFC5","2023-09-17T00:00:00","25.50","35.50",,,"1","6","2","5","7","4","1",,"310","4","72","1","98","2","0","10051","7","12","8","282",,,"192","3","290","1","1","1","A","0","0",,"4","2",,,,"217","55","798","172","5","1","2","1","111111","1111111A1111A1","5",,"0",,,,,,,,,,,
"DBBH","2023-09-17T00:00:00","25.80","35.90",,,"1","6","2","5","5","2","1",,"330","1","80",,,,,"10056","6","12","8","294",,,"226","3","301",,,"A",,"A","A",,,,,,,"217","55","798","172","5","0",,"1","111111","11AAA11A118AA1","5",,,,,,,,,,,,"0","1"
"DBBH","2023-09-17T01:00:00","25.70","35.80",,,"1","6","2","5","5","2","1",,"330","1","70",,,,,"10054","6","10","8","296",,,"231","3","301",,,"A",,"A","A",,,,,,,"217","55","798","172","5","0",,"1","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"DBBH","2023-09-17T02:00:00","25.70","35.70",,,"1","6","2","5","5","2","1",,"320","1","60",,,,,"10057","5","2","8","293",,,"237","3","297",,,"A",,"A","A",,,,,,,"217","55","798","172","5","0",,"1","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"9V5634","2023-09-17T03:00:00","21.90","38.40",,,"1","6","2","5","3","3","1",,"310","4","77","1","97",,,"10070",,,"8","320",,"290","281","7","310",,,"8",,"6","8",,"4","3",,,,"217","18","798","172","5","1","2","1","111111","111AA1111181AA","5",,,,,,,,,,,,,
"DBBH","2023-09-17T03:00:00","25.80","35.70",,,"1","6","2","5","6","1","1",,"330","1","80",,,,,"10059","3","3","8","295",,,"241","3","296",,,"A",,"A","A",,,,,,,"217","55","798","172","5","0",,"1","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"9V9413","2023-09-17T04:00:00","26.30","34.90",,,"1","6","2","5","7","3","1",,"330","4","118","1","97","3","1","10070","4","0","8","290",,,"240","1","290","5","3","6","2","1","5","0","0","4",,,,"217","64","798","172","5","0",,"2","111111","1111111A1117A1","5",,"1",,,,,,,,,,,
"DBBH","2023-09-17T04:00:00","25.80","35.70",,,"1","6","2","5","7","1","1",,"330","1","90",,,,,"10062","2","8","8","294",,,"236","3","297",,,"A",,"A","A",,,,,,,"217","55","798","172","5","0",,"2","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"5LFC5","2023-09-17T05:00:00","26.50","34.80",,,"1","6","2","5","7","4","1",,"320","4","113","1","98","2","0","10064","2","13","8","293",,,"181","3","281","2","1","1","6","0","1",,"3","2","33","4","2","217","64","798","172","5","1","2","2","111111","1111111A111111","5",,"0",,,,,,,,,,,
"DBBH","2023-09-17T05:00:00","25.90","35.80",,,"1","6","2","5","8","1","1",,"330","1","90",,,,,"10065","3","8","8","293",,,"239","3","296",,,"A",,"A","A",,,,,,,"217","55","798","172","5","0",,"2","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"DBBH","2023-09-17T06:00:00","25.90","35.90",,,"1","6","2","5","1","1","1",,"320","1","100","1","98","2","0","10068","2","9","8","292",,,"242","3","299","0","0","0","9","0","0",,"4","1","30","6","2","217","55","798","172","5","0",,"2","111111","1111111A111111","5",,"0",,,,,,,,,,"0","2"
"5LFC5","2023-09-17T07:00:00","27.10","34.40",,,"1","6","2","5","6","4","1",,"320","4","98","1","98",,,"10080","3","5","8","310",,,"215","3","280",,,"A",,"A","A",,,"1","34","5","2","217","74","798","172","5","1","2","2","111111","111AA11A118311","5",,,,,,,,,,,,,
"DBBH","2023-09-17T07:00:00","26.00","36.00",,,"1","6","2","5","1","1","1",,"330","1","90",,,,,"10071","2","9","8","294",,,"244","3","301",,,"A",,"A","A",,,,,,,"217","66","798","172","5","0",,"2","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"DBBH","2023-09-17T08:00:00","26.00","36.00",,,"1","6","2","5","1","1","1",,"320","1","90",,,,,"10074","2","9","8","292",,,"261","3","302",,,"A",,"A","A",,,,,,,"217","66","798","172","5","0",,"2","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"DBBH","2023-09-17T09:00:00","26.10","36.10",,,"1","6","2","5","1","1","1",,"320","1","80","1","98","2","0","10074","1","6","8","291",,,"266","3","302","0","0","0","9","0","0",,"4","1","30","6","2","217","66","798","172","5","0",,"2","111111","1111111A111111","5",,"0",,,,,,,,,,,
"DBBH","2023-09-17T10:00:00","26.10","36.20",,,"1","6","2","5","1","1","1",,"310","1","60",,,,,"10070","8","1","8","293",,,"264","3","299",,,"A",,"A","A",,,,,,,"217","66","798","172","5","0",,"2","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"9V9413","2023-09-17T11:00:00","27.90","33.60",,,"1","6","2","5","7","4","1",,"330","4","129","1","98","2","0","10070",,,"8","290",,,"211","1","270","0","0","0","9","0","0",,"5","4","36",,,"217","73","798","172","5","0",,"2","111111","1111111A11117A","5",,"0","36",,,,,,,,,,
"DBBH","2023-09-17T11:00:00","26.10","36.30",,,"1","6","2","5","1","1","1",,"300","1","80",,,,,"10064","8","10","8","293",,,"258","3","299",,,"A",,"A","A",,,,,,,"217","66","798","172","5","0",,"2","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"DBBH","2023-09-17T12:00:00","26.10","36.30",,,"1","6","2","5","1","1","1",,"310","1","90","1","98","2","0","10054","8","20","8","295",,,"254","3","298","0","0","0","9","0","0",,"4","1","30","6","2","217","66","798","172","5","0",,"2","111111","1111111A111111","5",,"0",,,,,,,,,,"0","1"
"DBBH","2023-09-17T13:00:00","26.20","36.20",,,"1","6","2","5","8","1","1",,"310","1","80",,,,,"10053","6","17","8","297",,,"251","3","301",,,"A",,"A","A",,,,,,,"217","66","798","172","5","0",,"2","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"EUMDE46","2023-09-17T13:00:00","29.98","32.59",,,"1","5","2","5","4","2","1",,"340",,"53",,,,,"10084","7","22","8",,,,,,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","F71116","11AAA16A6AAAA1","5",,,,,,,,,,,,,
"DBBH","2023-09-17T14:00:00","26.30","36.20",,,"1","6","2","5","7","1","1",,"320","1","80",,,,,"10053","6","11","8","299",,,"253","3","302",,,"A",,"A","A",,,,,,,"217","66","798","172","5","0",,"2","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"EUMDE31","2023-09-17T14:00:00","29.90","32.55",,,"1","5","2","5","4","2","1",,"10",,"46",,,,,"10085","7","16","8",,,,,,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","F71116","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE46","2023-09-17T14:00:00","29.83","32.54",,,"1","5","2","5","4","3","1",,"10",,"65",,,,,"10082","7","17","8","337",,,"172",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","F51114","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"DBBH","2023-09-17T15:00:00","26.30","36.20",,,"1","6","2","5","7","1","1",,"330","1","70","1","98","2","0","10052","7","2","8","301",,,"240","3","303","2","0","0","9","0","9",,"4","1","30","5","2","217","66","798","172","5","0",,"2","111111","1111111A111111","5",,"0",,,,,,,,,,,
"EUMDE31","2023-09-17T15:00:00","29.73","32.53",,,"1","5","2","5","4","3","1",,"350",,"73",,,,,"10084","7","9","8","341",,,"156",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","F51114","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE46","2023-09-17T15:00:00","29.57","32.55",,,"1","5","2","5","4","4","1","5","345",,"86",,,,,"10081","7","9","8","339",,,"132",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","F51114","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"DBBH","2023-09-17T16:00:00","26.30","36.10",,,"1","6","2","5","7","1","1",,"340","1","70",,,,,"10053","5","0","8","299",,,"246","3","302",,,"A",,"A","A",,,,,,,"217","66","798","172","5","0",,"1","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"EUMDE31","2023-09-17T16:00:00","29.56","32.56",,,"1","5","2","5","4","3","1",,"340",,"88",,,,,"10084","7","4","8","329",,,"140",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F51114","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE46","2023-09-17T16:00:00","29.33","32.67",,,"1","5","2","5","3","4","1",,"330",,"88",,,,,"10078","7","7","8","302",,,"201",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"DBBH","2023-09-17T17:00:00","26.30","36.00",,,"1","6","2","5","6","1","1",,"340","1","60",,,,,"10056","3","3","8","300",,,"247","3","303",,,"A",,"A","A",,,,,,,"217","66","798","172","5","0",,"1","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"EUMDE31","2023-09-17T17:00:00","29.30","32.67",,,"1","5","2","5","4","4","1",,"340",,"115",,,,,"10084","7","2","8","317",,,"172",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F31112","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE46","2023-09-17T17:00:00","29.08","32.78",,,"1","5","2","5","4","4","1",,"340",,"98",,,,,"10079","7","3","8","301",,,"199",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"3FAQ","2023-09-17T18:00:00","28.50","33.00",,,"1","6","2","5","3","4","1",,"340","3","103","1","99","1","2","10080","4","0","8","300","0","250","228","1","270","2","2","4","5","4","8",,,,,,,"217","83","798","172","5","0",,"1","111111","11111111111AA1","5",,"2",,,,,,,,,,,
"DBBH","2023-09-17T18:00:00","26.20","35.90",,,"1","6","2","5","5","2","1",,"330","1","60",,,,,"10060","3","8","8","297",,,"252","3","302",,,"A",,"A","A",,,,,,,"217","65","798","172","5","0",,"1","111111","11AAA11A118AA1","5",,,,,,,,,,,,"0","2"
"EUMDE31","2023-09-17T18:00:00","29.02","32.79",,,"1","5","2","5","4","4","1",,"340",,"111",,,,,"10086","2","2","8","302",,,"196",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE46","2023-09-17T18:00:00","28.82","32.87",,,"1","5","2","5","4","4","1",,"340",,"102",,,,,"10081","7","1","8","300",,,"200",,,,,,,,,,,,,,,"217","82","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"7XCL4WP","2023-09-17T19:00:00","20.21","39.37",,,"1","5","2","5","7","4","1",,,,,,,,,"10026","2","4","8","317",,,"274",,,,,,,,,,,,,,,"217","9","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"DBBH","2023-09-17T19:00:00","26.20","35.80",,,"1","6","2","5","5","2","1",,"320","1","50",,,,,"10063","2","10","8","294",,,"251","3","301",,,"A",,"A","A",,,,,,,"217","65","798","172","5","0",,"1","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"EUMDE31","2023-09-17T19:00:00","28.74","32.92",,,"1","5","2","5","3","4","1","5","335",,"102",,,,,"10083","7","1","8","291",,,"219",,,,,,,,,,,,,,,"217","82","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE46","2023-09-17T19:00:00","28.60","33.01",,,"1","5","2","5","3","4","1",,"340",,"113",,,,,"10079","2","1","8","298",,,"208",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"7XCL4WP","2023-09-17T20:00:00","20.49","39.23",,,"1","5","2","5","7","4","1",,,,,,,,,"10028","2","8","8","315",,,"281",,,,,,,,,,,,,,,"217","9","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"DBBH","2023-09-17T20:00:00","26.10","35.80",,,"1","6","2","5","5","1","1",,"300","1","60",,,,,"10060","0","4","8","297",,,"243","3","296",,,"A",,"A","A",,,,,,,"217","65","798","172","5","0",,"1","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"EUMDE31","2023-09-17T20:00:00","28.48","33.07",,,"1","5","2","5","3","4","1",,"330",,"109",,,,,"10078","7","6","8","287",,,"220",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE46","2023-09-17T20:00:00","28.38","33.15",,,"1","5","2","5","3","4","1","5","325",,"97",,,,,"10075","7","5","8","285",,,"226",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"7XCL4WP","2023-09-17T21:00:00","20.76","39.10",,,"1","5","2","5","7","4","1",,,,,,,,,"10027","4","0","8","321",,,"267",,,,,,,,,,,,,,,"217","9","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"9V9400","2023-09-17T21:00:00","28.30","33.10",,,"1","6","2","5","3","3","1",,"340","4","103","1","98","1",,"10060","1","10","8","280",,"250","237","3","250","5","5","5","6","5","6",,,,,,,"217","83","798","172","5","1","2","1","111111","1111A111111AA1","5",,,,,,,,,,,,,
"DBBH","2023-09-17T21:00:00","26.10","35.70",,,"1","6","2","5","5","1","1",,"300","1","60",,,,,"10059","8","1","8","300",,,"243","3","301",,,"A",,"A","A",,,,,,,"217","65","798","172","5","0",,"1","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"EUMDE31","2023-09-17T21:00:00","28.23","33.24",,,"1","5","2","5","3","4","1",,"320",,"95",,,,,"10075","7","12","8","276",,,"227",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE46","2023-09-17T21:00:00","28.16","33.31",,,"1","5","2","5","3","4","1","5","315",,"98",,,,,"10071","7","10","8","282",,,"224",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"TBWUK75","2023-09-17T21:00:00","28.90","32.80",,,"1","6","2","5","4","3","1",,"330","3","77","1","98","3","0","10076",,,"8","260",,"260","260","1","250","2","2","1","0","8","1",,"6","1",,,,"217","82","798","172","5","1","2","1","111113","111111111111AA","5",,"0",,,,,,,,,,,
"7XCL4WP","2023-09-17T22:00:00","21.02","38.96",,,"1","5","2","5","7","4","1",,,,,,,,,"10028","2","1","8","317",,,"267",,,,,,,,,,,,,,,"217","18","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"DBBH","2023-09-17T22:00:00","26.10","35.60",,,"1","6","2","5","6","1","1",,"320","1","90",,,,,"10059","6","4","8","297",,,"235","3","301",,,"A",,"A","A",,,,,,,"217","65","798","172","5","0",,"1","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"EUMDE31","2023-09-17T22:00:00","28.02","33.48",,,"1","5","2","5","3","4","1","5","305",,"105",,,,,"10069","7","15","8","275",,,"220",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE46","2023-09-17T22:00:00","27.99","33.53",,,"1","5","2","5","3","4","1",,"310",,"83",,,,,"10069","7","11","8","274",,,"223",,,,,,,,,,,,,,,"217","73","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"7XCL4WP","2023-09-17T23:00:00","21.31","38.96",,,"1","5","2","5","8","4","1",,,,,,,,,"10029","2","1","8","315",,,"270",,,,,,,,,,,,,,,"217","18","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"9V5634","2023-09-17T23:00:00","20.90","38.80",,,"1","4","0","0","4","3","1","0","360","4","72",,"98","1","2","10059","4","0","0","320","0","290","281",,"320","2","0","1","4","0","0",,"3","2","0",,,"217","8","992","114","5","1","2","1","111111","11111111111131",,"1","2","0",,,,,,,,"4",,
"9V9400","2023-09-17T23:00:00","28.10","33.50",,,"1","5","2","5","3","3","1",,"320","4","82","1","98",,,"10050",,,,,,,,,,,,"A",,"A","A",,,,,,,"217","83","798","172","5","1","2","1","FF111F","111AA1AAAA8AAA","5",,,,,,,,,,,,,
"DBBH","2023-09-17T23:00:00","26.20","35.60",,,"1","6","2","5","7","1","1",,"330","1","60",,,,,"10055","8","5","8","298",,,"225","3","302",,,"A",,"A","A",,,,,,,"217","65","798","172","5","0",,"1","111111","11AAA11A118AA1","5",,,,,,,,,,,,,
"EUMDE31","2023-09-17T23:00:00","27.81","33.73",,,"1","5","2","5","3","4","1",,"320",,"98",,,,,"10068","7","10","8","277",,,"218",,,,,,,,,,,,,,,"217","73","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE46","2023-09-17T23:00:00","27.81","33.75",,,"1","5","2","5","3","4","1",,"320",,"97",,,,,"10067","7","8","8","275",,,"225",,,,,,,,,,,,,,,"217","73","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"3FAQ","2023-09-18T00:00:00","27.20","34.30",,,"1","6","2","5","3","4","1",,"300","3","82","1","98","2","0","10090","4","0","8","270","0","240","226","1","290",,,,,,,,,,,,,"217","74","798","172","5","0",,"1","111111","1111111111AAA1","5",,"0",,,,,,,,,,,
"7XCL4WP","2023-09-18T00:00:00","21.45","38.98",,,"1","5","2","5","8","2","1",,,,,,,,,"10030","2","3","8","310",,,"274",,,,,,,,,,,,,,,"217","18","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"DBBH","2023-09-18T00:00:00","26.20","35.60",,,"1","6","2","5","8","1","1",,"320","1","60",,,,,"10053","8","6","8","298",,,"227","3","300",,,"A",,"A","A",,,,,,,"217","65","798","172","5","0",,"1","111111","11AAA11A118AA1","5",,,,,,,,,,,,"0","1"
"EUMDE31","2023-09-18T00:00:00","27.59","33.96",,,"1","5","2","5","3","4","1",,"320",,"64",,,,,"10071","7","4","8","277",,,"227",,,,,,,,,,,,,,,"217","73","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE46","2023-09-18T00:00:00","27.61","33.95",,,"1","5","2","5","3","4","1",,"320",,"71",,,,,"10069","7","2","8","277",,,"230",,,,,,,,,,,,,,,"217","73","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"OWIZ2","2023-09-18T00:00:00","27.50","33.90",,,"1","6","2","5","3","4","1",,"300","3","77","1","98",,,"10150",,,"8","270","0","250","241","1","270",,,"A",,"A","A",,,,"36",,,"217","73","798","172","5","0",,"1","111111","111AA111118A7A","5",,,"36",,,,,,,,,,
"OWJM2","2023-09-18T00:00:00","27.60","33.90",,,"1","6","2","5","3","4","1",,"320","3","62","1","98",,,"10070","6","30","8","260","0","235","223","7","280","0","0","0","9","0","0",,,,,,,"217","73","798","172","5","0",,"1","111111","111AA111111AA1","5",,,,,,,,,,,,,
"7XCL4WP","2023-09-18T01:00:00","21.50","39.02",,,"1","5","2","5","2","1","1",,,,,,,,,"10029","2","1","8","306",,,"271",,,,,,,,,,,,,,,"217","19","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
