"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","IND_FOR_PRECIP"
"9HA3777","2023-09-28T20:00:00","20.20","-106.90",,,"1","6","2","5","3","4","1",,"310","4","46","1","98","3","1","10189",,,"8","340",,"290","272","7","310","4","4","4","6","A","A",,"3","1","22","13","3","239","6","798","172","5","1","2","2","151151","1111111111111A","5",,"1",,
"XCBR6","2023-09-28T20:00:00","23.70","-108.40",,,"1","5","2","5","3","3","1",,,,,,,,,"10080","8","18","8","340",,"292","278",,,,,"A",,"A","A",,,,,,,"239","38","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,
"XCBR6","2023-09-28T21:00:00","23.50","-108.30",,,"1","5","2","5","3","3","1",,,,,,,,,"10070","8","24","8","334",,"289","275",,,,,"A",,"A","A",,,,,,,"239","38","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,
"XCBR6","2023-09-28T22:00:00","23.40","-108.10",,,"1","5","2","5","3","3","1",,,,,,,,,"10067","6","20","8","328",,"286","273",,,,,"A",,"A","A",,,,,,,"239","38","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,
"XCBR6","2023-09-28T23:00:00","23.20","-108.00",,,"1","5","2","5","3","3","1",,,,,,,,,"10064","6","17","8","326",,"286","274",,,,,"A",,"A","A",,,,,,,"239","38","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"XCBR6","2023-09-29T01:00:00","22.90","-107.80",,,"1","5","2","5","3","3","1",,,,,,,,,"10063","6","4","8","322",,"284","273",,,,,"A",,"A","A",,,,,,,"239","27","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"XCBR6","2023-09-29T02:00:00","22.70","-107.70",,,"1","5","2","5","3","3","1",,,,,,,,,"10068","3","4","8","308",,"278","268",,,,,"A",,"A","A",,,,,,,"239","27","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"XCBR6","2023-09-29T03:00:00","22.50","-107.60",,,"1","5","2","5","3","3","1",,,,,,,,,"10075","3","12","8","308",,"276","266",,,,,"A",,"A","A",,,,,,,"239","27","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"XCBR6","2023-09-29T04:00:00","22.40","-107.50",,,"1","5","2","5","3","3","1",,,,,,,,,"10085","3","22","8","307",,"275","265",,,,,"A",,"A","A",,,,,,,"239","27","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"XCBR6","2023-09-29T05:00:00","22.20","-107.40",,,"1","5","2","5","3","3","1",,,,,,,,,"10085","1","17","8","305",,"276","266",,,,,"A",,"A","A",,,,,,,"239","27","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"XCBR6","2023-09-29T06:00:00","22.10","-107.30",,,"1","5","2","5","3","3","1",,,,,,,,,"10081","0","7","8","303",,"274","265",,,,,"A",,"A","A",,,,,,,"239","27","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"XCBR6","2023-09-29T07:00:00","21.90","-107.20",,,"1","5","2","5","3","3","1",,,,,,,,,"10078","8","6","8","297",,"268","259",,,,,"A",,"A","A",,,,,,,"239","17","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"XCBR6","2023-09-29T08:00:00","21.80","-107.10",,,"1","5","2","5","3","3","1",,,,,,,,,"10078","6","7","8","297",,"269","259",,,,,"A",,"A","A",,,,,,,"239","17","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"XCBR6","2023-09-29T09:00:00","21.60","-107.00",,,"1","5","2","5","3","3","1",,,,,,,,,"10077","6","5","8","297",,"267","256",,,,,"A",,"A","A",,,,,,,"239","17","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"XCBR6","2023-09-29T10:00:00","21.50","-106.90",,,"1","5","2","5","3","3","1",,,,,,,,,"10073","8","6","8","297",,"270","260",,,,,"A",,"A","A",,,,,,,"239","16","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"XCBR6","2023-09-29T19:00:00","20.20","-105.80",,,"1","5","2","5","3","3","1",,,,,,,,,"10086",,,"8",,,,,,,,,"A",,"A","A",,,,,,,"239","5","798","172","5","1","2","2","F7FF14","1AAAA1999A8AAA","5",,,,
"XCBR6","2023-09-29T20:00:00","20.00","-105.70",,,"1","5","2","5","3","3","1",,,,,,,,,"10079",,,"8",,,,,,,,,"A",,"A","A",,,,,,,"239","5","798","172","5","1","2","2","F7FF14","1AAAA1999A8AAA","5",,,,
"C6EI4","2023-09-30T00:00:00","20.10","-107.50",,,"1","6","2","5","7","3","1",,"360","4","77","1","98",,,"10060","4","0","8","310",,"280","269","7","310",,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","2","111111","111AA111118AA1","5",,,,
"VRJT8","2023-09-30T03:00:00","21.30","-109.50",,,"1","6","2","5","3","4","1",,"270","3","51","1","98","2","0","10118","6","10","8","282",,"265","258","1","310","2",,"A","8","3","A",,"5","2","27","12","4","239","19","798","172","5","1","2","1","111111","11111111111111","5",,"0",,
"C6DX2","2023-09-30T15:00:00","21.90","-105.64",,,"1","5","2","5","3","5","1",,,,,,,,,,"3","6","8","280",,"273","271",,,,,"A",,"A","A",,,,,,,"239","15","798","172","5","0",,"2","F1FF71","1AAAA1111A8AA1","5",,,,
"VRAR6","2023-09-30T18:00:00","20.50","-108.70",,,"1","4","0","0","7","3","1","0","90","4","51",,"98","2","0","10109","0","12","0","330","0","260","235","1","240","3",,"1","6","A","A",,"9","1",,,,"239","8","992","114","5","0",,"2","231112","111111111111A1",,"1","0",,"4"
"VRPN8","2023-09-30T18:00:00","20.70","-107.50",,,"1","6","2","5","7","4","1",,"110",,"118","1","98","2",,"10117","4","0","8","340",,"280","257",,"290","2",,"1","7",,,,,,,,,"239","7","798","172","5","1","2","2","154111","1111A111111AA1","5",,,,
