"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","CONCEN_OF_SEA_ICE","IND_FOR_PRECIP"
"4602597","2023-09-19T00:04:00","29.16","-165.28",,,"1","4","2","5",,,"11",,,,,,,,,"10182",,,"8",,,,,"9","271",,,,,,,,,,,,"233","95","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2023-09-19T00:10:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","124",,"75",,,,,"10165",,,"8","264",,,"215","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T00:10:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","101",,"78",,,,,"10165",,,"8","266",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-19T00:20:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"120","1","60",,,,,"10164",,,"8","266",,,"223",,,,,,,,,,"4","11","8","3","233","42","798","172","6","1","2","2","F11111","11AAA11A1AA31A",,,,,,
"5100101","2023-09-19T00:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"100","1","70",,,,,"10164",,,"8","265",,,,,,,,,,,,,"4","10","8","2","233","42","798","172","6","1","2","2","F1111F","11AAA11AAAA31A",,,,,,
"5100001","2023-09-19T00:30:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","107",,"63",,,,,"10162",,,"8","265",,,"225","9","272",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T00:30:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","97",,"74",,,,,"10162",,,"8","264",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-19T00:40:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","108",,"65",,,,,"10161",,,"8","264",,,"224","9","272",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T00:40:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","97",,"66",,,,,"10161",,,"8","265",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-19T00:50:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"110","1","60",,,,,"10161",,,"8","265",,,"227",,,,,,,,,,"4","11","8","3","233","42","798","172","6","1","2","2","F11111","11AAA11A1AA31A",,,,,,
"5100101","2023-09-19T00:50:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"100","1","70",,,,,"10160",,,"8","265",,,,,,,,,,,,,"4","10","7","3","233","42","798","172","6","1","2","2","F1111F","11AAA11AAAA31A",,,,,,
"5100001","2023-09-19T01:00:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","112",,"69",,,,,"10160",,,"8","266",,,"226","9","272",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T01:00:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","98",,"72",,,,,"10159",,,"8","266",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5102629","2023-09-19T01:00:00","26.11","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","276",,,,,,,,,,,,"233","61","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5103533","2023-09-19T01:00:00","26.14","-160.47",,,"1","4","2","5",,,"11",,,,,,,,,"10177",,,"8",,,,,"9","271",,,,,,,,,,,,"233","60","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5103556","2023-09-19T01:00:00","29.95","-164.43",,,"1","4","2","5",,,"11",,,,,,,,,"10175",,,"8",,,,,"9","273",,,,,,,,,,,,"233","94","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5201679","2023-09-19T01:00:00","29.97","-166.85",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,"233","96","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602593","2023-09-19T01:04:00","29.53","-165.69",,,"1","4","2","5",,,"11",,,,,,,,,"10177",,,"8",,,,,"9","270",,,,,,,,,,,,"233","95","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602597","2023-09-19T01:04:00","29.16","-165.28",,,"1","4","2","5",,,"11",,,,,,,,,"10175",,,"8",,,,,"9","272",,,,,,,,,,,,"233","95","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2023-09-19T01:10:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","113",,"74",,,,,"10160",,,"8","267",,,"222","9","272",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T01:10:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","99",,"67",,,,,"10159",,,"8","266",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-19T01:20:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"120","1","80",,,,,"10159",,,"8","267",,,"223",,,,,,,,,,"4","11","8","2","233","42","798","172","6","1","2","2","F11111","11AAA11A1AA31A",,,,,,
"5100101","2023-09-19T01:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"100","1","70",,,,,"10158",,,"8","265",,,,,,,,,,,,,"4","12","8","3","233","42","798","172","6","1","2","2","F1111F","11AAA11AAAA31A",,,,,,
"5100001","2023-09-19T01:30:00","24.45","-162.01",,,"1","5","2","5",,,"11",,"110",,"74",,,,,"10157",,,"8","267",,,"223","9","272",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T01:30:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","108",,"76",,,,,"10157",,,"8","268",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-19T01:40:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","114",,"77",,,,,"10156",,,"8","267",,,"223","9","272",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T01:40:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","104",,"77",,,,,"10157",,,"8","268",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-19T01:50:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"110","1","70",,,,,"10157",,,"8","267",,,"224",,,,,,,,,,"4","11","8","3","233","42","798","172","6","1","2","2","F11111","11AAA11A1AA31A",,,,,,
"5100101","2023-09-19T01:50:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"100","1","70",,,,,"10157",,,"8","267",,,,,,,,,,,,,"4","11","8","3","233","42","798","172","6","1","2","2","F1111F","11AAA11AAAA31A",,,,,,
"5100001","2023-09-19T02:00:00","24.50","-162.00",,,"1","4","2","0","0","0","11","0","100","1","70",,,,,"10157","6","15","0","265",,,"220","1","271",,,,"A",,,,,,,,"233","42","993","114","6","1","2","2","111111","11AAA11A118AA1",,,"6",,,"4"
"5100101","2023-09-19T02:00:00","24.40","-162.10",,,"1","4","2","0","0","0","11","0","100","1","70",,,,,"10157",,,"0","267",,,,"1","270",,,,"A",,,"4","3","11","8","3","233","42","993","114","6","1","2","2","11111F","11AAA11AA1811A",,,"6",,,"4"
"5102629","2023-09-19T02:00:00","26.11","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","276",,,,,,,,,,,,"233","61","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5103533","2023-09-19T02:00:00","26.14","-160.48",,,"1","4","2","5",,,"11",,,,,,,,,"10171",,,"8",,,,,"9","271",,,,,,,,,,,,"233","60","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5103556","2023-09-19T02:00:00","29.96","-164.43",,,"1","4","2","5",,,"11",,,,,,,,,"10171",,,"8",,,,,"9","273",,,,,,,,,,,,"233","94","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5201679","2023-09-19T02:00:00","29.98","-166.85",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,"233","96","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602593","2023-09-19T02:04:00","29.53","-165.69",,,"1","4","2","5",,,"11",,,,,,,,,"10178",,,"8",,,,,"9","271",,,,,,,,,,,,"233","95","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602597","2023-09-19T02:04:00","29.16","-165.28",,,"1","4","2","5",,,"11",,,,,,,,,"10175",,,"8",,,,,"9","272",,,,,,,,,,,,"233","95","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2023-09-19T02:10:00","24.45","-162.01",,,"1","5","2","5",,,"11",,"110",,"70",,,,,"10157",,,"8","267",,,"219","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T02:10:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","99",,"71",,,,,"10157",,,"8","267",,,,"9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-19T02:20:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"110","1","70",,,,,"10156",,,"8","269",,,"220",,,,,,,,,,"4","10","8","3","233","42","798","172","6","1","2","2","F11111","11AAA11A1AA31A",,,,,,
"5100101","2023-09-19T02:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"100","1","70",,,,,"10158",,,"8","267",,,,,,,,,,,,,"4","10","7","3","233","42","798","172","6","1","2","2","F1111F","11AAA11AAAA31A",,,,,,
"5100001","2023-09-19T02:30:00","24.45","-162.01",,,"1","5","2","5",,,"11",,"110",,"71",,,,,"10156",,,"8","268",,,"219","9","271",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T02:30:00","24.36","-162.08",,,"1","4","2","5",,,"11",,"110",,"75",,,,,"10158",,,"8","267",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-19T02:40:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","108",,"68",,,,,"10157",,,"8","269",,,"222","9","271",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T02:40:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","105",,"74",,,,,"10157",,,"8","268",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-19T02:50:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","112",,"68",,,,,"10157",,,"8","269",,,"224","9","271",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T02:50:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","106",,"76",,,,,"10157",,,"8","268",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-19T03:00:00","24.45","-162.01",,,"1","5","2","5",,,"11",,"110",,"69",,,,,"10156",,,"8","268",,,"221","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T03:00:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","105",,"71",,,,,"10158",,,"8","269",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5102629","2023-09-19T03:00:00","26.11","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","276",,,,,,,,,,,,"233","61","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5103533","2023-09-19T03:00:00","26.15","-160.49",,,"1","4","2","5",,,"11",,,,,,,,,"10174",,,"8",,,,,"9","271",,,,,,,,,,,,"233","60","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5103556","2023-09-19T03:00:00","29.97","-164.43",,,"1","4","2","5",,,"11",,,,,,,,,"10172",,,"8",,,,,"9","273",,,,,,,,,,,,"233","94","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5201679","2023-09-19T03:00:00","29.98","-166.85",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,"233","96","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602593","2023-09-19T03:04:00","29.53","-165.69",,,"1","4","2","5",,,"11",,,,,,,,,"10178",,,"8",,,,,"9","270",,,,,,,,,,,,"233","95","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602597","2023-09-19T03:04:00","29.16","-165.28",,,"1","4","2","5",,,"11",,,,,,,,,"10175",,,"8",,,,,"9","272",,,,,,,,,,,,"233","95","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2023-09-19T03:10:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","104",,"69",,,,,"10158",,,"8","269",,,"225","9","271",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T03:10:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","102",,"75",,,,,"10158",,,"8","268",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-19T03:20:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","105",,"71",,,,,"10157",,,"8","267",,,"223","9","271",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T03:20:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","102",,"75",,,,,"10157",,,"8","268",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-19T03:30:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","106",,"74",,,,,"10158",,,"8","268",,,"223","9","271",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T03:30:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","101",,"73",,,,,"10158",,,"8","268",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-19T03:40:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","111",,"70",,,,,"10159",,,"8","268",,,"224","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T03:40:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","103",,"75",,,,,"10158",,,"8","268",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-19T03:50:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"110","1","70",,,,,"10158",,,"8","268",,,"224",,,,,,,,,,"4","11","8","3","233","42","798","172","6","1","2","2","F11111","11AAA11A1AA31A",,,,,,
"5100101","2023-09-19T03:50:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"100","1","80",,,,,"10159",,,"8","268",,,,,,,,,,,,,"4","15","13","2","233","42","798","172","6","1","2","2","F1111F","11AAA11AAAA33A",,,,,,
"5100001","2023-09-19T04:00:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","103",,"81",,,,,"10159",,,"8","267",,,"223","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T04:00:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","107",,"78",,,,,"10159",,,"8","267",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5102629","2023-09-19T04:00:00","26.11","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","275",,,,,,,,,,,,"233","61","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5103533","2023-09-19T04:00:00","26.15","-160.50",,,"1","4","2","5",,,"11",,,,,,,,,"10178",,,"8",,,,,"9","270",,,,,,,,,,,,"233","60","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5103556","2023-09-19T04:00:00","29.99","-164.43",,,"1","4","2","5",,,"11",,,,,,,,,"10174",,,"8",,,,,"9","273",,,,,,,,,,,,"233","94","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5201679","2023-09-19T04:00:00","29.98","-166.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,"233","96","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602593","2023-09-19T04:04:00","29.53","-165.69",,,"1","4","2","5",,,"11",,,,,,,,,"10180",,,"8",,,,,"9","270",,,,,,,,,,,,"233","95","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602597","2023-09-19T04:04:00","29.13","-165.28",,,"1","4","2","5",,,"11",,,,,,,,,"10177",,,"8",,,,,"9","271",,,,,,,,,,,,"233","95","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2023-09-19T04:10:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","106",,"77",,,,,"10159",,,"8","267",,,"226","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T04:10:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","104",,"76",,,,,"10160",,,"8","266",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-19T04:20:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"110","1","80",,,,,"10162",,,"8","266",,,"226",,,,,,,,,,"4","10","8","3","233","42","798","172","6","1","2","2","F11111","11AAA11A1AA31A",,,,,,
"5100101","2023-09-19T04:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"100","1","80",,,,,"10161",,,"8","266",,,,,,,,,,,,,"4","11","8","3","233","42","798","172","6","1","2","2","F1111F","11AAA11AAAA31A",,,,,,
"5100001","2023-09-19T04:30:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","111",,"77",,,,,"10161",,,"8","266",,,"225","9","271",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T04:30:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","106",,"78",,,,,"10162",,,"8","266",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-19T04:40:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","113",,"73",,,,,"10163",,,"8","265",,,"225","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T04:40:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","107",,"77",,,,,"10163",,,"8","266",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-19T04:50:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"110","1","70",,,,,"10164",,,"8","265",,,"223",,,,,,,,,,"4","11","8","3","233","42","798","172","6","1","2","2","F11111","11AAA11A1AA31A",,,,,,
"5100101","2023-09-19T04:50:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"110","1","80",,,,,"10164",,,"8","265",,,,,,,,,,,,,"4","9","8","3","233","42","798","172","6","1","2","2","F1111F","11AAA11AAAA31A",,,,,,
"4602593","2023-09-19T05:00:00","29.57","-165.69",,,"1","4","2","5",,,"11",,,,,,,,,"10182",,,"8",,,,,"9","270",,,,,,,,,,,,"233","95","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2023-09-19T05:00:00","24.45","-162.01",,,"1","5","2","5",,,"11",,"110",,"71",,,,,"10164",,,"8","265",,,"225","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T05:00:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","106",,"74",,,,,"10164",,,"8","265",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5102629","2023-09-19T05:00:00","26.11","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","275",,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5103533","2023-09-19T05:00:00","26.15","-160.51",,,"1","4","2","5",,,"11",,,,,,,,,"10183",,,"8",,,,,"9","270",,,,,,,,,,,,"233","60","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5201679","2023-09-19T05:00:00","29.98","-166.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,"233","96","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5100001","2023-09-19T05:10:00","24.45","-162.01",,,"1","5","2","5",,,"11",,"110",,"71",,,,,"10164",,,"8","265",,,"224","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T05:10:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","104",,"72",,,,,"10165",,,"8","265",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-19T05:20:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"110","1","70",,,,,"10166",,,"8","265",,,"223",,,,,,,,,,"4","10","8","4","233","42","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,
"5100101","2023-09-19T05:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"100","1","70",,,,,"10166",,,"8","266",,,,,,,,,,,,,"4","10","7","3","233","42","798","172","6","1","2","1","F1111F","11AAA11AAAA31A",,,,,,
"5100001","2023-09-19T05:30:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","106",,"71",,,,,"10168",,,"8","265",,,"220","9","271",,,,,,,,,,,,"233","42","798","172","6","0",,"1","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T05:30:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","104",,"69",,,,,"10167",,,"8","266",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-19T05:40:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","105",,"70",,,,,"10169",,,"8","266",,,"222","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-19T05:40:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","101",,"75",,,,,"10169",,,"8","265",,,,"9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-19T05:50:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"110","1","70",,,,,"10170",,,"8","266",,,"223",,,,,,,,,,"4","10","8","3","233","42","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,
"5100101","2023-09-19T05:50:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"100","1","80",,,,,"10169",,,"8","265",,,,,,,,,,,,,"4","17","14","3","233","42","798","172","6","1","2","1","F1111F","11AAA11AAAA31A",,,,,,
"4602593","2023-09-19T06:00:00","29.57","-165.69",,,"1","4","2","5",,,"11",,,,,,,,,"10180",,,"8",,,,,"9","270",,,,,,,,,,,,"233","95","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2023-09-19T06:00:00","24.50","-162.00",,,"1","4","2","5",,,"11",,"110","1","70",,,,,"10171","3","15","8","266",,,"224",,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAA1",,,,,,
"5100101","2023-09-19T06:00:00","24.40","-162.10",,,"1","3","2","5",,,"11",,"110","1","80",,,,,"10170","3","12","8","266",,,,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F1111F","11AAA11AAAAAA1",,,,,,
"5102629","2023-09-19T06:00:00","26.11","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","274",,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5103533","2023-09-19T06:00:00","26.15","-160.53",,,"1","4","2","5",,,"11",,,,,,,,,"10187",,,"8",,,,,"9","270",,,,,,,,,,,,"233","60","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5201669","2023-09-19T06:00:00","26.64","-163.57",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,"233","63","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5201679","2023-09-19T06:00:00","29.97","-166.83",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,"233","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602597","2023-09-19T06:04:00","29.16","-165.28",,,"1","4","2","5",,,"11",,,,,,,,,"10181",,,"8",,,,,"9","271",,,,,,,,,,,,"233","95","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
