"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"1801564","2022-09-14T20:31:00","29.40","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10110",,,"8","286",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T20:33:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T20:35:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T20:37:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T20:39:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"HVSHUWK","2022-09-14T20:40:00","20.92","38.25",,,"1","6","2","5","9",,"1",,"350",,"86",,,,,"10065",,,"8","318",,,,,"313",,,,,,,,,,,,,"217","8","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"RUUGTMQ","2022-09-14T20:40:00","27.94","33.58",,,"1","6","2","5","9",,"1","5","298",,"131",,,,,"10095",,,"8","302",,,,,"271",,,,,,,,,,,,,"217","73","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"URHPHJZ","2022-09-14T20:40:00","24.77","36.12",,,"1","6","2","5","9",,"1","5","284",,"45",,,,,"10090",,,"8","330",,,,,"298",,,,,,,,,,,,,"217","46","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-14T20:41:00","29.40","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10111",,,"8","285",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T20:43:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T20:45:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T20:47:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T20:49:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"HVSHUWK","2022-09-14T20:50:00","20.87","38.28",,,"1","6","2","5","9",,"1","5","356",,"92",,,,,"10063",,,"8","318",,,,,"314",,,,,,,,,,,,,"217","8","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"RUUGTMQ","2022-09-14T20:50:00","27.91","33.62",,,"1","6","2","5","9",,"1","5","309",,"151",,,,,"10095",,,"8","307",,,,,"270",,,,,,,,,,,,,"217","73","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"URHPHJZ","2022-09-14T20:50:00","24.82","36.09",,,"1","6","2","5","9",,"1","5","269",,"54",,,,,"10090",,,"8","335",,,,,"299",,,,,,,,,,,,,"217","46","798","172","5","0",,"1","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-14T20:51:00","29.40","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10111",,,"8","283",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T20:53:00","29.40","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10111",,,"8","283",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T20:55:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T20:57:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T20:59:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"9HA5180","2022-09-14T21:00:00","23.30","37.10",,,"1","6","2","5","7","4","1",,"320","4","103","1","98","1","0","10069","2","10","8","320",,"270","250","3","320","3","3","1","6","A","A",,"4","2",,,,"217","37","798","172","5","1","2","1","111111","111111111111A1",,"5",,"0",,,,,,,,
"EUMDE40","2022-09-14T21:00:00","24.86","36.06",,,"1","5","2","5","7","4","1","5","255",,"80",,,,,"10088","2","7","8","295",,,"240",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"1","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"EUMDE46","2022-09-14T21:00:00","29.83","32.56",,,"1","5","2","5","4","1","1",,,,,,,,,"10139","2","16","8","262",,,"173",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,
"EUMDE53","2022-09-14T21:00:00","27.87","33.66",,,"1","5","2","5","3","4","1",,"310",,"134",,,,,"10092","7","15","8","280",,,"194",,,,,,,,,,,,,,,"217","73","798","172","5","0",,"1","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"HVSHUWK","2022-09-14T21:00:00","20.82","38.31",,,"1","6","2","5","9",,"1","5","356",,"95",,,,,"10063",,,"8","318",,,,,"314",,,,,,,,,,,,,"217","8","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"RUUGTMQ","2022-09-14T21:00:00","27.88","33.66",,,"1","6","2","5","9",,"1","5","308",,"166",,,,,"10095",,,"8","309",,,,,"269",,,,,,,,,,,,,"217","73","798","172","5","0",,"1","11311F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"TBWUK78","2022-09-14T21:00:00","22.30","37.70",,,"1","5","2","5","3","4","1",,,,,,,,,"10064","8","13","8","310",,"274","262",,,,,"A",,"A","A",,,,,,,"217","27","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,
"URHPHJZ","2022-09-14T21:00:00","24.86","36.06",,,"1","6","2","5","9",,"1","5","297",,"57",,,,,"10090",,,"8","337",,,,,"299",,,,,,,,,,,,,"217","46","798","172","5","0",,"1","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"WSEP","2022-09-14T21:00:00","23.50","36.60",,,"1","5","2","5","3","3","1",,,,,,,,,"10089","8","7","8","304",,"274","264",,,,,"A",,"A","A",,,,,,,"217","36","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,
"1801564","2022-09-14T21:01:00","29.40","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10111",,,"8","281",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:03:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:05:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:07:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:09:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"HVSHUWK","2022-09-14T21:10:00","20.77","38.34",,,"1","6","2","5","9",,"1","5","355",,"100",,,,,"10061",,,"8","318",,,,,"314",,,,,,,,,,,,,"217","8","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"RUUGTMQ","2022-09-14T21:10:00","27.84","33.70",,,"1","6","2","5","9",,"1","5","312",,"143",,,,,"10095",,,"8","311",,,,,"269",,,,,,,,,,,,,"217","73","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"URHPHJZ","2022-09-14T21:10:00","24.90","36.04",,,"1","6","2","5","9",,"1","5","279",,"68",,,,,"10090",,,"8","338",,,,,"299",,,,,,,,,,,,,"217","46","798","172","5","0",,"1","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-14T21:11:00","29.40","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10111",,,"8","288",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:13:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:15:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:17:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:19:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"HVSHUWK","2022-09-14T21:20:00","20.72","38.37",,,"1","6","2","5","9",,"1","5","359",,"102",,,,,"10060",,,"8","318",,,,,"314",,,,,,,,,,,,,"217","8","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"RUUGTMQ","2022-09-14T21:20:00","27.81","33.73",,,"1","6","2","5","9",,"1","5","293",,"135",,,,,"10095",,,"8","313",,,,,"269",,,,,,,,,,,,,"217","73","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"URHPHJZ","2022-09-14T21:20:00","24.95","36.01",,,"1","6","2","5","9",,"1","5","276",,"65",,,,,"10090",,,"8","338",,,,,"300",,,,,,,,,,,,,"217","46","798","172","5","0",,"1","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-14T21:21:00","29.40","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10111",,,"8","285",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:23:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:25:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:27:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:29:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"HVSHUWK","2022-09-14T21:30:00","20.67","38.40",,,"1","6","2","5","9",,"1","5","1",,"103",,,,,"10060",,,"8","318",,,,,"314",,,,,,,,,,,,,"217","8","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"RUUGTMQ","2022-09-14T21:30:00","27.78","33.77",,,"1","6","2","5","9",,"1","5","294",,"129",,,,,"10095",,,"8","311",,,,,"268",,,,,,,,,,,,,"217","73","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"URHPHJZ","2022-09-14T21:30:00","24.99","35.98",,,"1","6","2","5","9",,"1","5","279",,"72",,,,,"10090",,,"8","336",,,,,"300",,,,,,,,,,,,,"217","45","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-14T21:31:00","29.40","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10111",,,"8","286",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:33:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:35:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:37:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:39:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"HVSHUWK","2022-09-14T21:40:00","20.62","38.43",,,"1","6","2","5","9",,"1","5","7",,"104",,,,,"10060",,,"8","318",,,,,"314",,,,,,,,,,,,,"217","8","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"RUUGTMQ","2022-09-14T21:40:00","27.74","33.80",,,"1","6","2","5","9",,"1","5","299",,"125",,,,,"10095",,,"8","308",,,,,"268",,,,,,,,,,,,,"217","73","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"URHPHJZ","2022-09-14T21:40:00","25.03","35.96",,,"1","6","2","5","9",,"1","5","278",,"76",,,,,"10090",,,"8","335",,,,,"299",,,,,,,,,,,,,"217","55","798","172","5","0",,"1","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-14T21:41:00","29.40","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10111",,,"8","286",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:43:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:45:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:47:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:49:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"HVSHUWK","2022-09-14T21:50:00","20.57","38.46",,,"1","6","2","5","9",,"1","5","357",,"102",,,,,"10061",,,"8","318",,,,,"314",,,,,,,,,,,,,"217","8","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"RUUGTMQ","2022-09-14T21:50:00","27.71","33.84",,,"1","6","2","5","9",,"1","5","313",,"90",,,,,"10095",,,"8","304",,,,,"270",,,,,,,,,,,,,"217","73","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"URHPHJZ","2022-09-14T21:50:00","25.08","35.94",,,"1","6","2","5","9",,"1","5","283",,"74",,,,,"10090",,,"8","335",,,,,"299",,,,,,,,,,,,,"217","55","798","172","5","0",,"1","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-14T21:51:00","29.40","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10111",,,"8","285",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:53:00","29.40","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10111",,,"8","285",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:55:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:57:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T21:59:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"EUMDE40","2022-09-14T22:00:00","25.13","35.92",,,"1","5","2","5","8","4","1","5","285",,"88",,,,,"10083","7","5","8","295",,,"232",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"1","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"EUMDE46","2022-09-14T22:00:00","29.83","32.56",,,"1","5","2","5","5","0","1",,,,,,,,,"10142","2","9","8","257",,,"172",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,
"EUMDE53","2022-09-14T22:00:00","27.67","33.87",,,"1","5","2","5","3","4","1",,"310",,"76",,,,,"10095","7","10","8","274",,,"204",,,,,,,,,,,,,,,"217","73","798","172","5","0",,"1","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"HVSHUWK","2022-09-14T22:00:00","20.52","38.49",,,"1","6","2","5","9",,"1","5","359",,"100",,,,,"10061",,,"8","318",,,,,"314",,,,,,,,,,,,,"217","8","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"RUUGTMQ","2022-09-14T22:00:00","27.68","33.87",,,"1","6","2","5","9",,"1","5","309",,"80",,,,,"10095",,,"8","300",,,,,"273",,,,,,,,,,,,,"217","73","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"TBWUK78","2022-09-14T22:00:00","22.00","37.90",,,"1","5","2","5","3","4","1",,,,,,,,,"10054","8","22","8","310",,"276","265",,,,,"A",,"A","A",,,,,,,"217","27","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,
"URHPHJZ","2022-09-14T22:00:00","25.13","35.92",,,"1","6","2","5","9",,"1","5","282",,"75",,,,,"10090",,,"8","334",,,,,"299",,,,,,,,,,,,,"217","55","798","172","5","0",,"1","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"WSEP","2022-09-14T22:00:00","23.30","36.70",,,"1","5","2","5","3","3","1",,,,,,,,,"10085","8","11","8","310",,"272","259",,,,,"A",,"A","A",,,,,,,"217","36","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,
"1801564","2022-09-14T22:01:00","29.40","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10110",,,"8","279",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T22:03:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T22:05:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T22:07:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T22:09:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"HVSHUWK","2022-09-14T22:10:00","20.47","38.52",,,"1","6","2","5","9",,"1","5",,,,,,,,"10061",,,"8","318",,,,,"312",,,,,,,,,,,,,"217","8","798","172","5","0",,"1","11611F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"RUUGTMQ","2022-09-14T22:10:00","27.64","33.91",,,"1","6","2","5","9",,"1","5","315",,"86",,,,,"10095",,,"8","297",,,,,"274",,,,,,,,,,,,,"217","73","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"URHPHJZ","2022-09-14T22:10:00","25.17","35.90",,,"1","6","2","5","9",,"1","5","287",,"67",,,,,"10090",,,"8","334",,,,,"299",,,,,,,,,,,,,"217","55","798","172","5","0",,"1","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-14T22:11:00","29.40","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10110",,,"8","278",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T22:13:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T22:15:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T22:17:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T22:19:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"HVSHUWK","2022-09-14T22:20:00","20.42","38.56",,,"1","6","2","5","9",,"1",,,,,,,,,"10060",,,"8","318",,,,,"313",,,,,,,,,,,,,"217","8","798","172","5","0",,"1","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"RUUGTMQ","2022-09-14T22:20:00","27.61","33.95",,,"1","6","2","5","9",,"1","5","315",,"90",,,,,"10095",,,"8","298",,,,,"274",,,,,,,,,,,,,"217","73","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"URHPHJZ","2022-09-14T22:20:00","25.22","35.87",,,"1","6","2","5","9",,"1","5","278",,"62",,,,,"10090",,,"8","333",,,,,"299",,,,,,,,,,,,,"217","55","798","172","5","0",,"1","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-14T22:21:00","29.40","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10111",,,"8","277",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T22:23:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-14T22:25:00","29.40","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
