"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER"
"GDE3FFJ","2022-09-10T11:30:00","25.97","56.83",,,"1","6","2","5","9",,"1","5","195",,"27",,,,,"10070",,,"8","336",,,,,"329",,,,,,,,,,,,,"219","56","798","172","5","0",,"2","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T11:40:00","25.92","56.84",,,"1","6","2","5","9",,"1","5","182",,"25",,,,,"10069",,,"8","337",,,,,"330",,,,,,,,,,,,,"219","56","798","172","5","0",,"2","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T11:50:00","25.87","56.85",,,"1","6","2","5","9",,"1","5","177",,"24",,,,,"10068",,,"8","338",,,,,"330",,,,,,,,,,,,,"219","56","798","172","5","0",,"2","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"3EDJ9","2022-09-10T12:00:00","26.60","52.90",,,"1","5","2","5","3","3","1",,"140","4","51","1","97","2","2","10066","4","0","8",,"0","330","306","3",,"8","8","7","3","A","A","0","0","0","36",,,"219","62","798","172","5","0",,"2","771111","11111111111171",,"5",,"2","36",,,,,,,,,,
"EUMDE51","2022-09-10T12:00:00","25.82","56.86",,,"1","5","2","5","4","4","1",,"210",,"25",,,,,"10027","7","20","8","307",,,"264",,,,,,,,,,,,,,,"219","56","798","172","5","0",,"2","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T12:00:00","25.83","56.86",,,"1","6","2","5","9",,"1","5","185",,"22",,,,,"10068",,,"8","337",,,,,"330",,,,,,,,,,,,,"219","56","798","172","5","0",,"2","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"WMKN","2022-09-10T12:00:00","25.00","55.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10032","6","19","8","367",,"289","265",,,,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-10T12:00:00","26.50","51.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10028","6","20","8",,,"332","306",,,,,"A",,"A","A",,,,,,,"219","61","798","172","5","1","2","2","F7FF11","1AAAA1666A8AA1",,"5",,,,,,,,,,,,,
"2300593","2022-09-10T12:08:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10004",,,"8",,,,,"9","315",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-10T12:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10004",,,"8",,,,,"9","315",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-10T12:10:00","25.40","59.58",,,"1","4","2","5",,,"11",,,,,,,,,"10004",,,"8",,,,,"9","315",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T12:10:00","25.78","56.87",,,"1","6","2","5","9",,"1","5","163",,"22",,,,,"10068",,,"8","338",,,,,"330",,,,,,,,,,,,,"219","56","798","172","5","0",,"2","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T12:20:00","25.73","56.89",,,"1","6","2","5","9",,"1","5","185",,"23",,,,,"10067",,,"8","337",,,,,"330",,,,,,,,,,,,,"219","56","798","172","5","0",,"2","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T12:30:00","25.68","56.90",,,"1","6","2","5","9",,"1","5","182",,"19",,,,,"10067",,,"8","338",,,,,"331",,,,,,,,,,,,,"219","56","798","172","5","0",,"2","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T12:40:00","25.63","56.92",,,"1","6","2","5","9",,"1","5","179",,"22",,,,,"10067",,,"8","337",,,,,"331",,,,,,,,,,,,,"219","56","798","172","5","0",,"2","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T12:50:00","25.59","56.95",,,"1","6","2","5","9",,"1","5","165",,"26",,,,,"10069",,,"8","334",,,,,"332",,,,,,,,,,,,,"219","56","798","172","5","0",,"2","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"EUMDE51","2022-09-10T13:00:00","25.56","56.99",,,"1","5","2","5","3","4","1",,"170",,"30",,,,,"10025","7","13","8","306",,,"266",,,,,,,,,,,,,,,"219","56","798","172","5","0",,"2","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T13:00:00","25.56","56.99",,,"1","6","2","5","9",,"1","5","183",,"27",,,,,"10066",,,"8","334",,,,,"331",,,,,,,,,,,,,"219","56","798","172","5","0",,"2","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"WUSD","2022-09-10T13:00:00","26.50","51.10",,,"1","4","0","0","0","0","1","0","361","4","0",,"96","2",,"10024","6","16","0",,"0","332","307",,,"0","0","0","9","0","0",,,,"0",,,"219","61","992","114","5","1","2","2","F71111","1114A1666A1A31",,,"1",,"0",,,,,,,,"4",,
"2300593","2022-09-10T13:08:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10003",,,"8",,,,,"9","316",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-10T13:09:00","25.40","59.58",,,"1","4","2","5",,,"11",,,,,,,,,"10003",,,"8",,,,,"9","316",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T13:10:00","25.53","57.03",,,"1","6","2","5","9",,"1","5","187",,"27",,,,,"10066",,,"8","338",,,,,"331",,,,,,,,,,,,,"219","57","798","172","5","0",,"2","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T13:20:00","25.50","57.08",,,"1","6","2","5","9",,"1","5","196",,"25",,,,,"10065",,,"8","338",,,,,"331",,,,,,,,,,,,,"219","57","798","172","5","0",,"2","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T13:30:00","25.47","57.12",,,"1","6","2","5","9",,"1","5","181",,"30",,,,,"10065",,,"8","337",,,,,"331",,,,,,,,,,,,,"219","57","798","172","5","0",,"2","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T13:40:00","25.44","57.17",,,"1","6","2","5","9",,"1","5","179",,"34",,,,,"10070",,,"8","337",,,,,"331",,,,,,,,,,,,,"219","57","798","172","5","0",,"2","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T13:50:00","25.41","57.21",,,"1","6","2","5","9",,"1","5","171",,"36",,,,,"10071",,,"8","338",,,,,"331",,,,,,,,,,,,,"219","57","798","172","5","0",,"2","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"EUMDE51","2022-09-10T14:00:00","25.37","57.26",,,"1","5","2","5","3","4","1",,"150",,"40",,,,,"10023","7","7","8","303",,,"258",,,,,,,,,,,,,,,"219","57","798","172","5","0",,"2","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T14:00:00","25.37","57.26",,,"1","6","2","5","9",,"1","5","174",,"37",,,,,"10071",,,"8","338",,,,,"331",,,,,,,,,,,,,"219","57","798","172","5","0",,"2","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"KRAU","2022-09-10T14:00:00","26.50","50.20",,,"1","5","2","5","9",,"1",,,,,,,,,"10019","5","11","8","373",,"299","277",,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WMKN","2022-09-10T14:00:00","25.00","55.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10028","6","9","8","336",,"292","278",,,,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-10T14:00:00","26.50","51.10",,,"1","4","0","0","0","0","1","0","361","4","0",,"96","2",,"10022","6","8","0","404","0","317","293",,,"0","0","0","9","0","0",,,,"0",,,"219","61","992","114","5","1","2","2","F51111","1114A1111A1A31",,,"1",,"0",,,,,,,,"4",,
"2300593","2022-09-10T14:08:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10005",,,"8",,,,,"9","316",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-10T14:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10005",,,"8",,,,,"9","316",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-10T14:10:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10005",,,"8",,,,,"9","316",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T14:10:00","25.34","57.30",,,"1","6","2","5","9",,"1",,"170",,"37",,,,,"10070",,,"8","339",,,,,"330",,,,,,,,,,,,,"219","57","798","172","5","0",,"2","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T14:20:00","25.31","57.34",,,"1","6","2","5","9",,"1","5","175",,"38",,,,,"10069",,,"8","338",,,,,"330",,,,,,,,,,,,,"219","57","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T14:30:00","25.28","57.39",,,"1","6","2","5","9",,"1","5","179",,"34",,,,,"10069",,,"8","337",,,,,"329",,,,,,,,,,,,,"219","57","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T14:40:00","25.25","57.43",,,"1","6","2","5","9",,"1","5","176",,"32",,,,,"10068",,,"8","336",,,,,"328",,,,,,,,,,,,,"219","57","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T14:50:00","25.22","57.47",,,"1","6","2","5","9",,"1","5","163",,"35",,,,,"10069",,,"8","338",,,,,"328",,,,,,,,,,,,,"219","57","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"EUMDE51","2022-09-10T15:00:00","25.18","57.51",,,"1","5","2","5","3","4","1",,"150",,"40",,,,,"10024","7","3","8","298",,,"253",,,,,,,,,,,,,,,"219","57","798","172","5","0",,"1","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T15:00:00","25.18","57.51",,,"1","6","2","5","9",,"1","5","153",,"34",,,,,"10070",,,"8","336",,,,,"328",,,,,,,,,,,,,"219","57","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"KRAU","2022-09-10T15:00:00","26.50","50.20",,,"1","5","2","5","9",,"1",,,,,,,,,"10021","5","3","8","348",,"299","285",,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-10T15:00:00","26.50","51.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10023","5","2","8","364",,"298","279",,,,,"A",,"A","A",,,,,,,"219","61","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"2300593","2022-09-10T15:08:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10007",,,"8",,,,,"9","316",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-10T15:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10007",,,"8",,,,,"9","316",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-10T15:10:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10007",,,"8",,,,,"9","316",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T15:10:00","25.15","57.55",,,"1","6","2","5","9",,"1","5","172",,"36",,,,,"10072",,,"8","334",,,,,"327",,,,,,,,,,,,,"219","57","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T15:20:00","25.11","57.58",,,"1","6","2","5","9",,"1","5","155",,"37",,,,,"10074",,,"8","332",,,,,"323",,,,,,,,,,,,,"219","57","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T15:30:00","25.08","57.63",,,"1","6","2","5","9",,"1",,"170",,"36",,,,,"10074",,,"8","335",,,,,"319",,,,,,,,,,,,,"219","57","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T15:40:00","25.05","57.67",,,"1","6","2","5","9",,"1","5","151",,"33",,,,,"10074",,,"8","334",,,,,"317",,,,,,,,,,,,,"219","57","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T15:50:00","25.02","57.71",,,"1","6","2","5","9",,"1","5","174",,"33",,,,,"10074",,,"8","332",,,,,"317",,,,,,,,,,,,,"219","57","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"AVBC","2022-09-10T16:00:00","24.40","58.40",,,"1","5","2","5","7","3","1",,"140","4","36","1","97","2","0","10039","2","11","8","300",,,"216",,,"1","1","0","9","0","1",,,,,,,"219","48","798","172","5","1","2","1","F11111","1111111A1A1AA1",,"5",,"1",,,,,,,,,,,
"EUMDE51","2022-09-10T16:00:00","24.99","57.75",,,"1","5","2","5","3","4","1","5","145",,"36",,,,,"10028","2","3","8","299",,,"241",,,,,,,,,,,,,,,"219","47","798","172","5","0",,"1","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T16:00:00","24.99","57.75",,,"1","6","2","5","9",,"1","5","159",,"30",,,,,"10075",,,"8","328",,,,,"316",,,,,,,,,,,,,"219","47","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"KRAU","2022-09-10T16:00:00","26.50","50.20",,,"1","5","2","5","9",,"1",,,,,,,,,"10026","3","5","8","332",,"290","277",,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WMKN","2022-09-10T16:00:00","25.00","55.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10032","3","4","8","320",,"294","286",,,,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"2300593","2022-09-10T16:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10012",,,"8",,,,,"9","316",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-10T16:10:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10012",,,"8",,,,,"9","316",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T16:10:00","24.96","57.79",,,"1","6","2","5","9",,"1",,"160",,"31",,,,,"10076",,,"8","330",,,,,"315",,,,,,,,,,,,,"219","47","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T16:20:00","24.93","57.83",,,"1","6","2","5","9",,"1","5","147",,"30",,,,,"10078",,,"8","329",,,,,"314",,,,,,,,,,,,,"219","47","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T16:30:00","24.90","57.87",,,"1","6","2","5","9",,"1","5","166",,"25",,,,,"10077",,,"8","328",,,,,"314",,,,,,,,,,,,,"219","47","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T16:40:00","24.87","57.92",,,"1","6","2","5","9",,"1","5","161",,"29",,,,,"10073",,,"8","331",,,,,"314",,,,,,,,,,,,,"219","47","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T16:50:00","24.84","57.96",,,"1","6","2","5","9",,"1","5","152",,"26",,,,,"10073",,,"8","332",,,,,"314",,,,,,,,,,,,,"219","47","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"C6UT5","2022-09-10T17:00:00","22.70","59.90",,,"1","6","2","5","7","3","1",,"180","4","108","1","98","2","2","10045","4","0","8","270",,"270","270","3","270","5","3","4","0","4","A",,"8","2",,,,"219","29","798","172","5","1","2","1","111313","111111111111A1",,"5",,"2",,,,,,,,,,,
"EUMDE51","2022-09-10T17:00:00","24.81","58.00",,,"1","5","2","5","3","4","1",,"160",,"28",,,,,"10032","2","8","8","298",,,"251",,,,,,,,,,,,,,,"219","48","798","172","5","0",,"1","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T17:00:00","24.81","58.00",,,"1","6","2","5","9",,"1","5","129",,"28",,,,,"10075",,,"8","330",,,,,"314",,,,,,,,,,,,,"219","48","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"KRAU","2022-09-10T17:00:00","26.50","50.20",,,"1","5","2","5","9",,"1",,,,,,,,,"10029","3","10","8","329",,"289","277",,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"V7DR9","2022-09-10T17:00:00","25.10","56.40",,,"1","6","2","5","9","0","1",,"160","3","51","1","97",,"2","10057",,,"8","290",,"280","277","3","320","5","5","8","5","8","9",,,,,,,"219","56","798","172","5","1","2","1","111111","111A1111111AAA",,"5",,"2",,,,,,,,,,,
"WUSD","2022-09-10T17:00:00","26.50","51.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10031","1","9","8","325",,"285","272",,,,,"A",,"A","A",,,,,,,"219","61","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"2300593","2022-09-10T17:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10013",,,"8",,,,,"9","315",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T17:10:00","24.77","58.04",,,"1","6","2","5","9",,"1","5","134",,"31",,,,,"10081",,,"8","331",,,,,"313",,,,,,,,,,,,,"219","48","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T17:20:00","24.74","58.07",,,"1","6","2","5","9",,"1","5","142",,"28",,,,,"10080",,,"8","333",,,,,"311",,,,,,,,,,,,,"219","48","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T17:30:00","24.70","58.11",,,"1","6","2","5","9",,"1",,"150",,"31",,,,,"10080",,,"8","337",,,,,"311",,,,,,,,,,,,,"219","48","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T17:40:00","24.66","58.15",,,"1","6","2","5","9",,"1","5","142",,"35",,,,,"10082",,,"8","335",,,,,"312",,,,,,,,,,,,,"219","48","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T17:50:00","24.63","58.18",,,"1","6","2","5","9",,"1","5","145",,"38",,,,,"10083",,,"8","334",,,,,"313",,,,,,,,,,,,,"219","48","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"3EDJ9","2022-09-10T18:00:00","26.10","54.00",,,"1","6","2","5","2","3","1",,"270","4","51","1","97","2",,"10046","7","15","8","310","0","280","269","3","360","4",,"6","6","A","A",,,,,,,"219","64","798","172","5","0",,"1","511111","1111A111111AA1",,"5",,,,,,,,,,,,,
"EUMDE51","2022-09-10T18:00:00","24.60","58.23",,,"1","5","2","5","3","4","1","5","145",,"42",,,,,"10034","2","10","8","299",,,"249",,,,,,,,,,,,,,,"219","48","798","172","5","0",,"1","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T18:00:00","24.60","58.23",,,"1","6","2","5","9",,"1","5","136",,"37",,,,,"10081",,,"8","334",,,,,"314",,,,,,,,,,,,,"219","48","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"KRAU","2022-09-10T18:00:00","26.50","50.20",,,"1","5","2","5","9","0","1",,,,,,,,,"10034","3","14","8","327",,"292","281",,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"V7DR9","2022-09-10T18:00:00","25.10","56.40",,,"1","6","2","5","9","0","1",,"160","3","51","1","97",,"2","10057",,,"8","290",,"280","277","3","320","5","5","8","5","8","9",,,,,,,"219","56","798","172","5","1","2","1","111111","111A1111111AAA",,"5",,"2",,,,,,,,,,,
"2300593","2022-09-10T18:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10017",,,"8",,,,,"9","313",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T18:10:00","24.57","58.27",,,"1","6","2","5","9",,"1","5","134",,"29",,,,,"10083",,,"8","339",,,,,"314",,,,,,,,,,,,,"219","48","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T18:20:00","24.54","58.31",,,"1","6","2","5","9",,"1","5","127",,"32",,,,,"10083",,,"8","339",,,,,"314",,,,,,,,,,,,,"219","48","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T18:30:00","24.51","58.35",,,"1","6","2","5","9",,"1","5","134",,"34",,,,,"10081",,,"8","340",,,,,"314",,,,,,,,,,,,,"219","48","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T18:40:00","24.48","58.40",,,"1","6","2","5","9",,"1","5","119",,"35",,,,,"10081",,,"8","337",,,,,"314",,,,,,,,,,,,,"219","48","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T18:50:00","24.45","58.44",,,"1","6","2","5","9",,"1","5","114",,"45",,,,,"10081",,,"8","335",,,,,"314",,,,,,,,,,,,,"219","48","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"C6UT5","2022-09-10T19:00:00","23.10","59.50",,,"1","6","2","5","7","3","1",,"160","4","62","1","98","3","0","10035","4","0","8","290",,"240","217","3","300","1",,"0","9","0","5",,"5","1","20","5","1","219","39","798","172","5","1","2","1","111111","11111111111111",,"5",,"0",,,,,,,,,,,
"EUMDE51","2022-09-10T19:00:00","24.42","58.48",,,"1","5","2","5","3","4","1","5","95",,"36",,,,,"10037","2","9","8","294",,,"256",,,,,,,,,,,,,,,"219","48","798","172","5","0",,"1","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T19:00:00","24.42","58.48",,,"1","6","2","5","9",,"1","5","93",,"43",,,,,"10082",,,"8","330",,,,,"313",,,,,,,,,,,,,"219","48","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"KRAU","2022-09-10T19:00:00","26.50","50.20",,,"1","5","2","5","9","0","1",,,,,,,,,"10036","0","10","8","315",,"284","274",,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"V7DR9","2022-09-10T19:00:00","25.10","56.40",,,"1","6","2","5","9","0","1",,"160","3","31","1","97",,"2","10057",,,"8","290",,"280","277","3","320","5","5","8","5","8","9",,,,,,,"219","56","798","172","5","1","2","1","111111","111A1111111AAA",,"5",,"2",,,,,,,,,,,
"WMKN","2022-09-10T19:00:00","25.00","55.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10039","1","6","8","315",,"269","254",,,,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-10T19:00:00","26.50","51.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10035","0","5","8","312",,"279","269",,,,,"A",,"A","A",,,,,,,"219","61","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-10T19:10:00","24.39","58.52",,,"1","6","2","5","9",,"1","5","96",,"36",,,,,"10082",,,"8","328",,,,,"313",,,,,,,,,,,,,"219","48","798","172","5","0",,"1","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
