"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"5301504","2016-09-18T15:00:00","21.68","115.29",,,"1","4","2","5",,,,"11",,,,,,,,,"10075",,,"8",,,,,,"9","294",,,,,,,,,,,,,"225","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"DIXJ2","2016-09-18T15:00:00","22.00","114.40",,,"1","4","0","0","0","0","1","1","0","30","4","26",,"98","2","0","10081","1","12","0","267",,,,"225","1","294","1",,"A","A","0","0",,,,,,,"225","24","992","114","5","1","2","1","111111","1111111A111AA1",,,"1","0",,,,,,,,,,"4"
"MHMZ8","2016-09-18T15:00:00","22.10","113.70",,,"1","4","0","0","0","0","1","1","0","40","4","15",,,,,"10106","1","9","0","280",,,,,,,,,,"A",,,,,,"0",,,"225","23","992","114","5","1","2","1","F1111F","11AAA11AAA8A31",,,"1",,"0",,,,,,,,,"4"
"2AKI3","2016-09-18T16:00:00","21.70","119.70",,,"1","4","0","0","5","4","1","1","0","360","4","31",,"98","2","5","10090","2","10","0","280","0","255",,"244","1","297","8","6","7","2","1","0",,,,,,,"225","19","992","114","5","1","2","1","111111","11111111111AA1",,,"1","2",,,,,,,,,,"4"
"5301500","2016-09-18T16:00:00","20.02","113.86",,,"1","4","2","5",,,,"11",,,,,,,,,"10064",,,"8",,,,,,"9","296",,,,,,,,,,,,,"225","3","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-18T16:00:00","21.68","115.29",,,"1","4","2","5",,,,"11",,,,,,,,,"10075",,,"8",,,,,,"9","294",,,,,,,,,,,,,"225","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-18T17:00:00","20.01","113.85",,,"1","4","2","5",,,,"11",,,,,,,,,"10063",,,"8",,,,,,"9","296",,,,,,,,,,,,,"225","3","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-18T17:00:00","21.68","115.29",,,"1","4","2","5",,,,"11",,,,,,,,,"10070",,,"8",,,,,,"9","293",,,,,,,,,,,,,"225","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-18T18:00:00","20.01","113.85",,,"1","4","2","5",,,,"11",,,,,,,,,"10058",,,"8",,,,,,"9","296",,,,,,,,,,,,,"225","3","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-18T18:00:00","21.68","115.29",,,"1","4","2","5",,,,"11",,,,,,,,,"10066",,,"8",,,,,,"9","293",,,,,,,,,,,,,"225","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"A8KY7","2016-09-18T18:00:00","22.20","115.00",,,"1","4","0","0","2","4",,"1","0","40","4","57",,"98","3","1","10070","0","10","0","280","0","260",,"252",,,"4","4","A","6","3","A",,"5","2","0",,,"225","25","992","114","5","1","2","1","F11111","111111111A1131",,,"1","1","0",,,,,,,,,"4"
"A8OU4","2016-09-18T18:00:00","22.10","114.20",,,"1","4","0","0","0","0",,"1","0","10","4","51",,"96","10","0","10070","0","10","0","270","0","240",,"228","3","300",,,,"A",,,,"0","0","0",,,"225","24","992","114","5","1","2","1","111111","11111111118131",,,"1","0","0",,,,,,,,,"4"
"C6AV5","2016-09-18T18:00:00","21.90","114.60",,,"1","4","0","0","4","1","1","1","0","20","0","50",,"97","2","2","10103","4","0","0","293",,,,,"3","290","2",,"0","4","4","5",,,,"0",,,"225","14","992","114","5","1","2","1","11111F","1111111AA11A31",,,"1","2","0",,,,,,,,,"4"
"DJDS2","2016-09-18T18:00:00","21.30","114.10",,,"1","4","0","0","1","2","1","1","0",,"4",,,"98","0",,"10068","6","15","0","275",,,,"235","1","291",,,,"A",,,,,,,,,"225","14","992","114","5","1","2","1","11FF11","1111A11A118AA1",,,"1",,,,,,,,,,,"4"
"5301500","2016-09-18T19:00:00","20.00","113.85",,,"1","4","2","5",,,,"11",,,,,,,,,"10057",,,"8",,,,,,"9","296",,,,,,,,,,,,,"225","3","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-18T19:00:00","21.68","115.29",,,"1","4","2","5",,,,"11",,,,,,,,,"10064",,,"8",,,,,,"9","293",,,,,,,,,,,,,"225","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-18T20:00:00","21.69","115.29",,,"1","4","2","5",,,,"11",,,,,,,,,"10062",,,"8",,,,,,"9","293",,,,,,,,,,,,,"225","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-18T21:00:00","21.69","115.29",,,"1","4","2","5",,,,"11",,,,,,,,,"10063",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-18T22:00:00","21.70","115.29",,,"1","4","2","5",,,,"11",,,,,,,,,"10065",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-18T23:00:00","21.70","115.28",,,"1","4","2","5",,,,"11",,,,,,,,,"10069",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-19T00:00:00","21.70","115.28",,,"1","4","2","5",,,,"11",,,,,,,,,"10075",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"A8OU4","2016-09-19T00:00:00","22.00","114.20",,,"1","4","0","0","0","0",,"1","0","50","4","51",,"97","0","0","10070",,,"0","280",,,,,"3","300","0",,,"9",,,,"0","0","0",,,"225","24","992","114","5","1","2","2","11111F","1111111AA1113A",,,"1","0","0",,,,,,,,,"4"
"DJDS2","2016-09-19T00:00:00","22.00","114.30",,,"1","4","0","0","8","2","1","1","0","10","4","62",,"97","2","1","10080","2","12","0","281",,,,"221","1","284",,,"6","2","4","8",,"2","2",,,,"225","24","992","114","5","1","2","2","111111","1111111A1181A1",,,"1","1",,,,,,,,,,"4"
"5301504","2016-09-19T01:00:00","21.70","115.28",,,"1","4","2","5",,,,"11",,,,,,,,,"10078",,,"8",,,,,,"9","293",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"A8KY7","2016-09-19T01:00:00","22.70","117.00",,,"1","4","0","0","2","4",,"1","0","30","4","62",,"97","25","8","10075","4","0","0","280","0","260",,"252",,,"6","2","7","2","7","9",,"2","1","0",,,"225","27","992","114","5","1","2","2","F11111","111111111A1131",,,"1","6","0",,,,,,,,,"4"
"5301504","2016-09-19T02:00:00","21.70","115.27",,,"1","4","2","5",,,,"11",,,,,,,,,"10077",,,"8",,,,,,"9","293",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-19T03:00:00","21.70","115.27",,,"1","4","2","5",,,,"11",,,,,,,,,"10080",,,"8",,,,,,"9","293",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"DIXJ2","2016-09-19T03:00:00","22.00","114.40",,,"1","4","0","0","0","0","1","1","0","20","4","82",,"98","2","0","10076","0","1","0","289",,,,"219","1","291","1","0","0","9","0","8",,"6","2",,,,"225","24","992","114","5","1","2","2","111111","1111111A1111A1",,,"1","0",,,,,,,,,,"4"
"5301504","2016-09-19T04:00:00","21.70","115.26",,,"1","4","2","5",,,,"11",,,,,,,,,"10076",,,"8",,,,,,"9","294",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-19T05:00:00","21.70","115.25",,,"1","4","2","5",,,,"11",,,,,,,,,"10072",,,"8",,,,,,"9","294",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-19T06:00:00","21.70","115.24",,,"1","4","2","5",,,,"11",,,,,,,,,"10069",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"A8KY7","2016-09-19T06:00:00","23.50","118.20",,,"1","4","0","0","1","4",,"1","0","70","4","67",,"97","3","2","10070","5","10","0","280","0","260",,"252",,,"6","6","2","4","A","A",,"6","2","0",,,"225","38","992","114","5","1","2","2","F11111","111111111A1131",,,"1","2","0",,,,,,,,,"4"
"A8OU4","2016-09-19T06:00:00","22.10","114.20",,,"1","4","0","0","0","0",,"1","0","20","4","72",,"97","0","0","10070","0","10","0","330","0","295",,"285","3","300","4",,"A","6","A","6",,"5","0","0",,,"225","24","992","114","5","1","2","2","131111","14111111111431",,,"1","0","0",,,,,,,,,"4"
"2AKI3","2016-09-19T07:00:00","21.30","119.30",,,"1","4","0","0","2","3","1","1","0","200","4","26",,"97","2","2","10062","7","2","0","290","0","260",,"248","1","300","7","6","7","2","1","0",,"7","1","1","7","1","225","19","992","114","5","1","2","2","111111","11111111111111",,,"1","2",,,,,,,,,,"4"
"5301504","2016-09-19T07:00:00","21.71","115.23",,,"1","4","2","5",,,,"11",,,,,,,,,"10066",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-19T08:00:00","21.72","115.22",,,"1","4","2","5",,,,"11",,,,,,,,,"10067",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-19T09:00:00","21.73","115.21",,,"1","4","2","5",,,,"11",,,,,,,,,"10068",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-19T10:00:00","21.74","115.20",,,"1","4","2","5",,,,"11",,,,,,,,,"10070",,,"8",,,,,,"9","294",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-19T11:00:00","21.76","115.19",,,"1","4","2","5",,,,"11",,,,,,,,,"10076",,,"8",,,,,,"9","294",,,,,,,,,,,,,"225","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-19T12:00:00","21.77","115.18",,,"1","4","2","5",,,,"11",,,,,,,,,"10082",,,"8",,,,,,"9","294",,,,,,,,,,,,,"225","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"A8KY7","2016-09-19T12:00:00","24.60","119.60",,,"1","4","0","0","1","4",,"1","0","50","4","123",,,"1","0","10100","4","0","0","260","0","230",,"215",,,,,"A","A","1","A",,"3","7",,,,"225","49","992","114","5","1","2","1","F11111","11A111111A81A1",,,"1","0",,,,,,,,,,"4"
"A8OU4","2016-09-19T12:00:00","22.00","114.20",,,"1","4","0","0","0","0",,"1","0","70","4","41",,"97","0","0","10080",,,"0","290",,,,,"3","300","0",,,"9",,,,"0","0","0",,,"225","24","992","114","5","1","2","1","11111F","1111111AA1113A",,,"1","0",,,,,,,,,,"4"
"5301500","2016-09-19T13:00:00","20.00","113.66",,,"1","4","2","5",,,,"11",,,,,,,,,"10069",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","3","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-19T13:00:00","21.78","115.17",,,"1","4","2","5",,,,"11",,,,,,,,,"10089",,,"8",,,,,,"9","294",,,,,,,,,,,,,"225","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-19T14:00:00","20.00","113.65",,,"1","4","2","5",,,,"11",,,,,,,,,"10074",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","3","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-19T14:00:00","21.80","115.16",,,"1","4","2","5",,,,"11",,,,,,,,,"10091",,,"8",,,,,,"9","293",,,,,,,,,,,,,"225","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"C6UT5","2016-09-19T14:00:00","22.70","119.70",,,"1","4","0","0","1","3",,"1","0","20","3","103",,"96","0",,"10078",,,"0","270","0","260",,"256","1","280","8",,,"A",,,,"3","1",,,,"225","29","992","114","5","1","2","1","111111","1114A1111111AA",,,"1",,,,,,,,,,,"4"
"5301500","2016-09-19T15:00:00","20.00","113.65",,,"1","4","2","5",,,,"11",,,,,,,,,"10076",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","3","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-19T15:00:00","21.81","115.16",,,"1","4","2","5",,,,"11",,,,,,,,,"10091",,,"8",,,,,,"9","293",,,,,,,,,,,,,"225","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"DFKM2","2016-09-19T15:00:00","20.90","114.10",,,"1","4","0","0","4","4","1","1","0","70","4","87",,"98","2","2","10095","0","2","0","284",,,,"240","1","284","6","3","4","5","6","A",,"12","2",,,,"225","4","992","114","5","1","2","1","111111","1111111A1111A1",,,"1","2",,,,,,,,,,"4"
"DIXJ2","2016-09-19T15:00:00","22.00","114.40",,,"1","4","0","0","0","0","1","1","0","360","4","87",,"97","62","6","10091","2","8","0","256",,,,"238","1","294",,,,"A",,,,,,,,,"225","24","992","114","5","1","2","1","111111","1113111A118AA1",,,"1","2",,,,,,,,,,"4"
"5301500","2016-09-19T16:00:00","20.01","113.65",,,"1","4","2","5",,,,"11",,,,,,,,,"10074",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","3","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-19T16:00:00","21.82","115.16",,,"1","4","2","5",,,,"11",,,,,,,,,"10092",,,"8",,,,,,"9","293",,,,,,,,,,,,,"225","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-19T17:00:00","20.00","113.65",,,"1","4","2","5",,,,"11",,,,,,,,,"10074",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","3","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-19T17:00:00","21.83","115.16",,,"1","4","2","5",,,,"11",,,,,,,,,"10091",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-19T18:00:00","20.00","113.65",,,"1","4","2","5",,,,"11",,,,,,,,,"10070",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","3","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-19T18:00:00","21.84","115.16",,,"1","4","2","5",,,,"11",,,,,,,,,"10091",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"A8OU4","2016-09-19T18:00:00","22.10","114.20",,,"1","4","0","0","0","0",,"1","0","10","4","103",,"94","62","8","10100","1","10","0","260","0","235",,"225","3","300","8",,"7","3","A","A",,"8","2","0",,,"225","24","992","114","5","1","2","1","111111","11111111111131",,,"1","6","0",,,,,,,,,"4"
"C6AV5","2016-09-19T18:00:00","22.00","114.50",,,"1","4","0","0","4","1","1","1","0","330","0","80",,"97","62","8","10123","4","0","0","270",,,,,"3","290","8",,"7","3","7","A",,,,"23","20","3","225","24","992","114","5","1","2","1","11111F","1113111AA11A11",,,"1","6",,,,,,,,,,"4"
"VRDJ3","2016-09-19T18:00:00","20.80","114.80",,,"1","4","0","0","8","3","1","1","0","100","3","149",,"98",,"8","10056","4","0","0","284",,,,,"3","290","6","6","A","A","A","A",,,,,,,"225","4","992","114","5","1","2","1","11111F","111A111AA11AA1",,,"1","2",,,,,,,,,,"4"
"5301500","2016-09-19T19:00:00","20.00","113.65",,,"1","4","2","5",,,,"11",,,,,,,,,"10070",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","3","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-19T19:00:00","21.85","115.17",,,"1","4","2","5",,,,"11",,,,,,,,,"10090",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-19T20:00:00","20.00","113.64",,,"1","4","2","5",,,,"11",,,,,,,,,"10068",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","3","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-19T20:00:00","21.85","115.17",,,"1","4","2","5",,,,"11",,,,,,,,,"10091",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-19T21:00:00","21.86","115.17",,,"1","4","2","5",,,,"11",,,,,,,,,"10091",,,"8",,,,,,"9","291",,,,,,,,,,,,,"225","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-19T22:00:00","21.86","115.17",,,"1","4","2","5",,,,"11",,,,,,,,,"10098",,,"8",,,,,,"9","291",,,,,,,,,,,,,"225","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-19T23:00:00","21.86","115.16",,,"1","4","2","5",,,,"11",,,,,,,,,"10105",,,"8",,,,,,"9","291",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"2AKI3","2016-09-20T00:00:00","21.00","119.90",,,"1","4","0","0","4","3","1","1","0","60","4","134",,"97","0","0","10101","2","3","0","270","0","250",,"241","1","300","3","2","4","4","0","0",,"6","5","6","8","4","225","19","992","114","5","1","2","2","111111","11111111111111",,,"1","0",,,,,,,,,,"4"
"2FRK7","2016-09-20T00:00:00","24.70","119.70",,,"1","4","0","0","5","3",,"1","0","30","4","149",,"96",,,"10130",,,"0","260","0","220",,"199","1","270","8",,"7","A","A","A",,,"5",,,,"225","49","992","114","5","1","2","2","111111","111AA1111113AA",,,"1",,,,,,,,,,,"4"
"5301504","2016-09-20T00:00:00","21.87","115.15",,,"1","4","2","5",,,,"11",,,,,,,,,"10112",,,"8",,,,,,"9","291",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"A8OU4","2016-09-20T00:00:00","22.00","114.20",,,"1","4","0","0","0","0",,"1","0","10","4","103",,"94","63","6","10100",,,"0","260",,,,,"3","300","8",,"7","2","0","A",,"10","3","1","10","3","225","24","992","114","5","1","2","2","11111F","1111111AA1111A",,,"1","6",,,,,,,,,,"4"
"DJDS2","2016-09-20T00:00:00","22.10","115.60",,,"1","4","0","0","2","4","1","1","0","80","4","170",,"97","1","2","10101","2","20","0","278",,,,"223","1","289","5",,"5","5","7","8",,"3","10",,,,"225","25","992","114","5","1","2","2","112111","1111111A1111A1",,,"1","2",,,,,,,,,,"4"
"5301504","2016-09-20T01:00:00","21.87","115.14",,,"1","4","2","5",,,,"11",,,,,,,,,"10119",,,"8",,,,,,"9","290",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-20T02:00:00","21.87","115.13",,,"1","4","2","5",,,,"11",,,,,,,,,"10123",,,"8",,,,,,"9","291",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-20T03:00:00","21.87","115.12",,,"1","4","2","5",,,,"11",,,,,,,,,"10124",,,"8",,,,,,"9","291",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-20T04:00:00","21.87","115.10",,,"1","4","2","5",,,,"11",,,,,,,,,"10121",,,"8",,,,,,"9","291",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-20T05:00:00","21.87","115.09",,,"1","4","2","5",,,,"11",,,,,,,,,"10115",,,"8",,,,,,"9","291",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-20T06:00:00","21.87","115.08",,,"1","4","2","5",,,,"11",,,,,,,,,"10112",,,"8",,,,,,"9","291",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"A8OU4","2016-09-20T06:00:00","22.10","114.20",,,"1","4","0","0","0","0",,"1","0","50","4","113",,"96","10","2","10110","0","10","0","290","0","265",,"256","3","300","6",,"1","4","2","A",,"5","1","5","8","1","225","24","992","114","5","1","2","2","111111","14111111111411",,,"1","2","0",,,,,,,,,"4"
"D5HS9","2016-09-20T06:00:00","23.30","117.90",,,"1","4","0","0","5","4",,"1","0","40","4","129",,"98","2","1","10110","6","10","0","282","0","231",,"210","3","278","4","3","2","5","6","A",,"5","5","2","6","4","225","37","992","114","5","1","2","2","111111","11111111111111",,,"1","1",,,,,,,,,,"4"
"5301504","2016-09-20T07:00:00","21.87","115.07",,,"1","4","2","5",,,,"11",,,,,,,,,"10107",,,"8",,,,,,"9","291",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-20T08:00:00","21.87","115.06",,,"1","4","2","5",,,,"11",,,,,,,,,"10107",,,"8",,,,,,"9","291",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-20T09:00:00","21.87","115.04",,,"1","4","2","5",,,,"11",,,,,,,,,"10109",,,"8",,,,,,"9","290",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-20T10:00:00","21.87","115.03",,,"1","4","2","5",,,,"11",,,,,,,,,"10112",,,"8",,,,,,"9","290",,,,,,,,,,,,,"225","15","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-20T11:00:00","21.87","115.01",,,"1","4","2","5",,,,"11",,,,,,,,,"10116",,,"8",,,,,,"9","289",,,,,,,,,,,,,"225","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-20T12:00:00","20.00","113.41",,,"1","4","2","5",,,,"11",,,,,,,,,"10099",,,"8",,,,,,"9","294",,,,,,,,,,,,,"225","3","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-20T12:00:00","21.87","114.98",,,"1","4","2","5",,,,"11",,,,,,,,,"10123",,,"8",,,,,,"9","289",,,,,,,,,,,,,"225","14","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"9V9132","2016-09-20T12:00:00","23.40","119.90",,,"1","4","0","0","4","3",,"1","0","30","4","154",,"97","2","0","10150","0","0","3","250","0","230",,"220","3","260","3","3","1","6","3","A",,,,"3","10","7","225","39","992","114","5","1","2","1","111111","11111111111A11",,,"1","0","3","8","7",,,,,,,"4"
"A8OU4","2016-09-20T12:00:00","22.00","114.20",,,"1","4","0","0","0","0",,"1","0","40","4","108",,"97","0","0","10110",,,"0","290",,,,,"3","300","0",,,"9",,,,"18","4","6","18","4","225","24","992","114","5","1","2","1","11111F","1111111AA1131A",,,"1","0",,,,,,,,,,"4"
"DJDS2","2016-09-20T12:00:00","22.30","118.60",,,"1","4","0","0","2","3","1","1","0","40","4","159",,"97","2",,"10127","3","27","0","259",,,,"220","1","283",,,"5","2","4","5",,"3","9",,,,"225","28","992","114","5","1","2","1","111111","1111A11A1181A1",,,"1",,,,,,,,,,,"4"
"5301500","2016-09-20T13:00:00","20.01","113.39",,,"1","4","2","5",,,,"11",,,,,,,,,"10107",,,"8",,,,,,"9","294",,,,,,,,,,,,,"225","3","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-20T13:00:00","21.87","114.96",,,"1","4","2","5",,,,"11",,,,,,,,,"10131",,,"8",,,,,,"9","289",,,,,,,,,,,,,"225","14","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-20T14:00:00","20.03","113.38",,,"1","4","2","5",,,,"11",,,,,,,,,"10112",,,"8",,,,,,"9","294",,,,,,,,,,,,,"225","3","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
