"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","IND_FOR_PRECIP"
"BATFR45","2016-09-11T04:00:00","21.90","59.90",,,"1","4","0","0","4","3",,"1","0","250","4","72",,,,,"10074","3","16","0","255",,,"242","3","274",,,,"A",,,,,,,,,"219","19","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-11T05:00:00","21.60","59.80",,,"1","4","0","0","5","3",,"1","0","260","4","77",,,,,"10078","1","21","0","257",,,"240","3","277",,,,"A",,,,,,,,,"219","19","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-11T06:00:00","21.40","59.70",,,"1","4","0","0","4","3",,"1","0","240","4","67",,,,,"10078","1","10","0","264",,,"239","3","279",,,,"A",,,,,,,,,"219","19","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-11T07:00:00","21.20","59.60",,,"1","4","0","0","4","3",,"1","0","240","4","62",,,,,"10072","8","2","0","267",,,"240","3","280",,,,"A",,,,,,,,,"219","19","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"VQHO7","2016-09-11T07:00:00","26.20","53.00",,,"1","4","0","0","6","3","1","1","0","330","3","41",,"97","5","0","10058","4","0","0","335","0","290","274","1","341","0","0","0","9","0","0",,"2","1","0",,,"219","63","992","114","5","1","2","2","111111","11111111111131",,"1","0","0",,,"4"
"BATFR45","2016-09-11T09:00:00","20.70","59.40",,,"1","4","0","0","4","3",,"1","0","240","4","72",,,,,"10056","6","22","0","264",,,"239","3","282",,,,"A",,,,,,,,,"219","9","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-11T10:00:00","20.50","59.30",,,"1","4","0","0","4","3",,"1","0","230","4","67",,,,,"10050","6","22","0","262",,,"242","3","282",,,,"A",,,,,,,,,"219","9","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-11T11:00:00","20.30","59.20",,,"1","4","0","0","4","3",,"1","0","230","4","67",,,,,"10044","8","17","0","260",,,"244","3","282",,,,"A",,,,,,,,,"219","9","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-11T12:00:00","20.10","59.10",,,"1","4","0","0","4","3",,"1","0","240","4","67",,,,,"10045","5","11","0","257",,,"244","3","284",,,,"A",,,,,,,,,"219","9","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"WLMQ","2016-09-11T12:00:00","25.30","54.90",,,"1","4","0","0","5","3",,"1","0","330","4","31",,"97","5","0","10031","7","16","0","349","0","306","292",,,"0","0","0","9","0","0",,"1","0","0",,,"219","54","992","114","5","1","2","2","F11111","111111111A1131",,"1","0","0",,,"4"
"VQHO7","2016-09-11T13:00:00","26.10","52.50",,,"1","4","0","0","6","2","1","1","0","340","3","41",,"97","5","0","10033","7","14","0","330","0","277","256","1","342","2","2","6","2","0","0",,"2","1",,,,"219","62","992","114","5","1","2","2","111111","111111111111A1",,"1","0",,,,"4"
"VQHO7","2016-09-11T17:00:00","26.30","53.30",,,"1","4","0","0","6","3","1","1","0","300","3","62",,"97","2","0","10034","2","1","0","325","0","280","263","1","340",,,,"A",,,,,,,,,"219","63","992","114","5","1","2","1","111111","11111111118AA1",,"1","0",,,,"4"
"A8ZE4","2016-09-11T18:00:00","24.70","58.20",,,"1","4","0","0","3","4",,"1","0","240","4","51",,"97","5","0","10030","1","5","0","300","0","265","253","3","333","0","0","0","9","0","0",,"3","1",,,,"219","48","992","114","5","1","2","1","111111","111111111111A1",,"1","0",,,,"4"
"WMPP","2016-09-11T18:00:00","25.30","57.30",,,"1","4","0","0","3","3",,"1","0","200","3","10",,"98","2","1","10031","2","1","0","298","0","298","298","1","317","1","1","6","2","0","0",,"1","0","17","5","1","219","57","992","114","5","1","2","1","111113","11111111111111",,"1","0",,,,"4"
"VQHO7","2016-09-11T20:00:00","26.10","52.50",,,"1","4","0","0","6","3","1","1","0","310","3","77",,"97","2","0","10030","4","0","0","330","0","280","261","1","341",,,,"A",,,,,,,,,"219","62","992","114","5","1","2","1","111111","11111111118AA1",,"1","0",,,,"4"
"A8ZE4","2016-09-12T00:00:00","23.40","59.70",,,"1","4",,"0","3","4",,"1","0","180","4","77",,"98","2","0","10020","4","0",,"265","0","240","230","3","292","2","1","4","5","4","5",,"4","2",,,,"219","39","792","103","5","0",,"1","111111","111111111111A1",,"1","0",,,,"4"
"VQHO7","2016-09-12T01:00:00","26.20","53.10",,,"1","4","0","0","6","3","1","1","0","340","3","41",,"97","2","0","10021","6","6","0","318","0","286","274","1","342","0","0","0","9","0","0",,,,,,,"219","63","992","114","5","1","2","1","111111","11111111111AA1",,"1","0",,,,"4"
"TBWUK74","2016-09-12T02:00:00","25.40","56.80",,,"1","4","0","0","0","0",,"1","0","110","4","31",,"98",,"2","10044","3","30","0","300","0","250","228","1","340","2","2","4","5","8","1",,,,,,,"219","56","992","114","5","1","2","1","111111","111A1111111AA1",,"1","2",,,,"4"
"AUTV","2016-09-12T03:00:00","26.60","53.10",,,"1","4","0","0","7","3",,"1","0","320","3","51",,"99","2","0","10050","1","1","0","320",,,"220","1","350","2","2","8","4","A","A",,,,,,,"219","63","992","114","5","1","2","2","111111","1111111A111AA1",,"1","0",,,,"4"
"TBWUK74","2016-09-12T05:00:00","25.40","56.80",,,"1","4","0","0","0","0",,"1","0","140","4","31",,"97","2","1","10057","2","18","0","310","0","280","269","1","340","1","1","1","4","A","A",,"6","0","0",,,"219","56","992","114","5","1","2","2","111111","11111111111131",,"1","1","0",,,"4"
"A8KM8","2016-09-12T06:00:00","25.40","57.60",,,"1","4","0","0","7","4",,"1","0","100","4","51",,"98","3","2","10070","1","20","0","310","0","280","271",,,"5",,"5","5","6","5",,"3","1",,,,"219","57","992","114","5","1","2","2","F11111","111111111A11A1",,"1","2",,,,"4"
"VQHO7","2016-09-12T08:00:00","26.10","52.70",,,"1","4","0","0","2","3","1","1","0","330","3","15",,"97","2","0","10035","8","10","0","340","0","280","257","1","342","3","1","6","2","1","7",,"3","1","0",,,"219","62","992","114","5","1","2","2","111111","11111111111131",,"1","0","0",,,"4"
"TBWUK80","2016-09-12T11:00:00","25.60","56.70",,,"1","4","0","0","0","0",,"1","0","150","4","72",,"97","2","0","10025","6","19","0","330","0","285","268","1","334","1","1","1","5","0","0",,"2","1","0",,,"219","56","992","114","5","1","2","2","111111","11111111111131",,"1","0","0",,,"4"
"VQHO7","2016-09-12T13:00:00","26.10","52.70",,,"1","4","0","0","6","3","1","1","0","330","3","31",,"96","5","0","10018","6","16","0","338","0","288","270","1","343","0","0","0","9","0","0",,"0","0","0",,,"219","62","992","114","5","1","2","2","111111","11111111111131",,"1","0","0",,,"4"
"A8KM8","2016-09-12T18:00:00","25.70","55.20",,,"1","4","0","0","5","3",,"1","0","360","4","36",,"97","4","1","10050","1","10","0","320","0","300","294",,,"5",,,"A",,,,,,,,,"219","55","992","114","5","1","2","1","F11111","111111111A1AA1",,"1","1",,,,"4"
"V7OE6","2016-09-12T20:00:00","23.40","59.60",,,"1","4","0","0","7","4","1","1","0","160","3","77",,"98","2","1","10044","1","3","0","260","0","250","246","3","260","5","4","4","5","4","8",,"4","2","18","11","3","219","39","992","114","5","1","2","1","111111","11111111111111",,"1","1",,,,"4"
"VQHO7","2016-09-12T20:00:00","26.10","52.80",,,"1","4","0","0","6","3","1","1","0","200","3","62",,"97","2","0","10028","4","0","0","320","0","290","279","1","344",,,,"A",,,,,,,,,"219","62","992","114","5","1","2","1","111311","11111111118AA1",,"1","0",,,,"4"
"V7OE6","2016-09-12T23:00:00","23.90","58.80",,,"1","4","0","0","7","4","1","1","0","140","3","72",,"97","2","2","10040","6","4","0","270","0","260","256","3","280","6","5","7","3","1","A",,"7","2","18","10","2","219","38","992","114","5","1","2","1","111111","11111111111111",,"1","2",,,,"4"
"VQHO7","2016-09-13T01:00:00","26.00","52.10",,,"1","4","0","0","6","2","1","1","0","330","3","31",,"97","5","0","10024","3","6","0","312","0","278","265","1","340","0","0","0","9","0","0",,,,,,,"219","62","992","114","5","1","2","1","111111","11111111111AA1",,"1","0",,,,"4"
"TBWUK74","2016-09-13T02:00:00","25.40","56.80",,,"1","4","0","0","0","0",,"1","0","120","4","62",,"97","2","2","10058","3","20","0","300","0","275","265","1","330","5","5","7","2","A","A",,"6","1","14","7","1","219","56","992","114","5","1","2","1","111111","11111111111111",,"1","2",,,,"4"
"TBWUK74","2016-09-13T04:00:00","25.40","56.80",,,"1","4","0","0","0","0",,"1","0","100","4","87",,"97",,"2","10074","2","20","0","310","0","260","239","1","340","3","3","1","5","4","4",,"5","3",,,,"219","56","992","114","5","1","2","2","112111","111A11111111A1",,"1","2",,,,"4"
"TBWUK80","2016-09-13T07:00:00","25.60","56.70",,,"1","4","0","0","0","0",,"1","0","120","4","67",,"97","1","1","10076","3","35","0","340","0","260","225","1","324","6","5","7","5","7","2",,"8","2",,,,"219","56","992","114","5","1","2","2","111112","111111111111A1",,"1","1",,,,"4"
"V7OE6","2016-09-13T07:00:00","25.10","56.80",,,"1","4","0","0","6","3","1","1","0","130","3","51",,"97","2","2","10076","0","8","0","320","0","270","250","3","312","6","5","4","5","4","8",,"5","1","9","5","1","219","56","992","114","5","1","2","2","111111","11111111111111",,"1","2",,,,"4"
"TBWUK52","2016-09-13T08:00:00","25.20","56.50",,,"1","4","0","0","0","0",,"1","0","110","3","51",,"98","5","1","10072","8","6","0","320","0","280","265","3","305","3","3","4","5","0","0",,"5","1",,,,"219","56","992","114","5","1","2","2","111111","111111111111A1",,"1","1",,,,"4"
"TBWUK70","2016-09-13T10:00:00","25.50","56.80",,,"1","4","0","0","0","0",,"1","0","130","3","51",,"98",,,"10044","5","1","0","370","0","350","345","3","340",,,,"A",,,,,,,,,"219","56","992","114","5","1","2","2","151111","111AA111118AA1",,"1",,,,,"4"
"TBWUK80","2016-09-13T11:00:00","25.60","56.70",,,"1","4","0","0","0","0",,"1","0","150","4","51",,"98","3","1","10057","8","13","0","320","0","270","250","1","336","5","1","1","5","0","9",,"3","1","0",,,"219","56","992","114","5","1","2","2","111111","11111111111131",,"1","1","0",,,"4"
"TBWUK70","2016-09-13T13:00:00","25.50","56.80",,,"1","4","0","0","0","0",,"1","0","120","3","77",,"98","2","2","10044","5","0","0","350","0","300","283","3","350","4",,,"A",,,,,"1","12",,"1","219","56","992","114","5","1","2","2","311111","11111111111331",,"1","1",,,,"4"
"TBWUK70","2016-09-13T16:00:00","25.50","56.80",,,"1","4","0","0","0","0",,"1","0","200","3","51",,"98","2","2","10074","2","20","0","330","0","280","261","3","330","4",,,"A",,,,,"1","20",,"1","219","56","992","114","5","1","2","1","111111","11111111111331",,"1","0",,,,"4"
"V7OE6","2016-09-13T19:00:00","25.20","56.50",,,"1","4","0","0","0","0","1","1","0","200","3","10",,"98","2","1","10066","5","5","0","300","0","270","258","3","300","5","4","4","5","4","1",,"5","1","32","5","1","219","56","992","114","5","1","2","1","111111","11111111111111",,"1","1",,,,"4"
"TBWUK70","2016-09-14T00:00:00","25.50","56.80",,,"1","4","0","0","0","0",,"1","0","210","3","62",,"97",,"1","10085","1",,"0","320","0","270","250","3","330","1",,"8","5","8","A",,"10","1",,,,"219","56","992","114","5","1","2","1","111111","111A11111111A7",,"1","1",,,,"4"
"TBWUK74","2016-09-14T03:00:00","25.40","56.80",,,"1","4","0","0","0","0",,"1","0","120","4","41",,"97","2","2","10084","1","10","0","290","0","260","248","1","330","6",,"A","A","3","A",,"6","1","13","7","1","219","56","992","114","5","1","2","2","111111","11111111111111",,"1","2",,,,"4"
"TBWUK74","2016-09-14T05:00:00","25.40","56.80",,,"1","4","0","0","0","0",,"1","0","110","4","51",,"97",,"2","10094","0","0","0","320","0","270","250","1","340","2","2","1","5","4","4",,,,,,,"219","56","992","114","5","1","2","2","111111","111A1111111AA1",,"1","2",,,,"4"
"TBWUK80","2016-09-14T06:00:00","25.60","56.70",,,"1","4","0","0","0","0",,"1","0","130","4","67",,"97","3","0","10092","3","12","0","330","0","260","229","1","330","5","4","7","5","7","2",,"7","1","0",,,"219","56","992","114","5","1","2","2","111111","11111111111131",,"1","0","0",,,"4"
"V7OE6","2016-09-14T07:00:00","25.20","56.50",,,"1","4","0","0","0","0","1","1","0","210","3","36",,"97","1","1","10090",,"4","0","330","0","280","261","3","311","6","5","4","5","4","0",,"3","1","6","2","1","219","56","992","114","5","1","2","2","111111","11111111111117",,"1","1",,,,"4"
"TBWUK80","2016-09-14T11:00:00","25.60","56.70",,,"1","4","0","0","0","0",,"1","0","140","4","51",,"98","2","0","10061","6","23","0","320","0","275","257","1","335","1","1","1","7","0","0",,"0","0","0",,,"219","56","992","114","5","1","2","2","111111","11111111111131",,"1","0","0",,,"4"
"TBWUK70","2016-09-14T13:00:00","25.50","56.80",,,"1","4","0","0","0","0",,"1","0","150","3","51",,"98","1","0","10074","5","0","0","350","0","280","253","3","350","0","0","0","9","0","0",,,"1","15",,"1","219","56","992","114","5","1","2","2","311111","11111111111331",,"1","0",,,,"4"
"TBWUK70","2016-09-14T16:00:00","25.50","56.80",,,"1","4","0","0","0","0",,"1","0","180","3","62",,"98","2","0","10074","2","10","0","330","0","270","246","3","330","0","0","0","9","0","0",,,"1","18",,"1","219","56","992","114","5","1","2","1","111111","11111111111331",,"1","0",,,,"4"
"TBWUK74","2016-09-14T16:00:00","25.40","56.80",,,"1","4","0","0","0","0",,"1","0","190","4","67",,"98",,"2","10074","3","30","0","300","0","260","243","1","340","2","2","1","5","4","4",,"5","3",,,,"219","56","992","114","5","1","2","1","111111","111A11111111A1",,"1","2",,,,"4"
"TBWUK52","2016-09-14T18:00:00","25.20","56.50",,,"1","4","0","0","0","0",,"1","0","160","3","41",,"98","5","0","10078","3","5","0","293","0","266","255","3","301","2","2","1","4","0","0",,"4","1",,,,"219","56","992","114","5","1","2","1","111111","111111111111A1",,"1","0",,,,"4"
"V7OE6","2016-09-14T19:00:00","25.20","56.50",,,"1","4","0","0","0","0","1","1","0","180","3","36",,"98","1","1","10072","0","2","0","300","0","270","258","3","300","6","5","1","4","4","1",,"5","1","4","5","1","219","56","992","114","5","1","2","1","111111","11111111111111",,"1","1",,,,"4"
"AVBE","2016-09-15T00:00:00","25.20","56.50",,,"1","4",,"0","0","0",,"1","0","140","3","15",,"97","2","2","10068","4","0",,"300",,,"274",,,"7",,"A","7","A","A",,,,,,,"219","56","792","103","5","0",,"1","F11111","1111111A1A1AA1",,"1","2",,,,"4"
"TBWUK70","2016-09-15T00:00:00","25.50","56.80",,,"1","4","0","0","0","0",,"1","0","190","3","46",,"97","11","0","10074","2","10","0","330","0","270","246","3","320","3",,,"A",,,,"5","2","22","5","2","219","56","992","114","5","1","2","1","111111","11111111111111",,"1","0",,,,"4"
"V7OE6","2016-09-15T00:00:00","25.20","56.50",,,"1","4","0","0","0","0","1","1","0","130","3","36",,"97","2","2","10072","4","0","0","300","0","270","258","3","300","8","6","7","2","1","A",,"5","2","13","5","2","219","56","992","114","5","1","2","1","111111","11111111111111",,"1","2",,,,"4"
"V7OE6","2016-09-15T03:00:00","25.20","56.50",,,"1","4","0","0","0","0","1","1","0","130","3","41",,"97","2","0","10085","3","13","0","300","0","270","258","3","300","8","6","7","2","1","A",,"5","2","13","5","2","219","56","992","114","5","1","2","2","111111","11111111111111",,"1","0",,,,"4"
"VQHO7","2016-09-15T04:00:00","26.10","51.60",,,"1","4","0","0","2","3","1","1","0","20","3","51",,"97","3","2","10074",,,"0","315","0","290","281","1","338","7","7","0","9","5","0",,"1","1","0",,,"219","61","992","114","5","1","2","2","111111","1111111111113A",,"1","2","0",,,"4"
"TBWUK80","2016-09-15T07:00:00","25.60","56.70",,,"1","4","0","0","0","0",,"1","0","150","4","21",,"97","2","1","10085","3","31","0","330","0","260","229","1","330","2","1","1","5","4","5",,"5","1","0",,,"219","56","992","114","5","1","2","2","111111","11111111111131",,"1","1","0",,,"4"
"MIBR","2016-09-15T08:00:00","25.20","56.40",,,"1","4","0","0","0","0","1","1","0","180","3","21",,"97","1","0","10087","8","4","0","300","0","271","260","1","291","0","0","0","9","0","0",,"2","1",,,,"219","56","992","114","5","1","2","2","111111","111111111111A1",,"1","0",,,,"4"
"TBWUK52","2016-09-15T09:00:00","25.20","56.50",,,"1","4","0","0","0","0",,"1","0","80","3","31",,"97","5","0","10074","8",,"0","320","0","276","259","3","297","0","0","0","9","0","0",,"2","0","0",,,"219","56","992","114","5","1","2","2","111111","11111111111137",,"1","0","0",,,"4"
"TBWUK80","2016-09-15T11:00:00","25.60","56.70",,,"1","4","0","0","0","0",,"1","0","160","4","41",,"98","2","0","10056","7","23","0","320","0","275","257","1","336","0","0","0","9","0","0",,"0","0","0",,,"219","56","992","114","5","1","2","2","111111","11111111111131",,"1","0","0",,,"4"
"VQHO7","2016-09-15T13:00:00","26.40","56.30",,,"1","4","0","0","1","3","1","1","0","230","3","36",,"97","2","0","10045","8","15","0","345","0","290","270","1","315","4","4","0","7","1","0",,"4","1","0",,,"219","66","992","114","5","1","2","2","111111","11111111111131",,"1","0","0",,,"4"
"TBWUK70","2016-09-15T16:00:00","25.50","56.80",,,"1","4","0","0","0","0",,"1","0","200","3","51",,"98","2","0","10054","0","10","0","310","0","280","269","3","340","2","1","A","A","A","A",,,"1","18",,"1","219","56","992","114","5","1","2","1","111111","11111111111331",,"1","0",,,,"4"
"VQHO7","2016-09-15T17:00:00","26.00","56.70",,,"1","4","0","0","4","3","1","1","0","180","3","77",,"97","1","0","10089",,,"0","295","0","275","267","1","311",,,,"A",,,,,,,,,"219","66","992","114","5","1","2","1","111111","11111111118AAA",,"1","0",,,,"4"
"TBWUK47","2016-09-15T19:00:00","24.30","59.10",,,"1","4","0","0","7","4",,"1","0","160","4","62",,"98","2","1","10066","0","0","0","270","0","260","256","3","290","3",,"A","A","8","A",,,,,,,"219","49","992","114","5","1","2","1","111111","11111111111AA1",,"1","1",,,,"4"
"V7OE6","2016-09-15T19:00:00","25.20","56.50",,,"1","4","0","0","0","0","1","1","0","170","3","21",,"97","2","0","10058","7","25","0","300","0","270","258","3","300","5","4","4","5","4","1",,"5","1","36","5","1","219","56","992","114","5","1","2","1","111111","11111111111111",,"1","0",,,,"4"
"V7OE5","2016-09-15T23:00:00","23.50","59.70",,,"1","4","0","0","7","4","1","1","0","180","4","62",,"98","2","2","10057","6",,"0","272","0","265","263","3","333","3","3","1","2","4","1",,,,"0",,,"219","39","992","114","5","1","2","1","311111","11111111111A37",,"1","2","0",,,"4"
"VQHO7","2016-09-16T01:00:00","24.70","57.50",,,"1","4","0","0","3","3","1","1","0","80","3","51",,"98","2","0","10054","4","0","0","293","0","268","258","1","301","0","0","0","9","0","0",,,,,,,"219","47","992","114","5","1","2","1","111111","11111111111AA1",,"1","0",,,,"4"
"V7OE5","2016-09-16T03:00:00","24.20","58.80",,,"1","4","0","0","7","3","1","1","0","90","4","41",,"98","2","0","10075","4","0","0","280","0","270","267","3","334","2","2","1","2","4","5",,"1","1",,,,"219","48","992","114","5","1","2","2","111111","111111111111A1",,"1","0",,,,"4"
"V7OE6","2016-09-16T03:00:00","25.20","56.50",,,"1","4","0","0","0","0","1","1","0","361","3","0",,"98","2","0","10074","3","18","0","300","0","270","258","3","290","7","6","7","2","9","A",,"0","0","0",,,"219","56","992","114","5","1","2","2","111111","11111111111331",,"1","0","0",,,"4"
"TBWUK47","2016-09-16T04:00:00","25.10","56.90",,,"1","4","0","0","7","3",,"1","0","130","4","36",,"98","1","0","10086","2","18","0","300","0","250","228","3","310","3","3","1","2","A","1",,"2","1",,,,"219","56","992","114","5","1","2","2","111111","111111111111A1",,"1","0",,,,"4"
"TBWUK74","2016-09-16T04:00:00","25.40","56.80",,,"1","4","0","0","0","0",,"1","0","130","4","41",,"97","2","0","10084","3","20","0","310","0","270","254","1","330","0","0","A","9","A","A",,"7","1","9","10","2","219","56","992","114","5","1","2","2","111111","11111111111111",,"1","0",,,,"4"
"TBWUK74","2016-09-16T05:00:00","25.40","56.80",,,"1","4","0","0","0","0",,"1","0","170","4","26",,"98",,"2","10084","1","10","0","320","0","260","234","1","340","2","2","2","6","4","4",,,,,,,"219","56","992","114","5","1","2","2","111111","111A1111111AA1",,"1","2",,,,"4"
"A8KM8","2016-09-16T06:00:00","26.70","52.90",,,"1","4","0","0","7","4",,"1","0","130","4","15",,"97","3","0","10060","4","0","0","320","0","270","253",,,"4","2","4","5","7","A",,"99",,,,,"219","62","992","114","5","1","2","2","F11111","111111111A17A1",,"1","0",,,,"4"
"TBWUK80","2016-09-16T06:00:00","25.60","56.70",,,"1","4","0","0","0","0",,"1","0","150","4","36",,"97","2","2","10083","3","10","0","340","0","260","225","1","330","0","0","0","9","0","0",,"1","0","0",,,"219","56","992","114","5","1","2","2","111112","11111111111131",,"1","2","0",,,"4"
"V7OE5","2016-09-16T07:00:00","24.90","58.10",,,"1","4","0","0","7","4","1","1","0","90","4","67",,"98","2","0","10082","1","8","0","298","0","298","298","3","349","3","3","3","5","4","1",,"4","1",,,,"219","48","992","114","5","1","2","2","511113","111111111111A1",,"1","0",,,,"4"
"V7OE6","2016-09-16T07:00:00","25.20","56.50",,,"1","4","0","0","0","0","1","1","0","30","3","15",,"98","2","0","10075","5","2","0","340","0","280","257","3","311","7","6","1","6","6","A",,"4","0","0",,,"219","56","992","114","5","1","2","2","111111","11111111111131",,"1","0","0",,,"4"
"TBWUK52","2016-09-16T10:00:00","26.10","52.40",,,"1","4","0","0","6","3",,"1","0","300","3","41",,"97","5","0","10061","8","15","0","355","0","274","241","3","344","0","0","0","9","0","0",,"5","1",,,,"219","62","992","114","5","1","2","2","111111","111111111111A1",,"1","0",,,,"4"
"V7OE5","2016-09-16T11:00:00","25.60","57.30",,,"1","4","0","0","7","4","1","1","0","180","4","51",,"98","2","2","10053","6",,"0","312","0","312","312","3","357","3","3","1","0","8","1",,,,"0",,,"219","57","992","114","5","1","2","2","511113","11111111111A37",,"1","2","0",,,"4"
"VQHO7","2016-09-16T12:00:00","24.10","59.50",,,"1","4","0","0","2","3","1","1","0","160","3","72",,"98","2","0","10048","7","10","0","280","0","260","252","1","270","0","0","0","9","0","0",,"4","2","14","6","1","219","49","992","114","5","1","2","2","111111","11111111111111",,"1","0",,,,"4"
"V7OE6","2016-09-16T15:00:00","25.20","56.50",,,"1","4","0","0","0","0","1","1","0","220","3","36",,"98","1","1","10056","7","16","0","300","0","270","258","3","296","5","4","4","4","4","5",,"2","0","0",,,"219","56","992","114","5","1","2","1","111111","11111111111131",,"1","1","0",,,"4"
"TBWUK47","2016-09-16T20:00:00","25.20","56.50",,,"1","4","0","0","0","0",,"1","0","190","4","41",,"98","2","1","10045","7","0","0","300","0","270","258","3","320","3",,,"A",,,,,,,,,"219","56","992","114","5","1","2","1","111111","11111111111AA7",,"1","1",,,,"4"
"V7OE5","2016-09-17T00:00:00","26.30","54.20",,,"1","4","0","0","6","3","1","1","0","320","4","51",,"96","5","1","10041","5",,"0","310","0","305","304","3","366","5","5","6","2","4","9",,,,"0",,,"219","64","992","114","5","1","2","1","511113","11111111111A37",,"1","1","0",,,"4"
"VQHO7","2016-09-17T00:00:00","24.00","59.40",,,"1","4","0","0","4","2","1","1","0","170","3","36",,"98","2","0","10038","7","14","0","274","0","258","251","1","275","0","0","0","9","0","0",,,,,,,"219","49","992","114","5","1","2","1","111111","11111111111AA1",,"1","0",,,,"4"
"V7OE5","2016-09-17T04:00:00","26.20","52.90",,,"1","4","0","0","6","3","1","1","0",,"4",,,"96","2","0","10054","4","0","0","310","0","300","297","3","343","1","1","1","2","4","5",,"0","0",,,,"219","62","992","114","5","1","2","2","11FF11","111411111113A1",,"1","0",,,,"4"
"TBWUK47","2016-09-17T07:00:00","25.20","56.50",,,"1","4","0","0","0","0",,"1","0","150","4","26",,"98","5","1","10066","8","0","0","320","0","280","265","3","310",,,"0","A","0","0",,"5","1","0",,,"219","56","992","114","5","1","2","2","111111","11111111118137",,"1","0","0",,,"4"
"TBWUK80","2016-09-17T07:00:00","25.90","51.70",,,"1","4","0","0","0","0",,"1","0","280","4","31",,"97","2","2","10060","5","5","0","370","0","250","191","1","350","0","0","0","9","0","0",,,,,,,"219","51","992","114","5","1","2","2","131114","11111111111AA1",,"1","2",,,,"4"
"V7OE6","2016-09-17T07:00:00","25.20","56.50",,,"1","4","0","0","0","0","1","1","0",,"3",,,"97","1","0","10066","8","2","0","340","0","290","272","3","312","6","5","4","5","6","0",,"4","1","36","4","1","219","56","992","114","5","1","2","2","11FF11","11111111111111",,"1","0",,,,"4"
"V7OE5","2016-09-17T09:00:00","26.10","52.40",,,"1","4","0","0","6","3","1","1","0","280","4","31",,"97","2","0","10058","1","4","0","345","0","345","345","3",,"6","6","6","2","1","8",,"3","0",,,,"219","62","992","114","5","1","2","2","711113","111111111111A1",,"1","0",,,,"4"
"VQHO7","2016-09-17T12:00:00","24.40","59.20",,,"1","4","0","0","6","3","1","1","0","200","3","21",,"98","2","0","10025","7","18","0","300","0","262","246","1","277","1","0","0","9","0","5",,"0","0","14","6","2","219","49","992","114","5","1","2","2","111111","11111111111111",,"1","0",,,,"4"
"V7OE5","2016-09-17T16:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","70","4","21",,"97","2","0","10044","4","0","0","330","0","310","305","3","382","2","2","1","4","4","5",,"1","1",,,,"219","51","992","114","5","1","2","1","511111","111111111111A1",,"1","0",,,,"4"
"V7OE5","2016-09-17T20:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","90","4","10",,"97","2","0","10042","6","2","0","315","0","313","312","3","377","3","3","2","0","4","2",,"2","0",,,,"219","51","992","114","5","1","2","1","511113","111111111111A1",,"1","0",,,,"4"
"V7OE6","2016-09-17T20:00:00","26.60","56.30",,,"1","4","0","0","7","4","1","1","0","250","3","87",,"97","2","1","10029","8","11","0","305","0","295","292","3","310","6","5","4","5","4","A",,"6","1","0",,,"219","66","992","114","5","1","2","1","115111","11111111111131",,"1","1","0",,,"4"
"ATMG","2016-09-18T00:00:00","24.00","59.90",,,"1","4","0","0","7","3",,"1","0","290","1","100",,"97","2","0","10068","0","102","0","280",,,"250","1","281","5","5","A","4","A","A",,,,,,,"219","49","992","114","5","1","2","1","115111","1111111A111AA1",,"1","1",,,,"4"
